col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 4th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Curtis J Jones Jr,Ken Powell,Lyris Younge,Tracy B Roman,Scott Diclaudio,Daine Grey Jr,Jon Marshall,Stephanie M Sawyer,Kai Scott,Leon Goodman,Frances Fattah,Abbe Fletman,Edward William Louden Jr,Mia Roberts Perez,Jennifer Schultz,Michael Fanning,Thomas Martin,Lynne M Summers,Chris Mallios,Leon A King Ii,Wayne M D Bennett,Vincent N Melchiorre,Deborah Watson Stokes,Rainy Papademetriou,Anthony Kyriakakis,Shanese Johnson,Vincent Furlong,Brian T Ortelere,Lucretia Clemons,Marissa Brumbach,James F Berardinelli,Sherman Toppin,Betsy Wahl,Rania Major,Jodi Lobel,Sandjai Weaver,Stella Tsai,William J Ciancaglini,Tangie M Boston,Joshua Hill,Chris Mccabe,Franklin A Bennett Iii,Starr Marshall Cash,Vince Giusini,All
Curtis J Jones Jr,33,134,114,118,118,93,64,66,71,66,48,52,53,52,45,42,39,37,37,35,32,35,29,24,19,25,27,22,18,17,23,22,16,19,11,15,14,12,10,14,12,10,11,7,All
Ken Powell,,1,96,98,100,70,43,44,43,50,22,47,44,42,26,36,20,20,35,20,16,29,15,15,8,14,15,16,7,8,15,9,8,8,7,9,8,2,5,6,4,9,4,3,All
Lyris Younge,,,4,91,90,67,33,48,57,33,30,47,32,42,26,33,14,18,37,9,15,34,14,15,5,11,12,12,11,5,13,9,9,7,5,10,7,2,5,6,9,2,4,4,All
Tracy B Roman,,,,1,92,61,40,42,43,43,16,42,43,38,25,32,11,20,31,14,9,27,16,16,8,10,12,13,5,7,14,10,12,5,4,10,9,3,6,5,7,4,9,2,All
Scott Diclaudio,,,,,2,54,40,32,38,43,15,43,37,39,17,34,13,10,34,12,13,31,8,16,8,6,13,10,5,4,15,7,5,5,4,5,6,3,4,5,6,3,4,1,All
Daine Grey Jr,,,,,,3,20,52,43,28,23,49,22,36,27,31,17,19,32,21,22,25,15,18,7,11,17,19,7,9,17,11,8,13,3,9,7,5,6,6,2,4,3,2,All
Jon Marshall,,,,,,,5,5,6,39,6,8,37,4,16,11,18,6,1,6,7,1,4,21,11,7,7,14,8,14,12,6,2,3,12,2,0,4,0,2,3,0,4,1,All
Stephanie M Sawyer,,,,,,,,1,46,10,26,29,8,34,16,28,12,20,31,19,14,28,21,1,6,19,7,2,8,11,3,9,14,10,4,10,9,4,8,4,5,2,7,1,All
Kai Scott,,,,,,,,,0,6,26,30,5,46,11,32,13,19,31,12,11,33,15,6,9,10,9,2,11,8,2,8,9,8,5,8,7,3,5,4,9,4,6,3,All
Leon Goodman,,,,,,,,,,3,16,9,37,6,15,5,12,16,3,21,18,3,15,18,6,12,11,12,3,6,15,7,5,10,7,3,6,4,4,8,3,7,4,2,All
Frances Fattah,,,,,,,,,,,2,9,4,15,18,8,15,21,8,18,18,9,23,3,8,16,14,4,12,10,4,9,10,8,4,10,9,8,10,7,9,5,6,4,All
Abbe Fletman,,,,,,,,,,,,0,10,34,15,25,7,5,30,7,8,27,3,7,4,3,9,9,1,2,7,6,3,2,1,2,5,0,1,2,2,1,1,1,All
Edward William Louden Jr,,,,,,,,,,,,,1,3,15,1,8,7,3,11,5,0,5,13,5,8,9,14,3,2,16,4,4,6,5,5,3,0,2,5,4,1,2,4,All
Mia Roberts Perez,,,,,,,,,,,,,,0,6,35,8,10,34,8,9,31,6,5,6,6,5,1,4,2,2,6,3,2,2,2,6,4,3,4,4,3,3,1,All
Jennifer Schultz,,,,,,,,,,,,,,,1,4,11,16,5,9,10,4,10,14,9,9,18,17,9,6,16,8,10,5,0,5,7,6,5,4,3,3,3,2,All
Michael Fanning,,,,,,,,,,,,,,,,0,14,7,32,5,6,30,3,15,13,4,3,1,9,11,1,2,1,3,9,3,4,4,3,4,2,4,2,2,All
Thomas Martin,,,,,,,,,,,,,,,,,0,16,5,16,11,2,12,10,13,16,8,6,13,13,6,8,5,8,11,2,4,6,5,10,4,3,3,2,All
Lynne M Summers,,,,,,,,,,,,,,,,,,0,3,14,12,3,21,4,9,13,8,4,10,7,5,10,11,6,5,6,10,6,6,10,4,5,6,2,All
Chris Mallios,,,,,,,,,,,,,,,,,,,0,3,8,31,0,3,5,1,1,1,2,2,3,0,3,2,1,3,5,2,0,1,2,2,1,3,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,0,13,3,12,3,7,15,8,7,8,4,8,13,5,11,7,6,5,3,6,8,3,4,6,1,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,0,7,10,6,7,7,7,3,6,3,6,9,4,9,2,3,3,5,5,11,7,4,2,5,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,1,1,0,3,1,1,3,0,1,1,1,5,1,1,1,1,1,1,1,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,0,3,6,17,6,3,9,8,1,7,11,6,5,7,8,4,8,4,7,4,7,4,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,0,13,1,7,12,9,11,15,3,1,4,8,3,4,3,2,0,2,2,1,1,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,3,11,15,3,4,8,4,12,2,4,4,2,2,4,5,3,2,All
