col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Darrell L Clarke,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Darrell L Clarke,"4,318","6,221","5,045","4,527","3,198","2,175","1,606","1,539","1,107",All
Sharon Williams Losier,,363,"2,955","3,187","1,295",967,305,656,441,All
Joffie C Pittman,,,223,"2,117","2,270",579,"1,417",382,275,All
Christine Hope,,,,280,714,"1,128",403,658,506,All
Matthew Perks,,,,,232,583,"1,168",404,247,All
Christian Dicicco,,,,,,196,249,378,260,All
Daniel R Sulman,,,,,,,68,284,124,All
Gary S Silver,,,,,,,,117,264,All
Franklin A Bennett Iii,,,,,,,,,31,All
Total,"15,738","7,238","6,296","5,503","4,206","2,663","2,289","1,970","1,273",All
