col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Todd Eagen,Michael Wojcik,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Todd Eagen,"7,626",0,"33,527","27,797","30,594","13,434","17,557","12,323","7,389","5,260",All
Michael Wojcik,,"6,816","22,047","20,277","14,879","13,628","12,555","6,731","7,588","5,651",All
Sharon Williams Losier,,,"5,374","32,555","25,253","14,688","11,929","4,623","6,321","4,449",All
Christine Hope,,,,"6,254","20,047","16,913","8,765","5,653","6,789","5,499",All
Joffie C Pittman,,,,,"3,066","5,944","16,959","12,747","3,544","2,553",All
Christian Dicicco,,,,,,"5,424","5,250","4,274","4,342","3,230",All
Matthew Perks,,,,,,,"2,369","9,217","3,812","2,408",All
Daniel R Sulman,,,,,,,,920,"2,550","1,239",All
Gary S Silver,,,,,,,,,"1,343","2,660",All
Franklin A Bennett Iii,,,,,,,,,,505,All
Total,"70,508","52,334","70,009","63,606","55,585","38,345","36,632","23,818","19,042","12,662",All
