col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Helen Gym,Allan Domb,William K Greenlee,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Frank Rizzo,Jenne Ayers,Derek S Green,Thomas Wyatt,W Wilson Goode Jr,Ed Neilson,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,All
Helen Gym,117,736,917,971,"1,005",627,355,494,356,513,526,469,421,238,158,71,"1,078",816,445,388,297,224,All
Allan Domb,,104,569,854,477,350,543,423,391,502,252,255,304,195,116,113,756,531,557,383,191,154,All
William K Greenlee,,,46,528,711,641,452,256,344,231,442,786,249,97,69,65,601,692,473,235,268,187,All
Paul Steinke,,,,16,552,292,374,331,384,667,263,222,398,122,98,66,805,573,395,306,144,143,All
Sherrie Cohen,,,,,10,510,315,388,275,260,318,326,202,233,126,57,756,594,351,328,181,177,All
Blondell Reynolds Brown,,,,,,25,227,250,371,143,552,278,317,133,57,63,479,403,453,268,269,181,All
Frank Rizzo,,,,,,,104,302,190,236,230,219,137,137,92,64,395,388,437,257,119,123,All
Jenne Ayers,,,,,,,,44,270,233,151,126,175,304,160,119,514,408,400,330,122,141,All
Derek S Green,,,,,,,,,24,383,274,149,339,144,58,144,389,317,487,261,174,128,All
Thomas Wyatt,,,,,,,,,,12,162,95,304,110,65,108,518,299,317,253,84,95,All
W Wilson Goode Jr,,,,,,,,,,,8,198,347,56,18,42,340,277,363,178,212,160,All
Ed Neilson,,,,,,,,,,,,11,109,46,51,34,290,426,261,128,184,58,All
Isaiah Thomas,,,,,,,,,,,,,14,62,31,34,323,229,294,199,206,96,All
Carla M Cain,,,,,,,,,,,,,,6,130,56,302,240,175,202,54,59,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,1,34,173,169,83,110,31,34,All
Wilson Alexander,,,,,,,,,,,,,,,,3,114,69,166,93,28,61,All
Carol A Jenkins,,,,,,,,,,,,,,,,,16,590,359,302,71,92,All
Lisa M Deeley,,,,,,,,,,,,,,,,,,21,243,175,207,57,All
Anthony Clark,,,,,,,,,,,,,,,,,,,33,203,112,116,All
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,4,90,51,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,2,45,All
Will Mega,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"2,589","2,039","2,018","1,825","1,687","1,415","1,373","1,228","1,225","1,154","1,093","1,071",965,590,347,315,"1,944","1,525","1,465",956,608,476,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Helen Gym,William K Greenlee,Paul Steinke,Sherrie Cohen,Allan Domb,Jenne Ayers,Blondell Reynolds Brown,Ed Neilson,Thomas Wyatt,Frank Rizzo,W Wilson Goode Jr,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Derek S Green,Wilson Alexander,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Anthony Clark,Will Mega,1
Helen Gym,4,20,16,20,5,9,10,7,7,3,8,4,5,7,2,2,18,15,10,5,2,4,1
William K Greenlee,,1,10,17,9,4,7,13,4,5,10,4,6,2,2,2,8,18,2,10,3,3,1
Paul Steinke,,,1,8,8,8,2,0,7,4,3,1,7,2,3,1,10,11,4,5,1,4,1
Sherrie Cohen,,,,0,4,5,6,5,5,1,4,5,1,6,1,0,9,14,3,6,2,1,1
Allan Domb,,,,,1,6,1,4,5,3,2,2,5,2,3,1,7,8,3,4,5,2,1
Jenne Ayers,,,,,,0,2,1,5,4,1,7,3,6,2,1,10,9,5,4,2,4,1
Blondell Reynolds Brown,,,,,,,0,4,2,3,4,1,0,2,1,1,4,5,3,2,1,1,1
Ed Neilson,,,,,,,,0,0,0,4,1,2,1,0,0,1,7,2,5,1,0,1
