col_1,col_2,col_3,division
,Sheriff - Republican,Register Of Wills - Republican,1
,Christopher Sawyer,Ross Feinberg,1
Christopher Sawyer,0,4,1
Ross Feinberg,,0,1
Total,4,4,1
,Sheriff - Republican,Register Of Wills - Republican,2
,Christopher Sawyer,Ross Feinberg,2
Christopher Sawyer,0,2,2
Ross Feinberg,,0,2
Total,2,2,2
,Sheriff - Republican,Register Of Wills - Republican,4
,Christopher Sawyer,Ross Feinberg,4
Christopher Sawyer,0,1,4
Ross Feinberg,,0,4
Total,1,1,4
,Register Of Wills - Republican,Sheriff - Republican,5
,Ross Feinberg,Christopher Sawyer,5
Ross Feinberg,2,8,5
Christopher Sawyer,,0,5
Total,10,8,5
,Register Of Wills - Republican,Sheriff - Republican,6
,Ross Feinberg,Christopher Sawyer,6
Ross Feinberg,1,3,6
Christopher Sawyer,,0,6
Total,4,3,6
,Sheriff - Republican,Register Of Wills - Republican,7
,Christopher Sawyer,Ross Feinberg,7
Christopher Sawyer,0,1,7
Ross Feinberg,,0,7
Total,1,1,7
,Register Of Wills - Republican,Sheriff - Republican,8
,Ross Feinberg,Christopher Sawyer,8
Ross Feinberg,1,1,8
Christopher Sawyer,,0,8
Total,2,1,8
,Sheriff - Republican,Register Of Wills - Republican,9
,Christopher Sawyer,Ross Feinberg,9
Christopher Sawyer,0,1,9
Ross Feinberg,,0,9
Total,1,1,9
,Register Of Wills - Republican,Sheriff - Republican,11
,Ross Feinberg,Christopher Sawyer,11
Ross Feinberg,1,2,11
Christopher Sawyer,,0,11
Total,3,2,11
,Sheriff - Republican,Register Of Wills - Republican,13
,Christopher Sawyer,Ross Feinberg,13
Christopher Sawyer,0,3,13
Ross Feinberg,,0,13
Total,3,3,13
,Sheriff - Republican,Register Of Wills - Republican,14
,Christopher Sawyer,Ross Feinberg,14
Christopher Sawyer,0,1,14
Ross Feinberg,,0,14
Total,1,1,14
,Sheriff - Republican,Register Of Wills - Republican,15
,Christopher Sawyer,Ross Feinberg,15
Christopher Sawyer,0,1,15
Ross Feinberg,,0,15
Total,1,1,15
,Sheriff - Republican,Register Of Wills - Republican,18
,Christopher Sawyer,Ross Feinberg,18
Christopher Sawyer,0,1,18
Ross Feinberg,,0,18
Total,1,1,18
,Register Of Wills - Republican,Sheriff - Republican,All
,Ross Feinberg,Christopher Sawyer,All
Ross Feinberg,5,29,All
Christopher Sawyer,,0,All
Total,34,29,All
