col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Derek S Green,Blondell Reynolds Brown,Helen Gym,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,William K Greenlee,Allan Domb,Paul Steinke,Jenne Ayers,Thomas Wyatt,Carla M Cain,Ed Neilson,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,All
Kevin M Dougherty,104,"2,393","1,390","1,090",272,326,"2,146","1,937","1,484","1,596","1,390","1,120","1,108","1,030",694,567,601,483,514,290,342,137,All
Anne E Lazarus,,18,"1,370","1,224",396,264,"1,721","1,777","1,729","1,499","1,196","1,247","1,063",826,780,542,520,450,391,222,282,141,All
Christine Donohue,,,28,599,125,185,"1,180","1,060",898,866,744,718,650,493,414,460,359,330,309,220,172,105,All
David Wecht,,,,33,221,99,929,823,"1,017",731,597,694,570,496,524,264,338,172,174,165,128,71,All
John Henry Foradora,,,,,8,50,254,306,290,265,159,246,195,131,96,103,102,92,79,66,48,29,All
Dwayne D Woodruff,,,,,,5,318,274,227,271,245,180,138,134,87,144,107,87,59,67,67,27,All
Derek S Green,,,,,,,55,"1,407",906,"1,162","1,075",613,798,674,506,441,492,335,402,274,198,89,All
Blondell Reynolds Brown,,,,,,,,21,"1,076","1,471",958,870,"1,045",548,318,335,223,271,429,148,236,84,All
Helen Gym,,,,,,,,,41,871,709,"1,141",645,494,689,289,324,227,148,77,115,93,All
W Wilson Goode Jr,,,,,,,,,,14,892,666,821,413,292,237,218,184,360,110,229,40,All
Isaiah Thomas,,,,,,,,,,,38,487,434,486,450,230,407,178,164,106,147,41,All
Sherrie Cohen,,,,,,,,,,,,3,567,366,419,253,199,215,126,81,130,66,All
William K Greenlee,,,,,,,,,,,,,2,307,218,131,121,80,341,68,110,38,All
Allan Domb,,,,,,,,,,,,,,25,280,212,263,187,104,108,129,54,All
Paul Steinke,,,,,,,,,,,,,,,3,92,388,60,55,36,43,35,All
Jenne Ayers,,,,,,,,,,,,,,,,10,143,228,44,163,70,70,All
Thomas Wyatt,,,,,,,,,,,,,,,,,3,106,44,118,60,30,All
Carla M Cain,,,,,,,,,,,,,,,,,,6,30,72,54,66,All
Ed Neilson,,,,,,,,,,,,,,,,,,,1,28,28,25,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,7,29,28,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,3,13,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"4,042","3,484","2,216","1,969",593,565,"3,053","2,737","2,506","2,267","1,994","1,792","1,535","1,417","1,127",913,896,680,623,461,451,203,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Helen Gym,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Isaiah Thomas,Allan Domb,Thomas Wyatt,Frank Rizzo,Jenne Ayers,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Anne E Lazarus,David Wecht,Kevin M Dougherty,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,1
Helen Gym,3,187,119,109,107,97,96,67,46,31,10,15,13,12,8,3,201,194,180,118,31,10,1
Sherrie Cohen,,0,74,72,93,59,73,39,33,11,7,8,11,10,7,1,126,125,122,81,24,7,1
Paul Steinke,,,1,43,30,63,28,56,37,36,8,2,3,4,2,0,87,103,98,60,11,4,1
W Wilson Goode Jr,,,,0,76,46,58,35,14,16,12,3,8,4,4,2,94,83,79,46,19,6,1
Blondell Reynolds Brown,,,,,0,37,73,20,16,2,8,2,14,2,4,1,83,77,76,45,22,5,1
Derek S Green,,,,,,0,31,44,16,10,6,5,3,5,1,1,72,84,85,56,6,2,1
William K Greenlee,,,,,,,0,16,9,5,6,3,7,3,1,0,79,75,60,39,21,5,1
Isaiah Thomas,,,,,,,,0,16,26,4,3,5,3,1,3,53,55,60,44,4,3,1
Allan Domb,,,,,,,,,0,16,9,3,1,3,3,1,40,35,42,19,3,5,1
Thomas Wyatt,,,,,,,,,,0,2,3,0,0,0,1,31,25,24,18,3,1,1
Frank Rizzo,,,,,,,,,,,0,0,1,1,1,0,10,10,17,8,1,6,1
Jenne Ayers,,,,,,,,,,,,0,1,8,6,2,13,7,9,10,4,1,1
Ed Neilson,,,,,,,,,,,,,0,0,0,0,7,10,12,8,3,4,1
Carla M Cain,,,,,,,,,,,,,,0,7,0,15,4,8,10,2,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,11,2,5,10,3,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,4,1,4,3,0,0,1
Anne E Lazarus,,,,,,,,,,,,,,,,,1,138,123,73,33,9,1
David Wecht,,,,,,,,,,,,,,,,,,1,134,94,29,5,1
Kevin M Dougherty,,,,,,,,,,,,,,,,,,,2,83,4,7,1
Christine Donohue,,,,,,,,,,,,,,,,,,,,0,5,5,1
John Henry Foradora,,,,,,,,,,,,,,,,,,,,,0,1,1
Dwayne D Woodruff,,,,,,,,,,,,,,,,,,,,,,0,1
Total,312,204,153,132,131,123,112,92,67,47,20,20,19,16,12,4,239,228,223,142,36,15,1
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Helen Gym,Derek S Green,Sherrie Cohen,Blondell Reynolds Brown,Paul Steinke,W Wilson Goode Jr,William K Greenlee,Allan Domb,Isaiah Thomas,Thomas Wyatt,Jenne Ayers,Carla M Cain,Frank Rizzo,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,2
Anne E Lazarus,0,124,148,83,18,24,172,117,101,101,90,75,75,54,46,39,21,24,11,10,7,6,2
Kevin M Dougherty,,0,92,51,14,10,121,97,74,79,59,58,56,49,46,30,18,19,13,10,7,2,2
David Wecht,,,0,65,5,16,142,97,72,76,80,55,54,40,36,32,8,15,5,5,3,4,2
Christine Donohue,,,,0,16,6,84,69,56,42,51,32,30,30,32,23,14,20,11,7,1,5,2
Dwayne D Woodruff,,,,,0,1,15,19,14,16,6,18,12,6,6,7,12,7,5,1,0,0,2
John Henry Foradora,,,,,,0,21,10,16,12,8,12,12,3,6,3,5,6,4,3,0,0,2
Helen Gym,,,,,,,4,90,115,93,85,63,67,45,43,30,13,18,8,7,5,5,2
Derek S Green,,,,,,,,1,45,66,64,55,45,39,40,29,17,15,7,9,2,2,2
Sherrie Cohen,,,,,,,,,0,56,40,36,48,28,25,14,15,17,8,4,2,4,2
Blondell Reynolds Brown,,,,,,,,,,0,34,74,58,14,20,11,11,13,9,7,5,4,2
Paul Steinke,,,,,,,,,,,0,28,29,33,39,36,5,5,3,1,0,1,2
W Wilson Goode Jr,,,,,,,,,,,,0,45,18,19,6,9,9,8,3,3,0,2
William K Greenlee,,,,,,,,,,,,,0,26,13,8,8,5,8,3,1,0,2
Allan Domb,,,,,,,,,,,,,,0,16,22,5,6,10,4,2,2,2
Isaiah Thomas,,,,,,,,,,,,,,,0,25,4,7,1,1,2,1,2
Thomas Wyatt,,,,,,,,,,,,,,,,0,9,7,1,4,1,0,2
Jenne Ayers,,,,,,,,,,,,,,,,,1,9,3,4,1,1,2
Carla M Cain,,,,,,,,,,,,,,,,,,0,3,2,1,3,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,0,4,0,0,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,0,1,2
Ed Neilson,,,,,,,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,2
Total,242,188,186,124,32,30,237,164,135,133,120,105,97,78,72,55,35,31,22,16,7,6,2
