col_1,col_2,col_3,division
,Register Of Wills - Democrat,District Council 3rd District - Democrat,1
,Ronald R Donatucci,Jannie L Blackwell,1
Ronald R Donatucci,10,27,1
Jannie L Blackwell,,7,1
Total,37,34,1
,Register Of Wills - Democrat,District Council 3rd District - Democrat,2
,Ronald R Donatucci,Jannie L Blackwell,2
Ronald R Donatucci,23,49,2
Jannie L Blackwell,,10,2
Total,72,59,2
,District Council 3rd District - Democrat,Register Of Wills - Democrat,3
,Jannie L Blackwell,Ronald R Donatucci,3
Jannie L Blackwell,2,9,3
Ronald R Donatucci,,1,3
Total,11,10,3
,Register Of Wills - Democrat,District Council 3rd District - Democrat,4
,Ronald R Donatucci,Jannie L Blackwell,4
Ronald R Donatucci,15,62,4
Jannie L Blackwell,,12,4
Total,77,74,4
,Register Of Wills - Democrat,District Council 3rd District - Democrat,5
,Ronald R Donatucci,Jannie L Blackwell,5
Ronald R Donatucci,5,26,5
Jannie L Blackwell,,4,5
Total,31,30,5
,District Council 3rd District - Democrat,Register Of Wills - Democrat,6
,Jannie L Blackwell,Ronald R Donatucci,6
Jannie L Blackwell,12,32,6
Ronald R Donatucci,,6,6
Total,44,38,6
,District Council 3rd District - Democrat,Register Of Wills - Democrat,7
,Jannie L Blackwell,Ronald R Donatucci,7
Jannie L Blackwell,18,45,7
Ronald R Donatucci,,8,7
Total,63,53,7
,District Council 3rd District - Democrat,Register Of Wills - Democrat,8
,Jannie L Blackwell,Ronald R Donatucci,8
Jannie L Blackwell,1,7,8
Ronald R Donatucci,,1,8
Total,8,8,8
,District Council 3rd District - Democrat,Register Of Wills - Democrat,9
,Jannie L Blackwell,Ronald R Donatucci,9
Jannie L Blackwell,2,7,9
Ronald R Donatucci,,2,9
Total,9,9,9
,Register Of Wills - Democrat,District Council 3rd District - Democrat,10
,Ronald R Donatucci,Jannie L Blackwell,10
Ronald R Donatucci,8,23,10
Jannie L Blackwell,,1,10
Total,31,24,10
,Register Of Wills - Democrat,District Council 3rd District - Democrat,11
,Ronald R Donatucci,Jannie L Blackwell,11
Ronald R Donatucci,2,15,11
Jannie L Blackwell,,0,11
Total,17,15,11
,District Council 3rd District - Democrat,Register Of Wills - Democrat,12
,Jannie L Blackwell,Ronald R Donatucci,12
Jannie L Blackwell,37,48,12
Ronald R Donatucci,,9,12
Total,85,57,12
,Register Of Wills - Democrat,District Council 3rd District - Democrat,13
,Ronald R Donatucci,Jannie L Blackwell,13
Ronald R Donatucci,11,27,13
Jannie L Blackwell,,8,13
Total,38,35,13
,Register Of Wills - Democrat,District Council 3rd District - Democrat,14
,Ronald R Donatucci,Jannie L Blackwell,14
Ronald R Donatucci,16,41,14
Jannie L Blackwell,,13,14
Total,57,54,14
,District Council 3rd District - Democrat,Register Of Wills - Democrat,15
,Jannie L Blackwell,Ronald R Donatucci,15
Jannie L Blackwell,25,79,15
Ronald R Donatucci,,21,15
Total,104,100,15
,District Council 3rd District - Democrat,Register Of Wills - Democrat,16
,Jannie L Blackwell,Ronald R Donatucci,16
Jannie L Blackwell,24,48,16
Ronald R Donatucci,,11,16
Total,72,59,16
,District Council 3rd District - Democrat,Register Of Wills - Democrat,17
,Jannie L Blackwell,Ronald R Donatucci,17
Jannie L Blackwell,30,42,17
Ronald R Donatucci,,14,17
Total,72,56,17
,Register Of Wills - Democrat,District Council 3rd District - Democrat,18
,Ronald R Donatucci,Jannie L Blackwell,18
Ronald R Donatucci,3,11,18
Jannie L Blackwell,,1,18
Total,14,12,18
,Register Of Wills - Democrat,District Council 3rd District - Democrat,19
,Ronald R Donatucci,Jannie L Blackwell,19
Ronald R Donatucci,2,10,19
Jannie L Blackwell,,0,19
Total,12,10,19
,Register Of Wills - Democrat,District Council 3rd District - Democrat,20
,Ronald R Donatucci,Jannie L Blackwell,20
Ronald R Donatucci,3,9,20
Jannie L Blackwell,,0,20
Total,12,9,20
,District Council 3rd District - Democrat,Register Of Wills - Democrat,21
,Jannie L Blackwell,Ronald R Donatucci,21
Jannie L Blackwell,1,4,21
Ronald R Donatucci,,1,21
Total,5,5,21
,District Council 3rd District - Democrat,Register Of Wills - Democrat,22
,Jannie L Blackwell,Ronald R Donatucci,22
Jannie L Blackwell,2,16,22
Ronald R Donatucci,,2,22
Total,18,18,22
,District Council 3rd District - Democrat,Register Of Wills - Democrat,23
,Jannie L Blackwell,Ronald R Donatucci,23
Jannie L Blackwell,29,56,23
Ronald R Donatucci,,16,23
Total,85,72,23
,District Council 3rd District - Democrat,Register Of Wills - Democrat,All
,Jannie L Blackwell,Ronald R Donatucci,All
Jannie L Blackwell,239,693,All
Ronald R Donatucci,,190,All
Total,932,883,All
