col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,W Wilson Goode Jr,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Jenne Ayers,Allan Domb,Isaiah Thomas,Wilson Alexander,Ed Neilson,Sherrie Cohen,Carla M Cain,Thomas Wyatt,Helen Gym,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,1
Sharon Williams Losier,2,43,23,17,10,7,2,0,31,36,34,29,29,14,15,23,17,17,8,6,3,2,6,0,1
Joffie C Pittman,,2,15,14,5,1,3,1,22,26,22,25,20,12,9,16,15,16,4,4,3,4,3,0,1
Christine Hope,,,0,3,2,5,3,0,16,20,11,13,7,10,8,4,10,11,7,7,4,2,4,1,1
Matthew Perks,,,,0,1,2,3,0,4,3,17,3,18,5,2,10,0,1,2,4,3,3,3,0,1
Christian Dicicco,,,,,0,2,2,1,8,5,3,4,3,6,5,3,3,4,3,0,0,2,2,0,1
Gary S Silver,,,,,,0,3,0,4,3,4,1,4,5,3,4,1,1,4,4,3,2,2,0,1
Franklin A Bennett Iii,,,,,,,0,0,7,3,2,2,4,1,3,2,0,2,3,3,4,4,2,0,1
Daniel R Sulman,,,,,,,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
W Wilson Goode Jr,,,,,,,,,3,37,10,25,7,11,19,4,16,14,2,3,5,5,5,0,1
Blondell Reynolds Brown,,,,,,,,,,3,11,29,8,12,19,3,16,18,5,2,5,2,3,1,1
Derek S Green,,,,,,,,,,,2,9,18,13,11,19,3,3,5,7,1,2,5,1,1
William K Greenlee,,,,,,,,,,,,2,3,7,14,2,18,17,2,0,3,3,2,1,1
Jenne Ayers,,,,,,,,,,,,,1,5,4,14,1,3,4,5,3,3,3,0,1
Allan Domb,,,,,,,,,,,,,,0,10,3,4,4,6,7,3,3,4,0,1
Isaiah Thomas,,,,,,,,,,,,,,,3,3,8,3,2,2,5,2,3,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,0,1,3,3,2,5,2,1,1
Ed Neilson,,,,,,,,,,,,,,,,,0,12,1,1,0,0,1,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,2,0,1,2,1,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,0,6,3,1,1,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,87,59,35,25,15,12,9,1,58,57,55,41,40,34,33,30,21,21,13,13,10,9,9,3,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,William K Greenlee,Isaiah Thomas,Allan Domb,Sherrie Cohen,Ed Neilson,Jenne Ayers,Wilson Alexander,Thomas Wyatt,Frank Rizzo,Helen Gym,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,2
Sharon Williams Losier,2,41,30,18,5,6,4,1,35,31,28,21,17,8,19,17,19,17,8,1,7,6,13,3,2
Joffie C Pittman,,0,27,15,3,1,3,1,32,25,23,20,14,8,21,17,17,11,6,3,4,4,8,3,2
Christine Hope,,,1,3,9,7,2,1,29,13,24,21,18,11,19,17,6,5,5,3,7,3,8,3,2
Matthew Perks,,,,0,3,2,3,1,15,21,10,6,6,5,5,2,13,11,2,5,2,5,3,0,2
Christian Dicicco,,,,,0,2,4,2,10,2,8,8,6,7,5,2,2,1,2,6,4,3,2,1,2
Franklin A Bennett Iii,,,,,,0,4,1,8,8,8,4,6,6,3,2,1,4,5,3,2,3,1,0,2
Gary S Silver,,,,,,,0,2,9,3,8,5,6,7,4,1,0,1,3,5,2,4,0,0,2
Daniel R Sulman,,,,,,,,0,2,3,2,4,2,2,3,0,0,1,2,1,1,2,0,0,2
Blondell Reynolds Brown,,,,,,,,,3,17,42,32,26,14,26,25,6,4,5,10,4,8,7,1,2
Derek S Green,,,,,,,,,,9,7,11,14,13,6,4,16,16,12,4,2,7,4,2,2
W Wilson Goode Jr,,,,,,,,,,,1,26,20,8,17,22,5,2,4,7,6,8,5,0,2
William K Greenlee,,,,,,,,,,,,0,15,13,18,23,1,1,5,4,3,3,3,2,2
Isaiah Thomas,,,,,,,,,,,,,1,12,6,12,3,4,7,4,5,5,5,0,2
Allan Domb,,,,,,,,,,,,,,5,5,5,4,1,5,8,5,7,1,1,2
