col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 1st District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Mark F Squilla,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,Blondell Reynolds Brown,Derek S Green,Isaiah Thomas,William K Greenlee,Jenne Ayers,W Wilson Goode Jr,Frank Rizzo,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Mark F Squilla,163,"1,405","1,084",877,854,772,611,599,491,495,524,410,439,296,316,207,156,All
Helen Gym,,115,985,540,790,629,458,312,411,311,313,320,147,124,216,131,56,All
Paul Steinke,,,32,527,571,675,323,320,409,250,175,201,137,117,94,40,47,All
Allan Domb,,,,57,304,357,188,222,175,201,189,114,217,99,116,56,56,All
Sherrie Cohen,,,,,9,284,368,191,177,283,249,180,96,135,174,96,42,All
Thomas Wyatt,,,,,,34,155,297,353,144,136,147,105,76,67,34,50,All
Blondell Reynolds Brown,,,,,,,6,167,126,268,117,173,78,139,80,55,30,All
Derek S Green,,,,,,,,9,209,106,172,108,84,60,92,39,81,All
Isaiah Thomas,,,,,,,,,9,85,99,169,52,36,39,22,23,All
William K Greenlee,,,,,,,,,,10,65,140,94,161,25,37,20,All
Jenne Ayers,,,,,,,,,,,6,64,70,35,184,106,86,All
W Wilson Goode Jr,,,,,,,,,,,,6,81,100,32,17,17,All
Frank Rizzo,,,,,,,,,,,,,14,80,55,45,28,All
Ed Neilson,,,,,,,,,,,,,,10,11,21,19,All
Carla M Cain,,,,,,,,,,,,,,,3,102,38,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,5,18,All
Wilson Alexander,,,,,,,,,,,,,,,,,5,All
Total,"2,728","1,964","1,493","1,155","1,128","1,082",778,745,677,636,605,526,504,388,366,240,192,All
,District Council 1st District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Mark F Squilla,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Ed Neilson,Frank Rizzo,Jenne Ayers,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,1
Mark F Squilla,12,84,62,65,48,43,42,38,36,35,33,30,26,23,17,17,10,1
Helen Gym,,8,41,33,40,26,25,30,13,18,12,19,25,12,14,9,1,1
Paul Steinke,,,0,31,30,35,15,11,21,8,10,13,22,6,4,4,2,1
Allan Domb,,,,2,19,19,14,10,15,11,17,13,11,13,4,4,4,1
Sherrie Cohen,,,,,0,14,22,19,8,14,7,12,5,7,5,10,2,1
Thomas Wyatt,,,,,,1,4,3,18,3,8,5,17,4,4,3,5,1
William K Greenlee,,,,,,,0,22,7,20,8,6,4,2,2,9,1,1
Blondell Reynolds Brown,,,,,,,,0,6,16,7,7,5,6,4,9,0,1
Derek S Green,,,,,,,,,0,3,5,9,11,6,3,2,5,1
Ed Neilson,,,,,,,,,,2,5,1,1,0,1,6,3,1
Frank Rizzo,,,,,,,,,,,1,3,4,2,4,4,2,1
Jenne Ayers,,,,,,,,,,,,0,8,13,10,3,4,1
Isaiah Thomas,,,,,,,,,,,,,0,3,3,4,1,1
Carla M Cain,,,,,,,,,,,,,,0,7,2,3,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,2,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,0,1
Total,183,106,78,76,60,54,48,46,41,41,36,34,33,24,18,18,11,1
,District Council 1st District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,Jenne Ayers,Sherrie Cohen,Paul Steinke,Carla M Cain,Thomas Wyatt,William K Greenlee,Isaiah Thomas,W Wilson Goode Jr,Frank Rizzo,Ed Neilson,Marnie Aument Loughrey,Wilson Alexander,2
Mark F Squilla,5,39,34,32,31,33,31,24,21,21,19,15,18,13,13,12,11,2
Helen Gym,,2,10,11,15,11,22,9,11,10,7,8,9,3,2,9,1,2
Derek S Green,,,0,12,13,12,5,8,7,10,7,8,9,2,4,2,7,2
Allan Domb,,,,2,8,11,8,9,4,7,6,4,4,7,4,2,4,2
Blondell Reynolds Brown,,,,,0,8,16,8,7,5,9,6,10,2,7,5,1,2
Jenne Ayers,,,,,,1,9,7,13,5,3,3,1,4,2,7,9,2
Sherrie Cohen,,,,,,,0,8,7,6,9,6,9,4,6,5,1,2
Paul Steinke,,,,,,,,2,3,12,4,6,1,2,2,3,2,2
Carla M Cain,,,,,,,,,0,4,2,2,2,5,0,8,1,2
Thomas Wyatt,,,,,,,,,,0,3,5,2,0,0,1,3,2
William K Greenlee,,,,,,,,,,,1,4,9,1,6,3,2,2
Isaiah Thomas,,,,,,,,,,,,0,6,1,3,2,1,2
W Wilson Goode Jr,,,,,,,,,,,,,1,0,5,2,0,2
Frank Rizzo,,,,,,,,,,,,,,1,1,1,1,2
