col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Isaiah Thomas,Helen Gym,Allan Domb,Sherrie Cohen,William K Greenlee,Jenne Ayers,Wilson Alexander,Paul Steinke,Ed Neilson,Thomas Wyatt,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Jannie L Blackwell,"1,674","6,497","5,322","5,238","3,636","3,177","2,985","3,255","2,981","3,098","2,360","2,110","1,803","1,585","1,203","1,114",739,All
Blondell Reynolds Brown,,422,"3,048","5,633","3,237","2,375","2,182","3,067","3,439","1,412","1,057","1,470","2,203",864,825,"1,012",588,All
Derek S Green,,,869,"2,379","2,235","1,198","2,172","1,045","1,631","2,041","2,090",915,964,"1,374",764,549,357,All
W Wilson Goode Jr,,,,293,"3,150","2,003","1,622","2,537","2,862","1,005",814,"1,237","1,910",599,536,995,366,All
Isaiah Thomas,,,,,219,"1,729","1,688","1,368","1,479",827,676,"1,296",925,837,360,568,198,All
Helen Gym,,,,,,450,"1,081","2,454","1,111",942,438,"1,864",602,700,528,411,305,All
Allan Domb,,,,,,,443,745,"1,281","1,009",826,908,670,"1,001",644,521,296,All
Sherrie Cohen,,,,,,,,42,"2,047",938,458,"1,276","1,281",580,561,429,323,All
William K Greenlee,,,,,,,,,37,434,358,774,"1,999",342,212,384,315,All
Jenne Ayers,,,,,,,,,,323,"1,444",474,235,707,728,328,318,All
Wilson Alexander,,,,,,,,,,,385,307,269,719,400,248,138,All
Paul Steinke,,,,,,,,,,,,75,287,829,234,225,192,All
Ed Neilson,,,,,,,,,,,,,328,184,131,193,314,All
Thomas Wyatt,,,,,,,,,,,,,,101,462,218,177,All
Carla M Cain,,,,,,,,,,,,,,,69,184,249,All
Frank Rizzo,,,,,,,,,,,,,,,,63,96,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,26,All
Total,"15,731","10,312","9,075","8,485","6,386","5,974","5,561","5,372","5,046","4,829","4,028","3,713","3,640","2,918","2,055","1,909","1,169",All
