col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,1
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,1
Alice Beck Dubow,2,0,113,96,79,39,9,7,1
Robert Colville,,1,7,4,5,9,2,0,1
Anne E Lazarus,,,4,88,67,39,7,3,1
Kevin M Dougherty,,,,1,59,21,5,3,1
David Wecht,,,,,0,15,4,5,1
Christine Donohue,,,,,,1,5,2,1
John Henry Foradora,,,,,,,0,1,1
Dwayne D Woodruff,,,,,,,,0,1
Total,138,12,127,104,85,50,11,7,1
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,2
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,David Wecht,Kevin M Dougherty,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,2
Alice Beck Dubow,3,0,146,101,98,49,9,10,2
Robert Colville,,0,3,6,3,5,3,1,2
Anne E Lazarus,,,7,91,89,43,7,5,2
David Wecht,,,,1,60,24,7,6,2
Kevin M Dougherty,,,,,2,23,4,5,2
Christine Donohue,,,,,,0,2,1,2
Dwayne D Woodruff,,,,,,,0,3,2
John Henry Foradora,,,,,,,,0,2
Total,171,9,158,110,106,54,12,11,2
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,3
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,3
Alice Beck Dubow,7,0,117,108,82,37,6,5,3
Robert Colville,,0,11,3,8,9,2,1,3
Anne E Lazarus,,,5,94,75,34,5,4,3
Kevin M Dougherty,,,,8,67,23,4,3,3
David Wecht,,,,,0,23,3,4,3
Christine Donohue,,,,,,0,4,4,3
Dwayne D Woodruff,,,,,,,0,1,3
John Henry Foradora,,,,,,,,0,3
Total,156,12,144,125,96,53,9,8,3
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,4
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,4
Alice Beck Dubow,3,0,122,102,83,39,12,7,4
Robert Colville,,0,6,7,7,2,2,1,4
Anne E Lazarus,,,0,90,76,36,4,7,4
Kevin M Dougherty,,,,6,64,20,12,2,4
David Wecht,,,,,1,19,13,4,4
Christine Donohue,,,,,,1,1,1,4
Dwayne D Woodruff,,,,,,,0,1,4
John Henry Foradora,,,,,,,,0,4
Total,152,9,133,122,96,44,16,8,4
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,5
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,5
Alice Beck Dubow,2,0,92,71,37,27,7,6,5
Robert Colville,,0,4,1,3,5,0,1,5
Anne E Lazarus,,,4,65,34,28,7,5,5
Kevin M Dougherty,,,,5,27,21,1,2,5
David Wecht,,,,,0,10,3,0,5
Christine Donohue,,,,,,0,1,3,5
Dwayne D Woodruff,,,,,,,0,1,5
John Henry Foradora,,,,,,,,0,5
Total,108,5,104,79,42,36,8,7,5
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,6
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,6
Alice Beck Dubow,7,0,139,98,99,40,23,3,6
Robert Colville,,0,4,4,4,3,3,2,6
Anne E Lazarus,,,6,90,88,35,21,5,6
Kevin M Dougherty,,,,4,56,21,7,3,6
David Wecht,,,,,2,13,17,0,6
Christine Donohue,,,,,,0,4,3,6
Dwayne D Woodruff,,,,,,,0,0,6
John Henry Foradora,,,,,,,,0,6
Total,174,9,157,113,107,44,28,6,6
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,7
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,7
Alice Beck Dubow,1,0,140,130,91,52,10,9,7
Robert Colville,,0,8,5,9,7,3,3,7
Anne E Lazarus,,,3,117,82,45,8,9,7
Kevin M Dougherty,,,,5,76,31,4,5,7
David Wecht,,,,,1,26,5,0,7
Christine Donohue,,,,,,1,6,6,7
John Henry Foradora,,,,,,,2,3,7
Dwayne D Woodruff,,,,,,,,0,7
Total,175,16,158,147,109,67,15,13,7
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,8
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,8
Alice Beck Dubow,9,0,112,97,85,26,7,7,8
Robert Colville,,1,12,8,11,8,0,0,8
Anne E Lazarus,,,4,91,81,28,6,5,8
Kevin M Dougherty,,,,5,72,17,2,4,8
David Wecht,,,,,0,18,4,2,8
Christine Donohue,,,,,,0,1,2,8
Dwayne D Woodruff,,,,,,,0,0,8
John Henry Foradora,,,,,,,,0,8
Total,147,14,132,115,100,36,7,7,8
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,9
,Alice Beck Dubow,Robert Colville,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,9
Alice Beck Dubow,3,0,119,90,65,40,12,8,9
Robert Colville,,0,12,6,6,10,2,2,9
Anne E Lazarus,,,4,90,66,39,11,5,9
Kevin M Dougherty,,,,1,43,26,7,4,9
David Wecht,,,,,4,15,3,3,9
