col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Kevin M Dougherty,"24,310","58,552","34,799","35,530","9,033","8,250","47,619","51,015","36,811","31,545","24,522","16,771","14,932","10,007",All
Anne E Lazarus,,"3,234","28,165","29,578","5,800","7,030","30,494","32,839","29,641","20,131","20,785","17,737","9,961","7,879",All
David Wecht,,,"4,299","16,658","3,370","3,657","27,621","20,685","27,031","9,516","16,735","10,284","6,306","4,049",All
Christine Donohue,,,,"3,418","4,825","3,672","29,052","25,463","20,831","14,881","15,297","8,171","7,089","5,370",All
Dwayne D Woodruff,,,,,541,"1,441","6,360","6,121","5,307","3,606","3,545","2,306","2,700","2,338",All
John Henry Foradora,,,,,,427,"4,730","6,069","4,196","3,669","3,676","2,548","3,624","1,786",All
Sharon Williams Losier,,,,,,,"1,364","32,555","25,253","14,688","11,929","4,623","6,321","4,449",All
Christine Hope,,,,,,,,651,"20,047","16,913","8,765","5,653","6,789","5,499",All
Joffie C Pittman,,,,,,,,,891,"5,944","16,959","12,747","3,544","2,553",All
Christian Dicicco,,,,,,,,,,721,"5,250","4,274","4,342","3,230",All
Matthew Perks,,,,,,,,,,,416,"9,217","3,812","2,408",All
Daniel R Sulman,,,,,,,,,,,,210,"2,550","1,239",All
Gary S Silver,,,,,,,,,,,,,198,"2,660",All
Franklin A Bennett Iii,,,,,,,,,,,,,,136,All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","70,009","63,606","55,585","38,345","36,632","23,818","19,042","12,662",All
