col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Derek S Green,Allan Domb,Sherrie Cohen,William K Greenlee,Ed Neilson,Isaiah Thomas,Blondell Reynolds Brown,Frank Rizzo,Helen Gym,W Wilson Goode Jr,Jenne Ayers,Thomas Wyatt,Paul Steinke,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,All
Derek S Green,132,455,401,406,329,175,139,92,93,108,113,128,81,103,60,39,All
Allan Domb,,84,450,374,316,122,106,156,115,75,97,123,113,57,87,36,All
Sherrie Cohen,,,67,364,311,109,127,163,130,107,104,82,80,40,89,42,All
William K Greenlee,,,,8,358,123,135,94,66,86,30,45,57,22,33,26,All
Ed Neilson,,,,,35,94,77,73,57,64,26,38,53,17,27,19,All
Isaiah Thomas,,,,,,47,120,48,77,113,37,67,61,21,27,19,All
Blondell Reynolds Brown,,,,,,,14,64,81,144,52,40,27,36,39,28,All
Frank Rizzo,,,,,,,,29,49,51,50,57,64,25,42,27,All
Helen Gym,,,,,,,,,25,72,53,51,73,15,36,29,All
W Wilson Goode Jr,,,,,,,,,,9,33,37,27,23,19,9,All
Jenne Ayers,,,,,,,,,,,31,61,39,67,65,32,All
Thomas Wyatt,,,,,,,,,,,,12,92,49,38,17,All
Paul Steinke,,,,,,,,,,,,,7,16,18,30,All
Wilson Alexander,,,,,,,,,,,,,,34,20,10,All
Carla M Cain,,,,,,,,,,,,,,,6,30,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,3,All
Total,912,868,800,612,547,395,353,345,304,285,279,271,242,190,180,106,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Allan Domb,Sherrie Cohen,Derek S Green,Isaiah Thomas,William K Greenlee,Frank Rizzo,W Wilson Goode Jr,Thomas Wyatt,Blondell Reynolds Brown,Ed Neilson,Jenne Ayers,Carla M Cain,Paul Steinke,Helen Gym,Wilson Alexander,Marnie Aument Loughrey,1
Allan Domb,2,14,13,8,10,7,3,8,1,5,8,6,5,3,1,1,1
Sherrie Cohen,,2,9,10,11,12,7,3,5,6,7,6,5,3,2,1,1
Derek S Green,,,3,9,9,6,7,5,3,5,4,3,3,2,2,1,1
Isaiah Thomas,,,,1,6,4,8,2,6,4,4,2,5,1,0,1,1
William K Greenlee,,,,,0,5,0,2,5,4,2,1,4,3,0,1,1
Frank Rizzo,,,,,,1,4,0,3,2,2,2,0,1,1,0,1
W Wilson Goode Jr,,,,,,,0,1,4,1,1,1,2,1,2,0,1
Thomas Wyatt,,,,,,,,1,0,2,4,6,1,0,1,0,1
Blondell Reynolds Brown,,,,,,,,,0,2,2,1,2,2,0,1,1
Ed Neilson,,,,,,,,,,1,1,1,1,0,1,1,1
Jenne Ayers,,,,,,,,,,,0,5,1,2,1,0,1
Carla M Cain,,,,,,,,,,,,0,0,0,0,0,1
Paul Steinke,,,,,,,,,,,,,0,1,0,0,1
Helen Gym,,,,,,,,,,,,,,1,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,3,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1
Total,29,29,25,19,16,15,13,12,11,11,11,10,8,6,6,2,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Derek S Green,Allan Domb,Sherrie Cohen,William K Greenlee,Blondell Reynolds Brown,Ed Neilson,Isaiah Thomas,Wilson Alexander,Helen Gym,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Thomas Wyatt,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,2
Derek S Green,8,20,15,14,9,10,7,13,7,6,9,3,6,0,2,1,2
Allan Domb,,2,18,15,6,7,2,5,5,5,6,8,6,4,1,2,2
Sherrie Cohen,,,3,12,3,9,4,2,3,3,4,4,1,3,1,0,2
William K Greenlee,,,,0,9,10,5,0,3,5,1,2,1,2,0,2,2
Blondell Reynolds Brown,,,,,1,6,8,2,7,10,1,3,1,1,1,1,2
Ed Neilson,,,,,,2,7,1,2,4,0,1,0,0,1,0,2
Isaiah Thomas,,,,,,,2,1,7,5,0,1,1,0,2,0,2
Wilson Alexander,,,,,,,,5,2,2,7,2,3,0,0,0,2
Helen Gym,,,,,,,,,1,6,1,3,3,1,3,0,2
W Wilson Goode Jr,,,,,,,,,,0,0,2,1,2,1,0,2
Jenne Ayers,,,,,,,,,,,1,2,4,1,1,0,2
Carla M Cain,,,,,,,,,,,,0,2,3,0,1,2
Thomas Wyatt,,,,,,,,,,,,,0,1,3,0,2
Frank Rizzo,,,,,,,,,,,,,,1,0,1,2
Paul Steinke,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2
Total,45,35,29,22,21,18,18,18,15,15,12,10,9,7,5,2,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Derek S Green,Allan Domb,Sherrie Cohen,Isaiah Thomas,William K Greenlee,Wilson Alexander,Blondell Reynolds Brown,Ed Neilson,Jenne Ayers,Helen Gym,Thomas Wyatt,W Wilson Goode Jr,Frank Rizzo,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,3
Derek S Green,8,10,11,11,14,7,4,8,6,3,6,4,2,3,1,1,3
Allan Domb,,4,11,5,8,6,9,5,4,6,5,5,2,3,2,1,3
Sherrie Cohen,,,3,7,9,1,4,7,3,7,7,6,5,3,2,0,3
Isaiah Thomas,,,,0,9,1,6,6,4,3,3,6,3,0,1,1,3
William K Greenlee,,,,,0,2,4,9,1,3,2,4,2,2,0,0,3
Wilson Alexander,,,,,,4,5,1,5,1,3,1,3,1,1,1,3
Blondell Reynolds Brown,,,,,,,1,2,3,3,1,6,3,0,1,1,3
Ed Neilson,,,,,,,,3,1,2,2,2,0,0,0,0,3
Jenne Ayers,,,,,,,,,5,4,4,0,0,1,1,0,3
Helen Gym,,,,,,,,,,0,4,2,1,3,1,1,3
Thomas Wyatt,,,,,,,,,,,0,4,2,2,0,1,3
W Wilson Goode Jr,,,,,,,,,,,,0,2,0,0,0,3
Frank Rizzo,,,,,,,,,,,,,1,0,1,0,3
Paul Steinke,,,,,,,,,,,,,,2,1,2,3
Carla M Cain,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3
Total,37,28,26,20,19,17,16,16,16,12,12,11,8,8,3,3,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Derek S Green,Sherrie Cohen,Allan Domb,William K Greenlee,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Ed Neilson,Frank Rizzo,Jenne Ayers,Helen Gym,Thomas Wyatt,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,Paul Steinke,4
Derek S Green,16,15,13,11,12,8,9,10,4,4,3,6,5,3,3,2,4
Sherrie Cohen,,2,21,16,10,14,12,9,8,6,8,5,6,5,5,2,4
Allan Domb,,,1,17,8,5,8,11,7,7,5,5,4,3,3,3,4
William K Greenlee,,,,1,8,5,9,10,7,4,3,3,2,1,2,2,4
Blondell Reynolds Brown,,,,,1,13,10,0,6,2,4,5,4,3,1,0,4
W Wilson Goode Jr,,,,,,1,12,2,8,2,5,3,2,4,1,1,4
Isaiah Thomas,,,,,,,1,4,2,1,4,6,1,1,0,2,4
Ed Neilson,,,,,,,,0,2,0,3,2,2,1,2,6,4
Frank Rizzo,,,,,,,,,0,4,4,4,3,1,0,1,4
Jenne Ayers,,,,,,,,,,3,4,3,1,1,2,0,4
Helen Gym,,,,,,,,,,,0,3,1,1,4,3,4
Thomas Wyatt,,,,,,,,,,,,0,2,2,1,2,4
Carla M Cain,,,,,,,,,,,,,1,1,3,1,4
Wilson Alexander,,,,,,,,,,,,,,4,0,1,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,4
Paul Steinke,,,,,,,,,,,,,,,,0,4
Total,47,42,34,29,27,26,24,18,17,15,14,14,11,11,7,7,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Derek S Green,Sherrie Cohen,Allan Domb,William K Greenlee,Ed Neilson,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Frank Rizzo,Jenne Ayers,Thomas Wyatt,Helen Gym,Paul Steinke,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,5
Derek S Green,9,23,24,21,20,4,11,4,3,4,5,4,3,3,3,1,5
Sherrie Cohen,,5,22,20,20,14,9,12,9,5,2,5,1,3,2,1,5
Allan Domb,,,6,17,16,8,9,6,6,2,6,4,5,3,3,1,5
William K Greenlee,,,,2,25,9,8,5,3,2,1,1,1,2,1,1,5
Ed Neilson,,,,,1,7,7,3,1,1,1,1,1,2,1,1,5
Blondell Reynolds Brown,,,,,,1,10,15,6,4,3,3,1,2,3,2,5
Isaiah Thomas,,,,,,,2,9,4,3,3,3,1,1,2,1,5
W Wilson Goode Jr,,,,,,,,0,6,4,1,4,0,0,4,0,5
Frank Rizzo,,,,,,,,,0,4,2,2,4,1,1,1,5
Jenne Ayers,,,,,,,,,,2,2,3,2,2,2,2,5
Thomas Wyatt,,,,,,,,,,,1,3,5,2,2,0,5
Helen Gym,,,,,,,,,,,,0,3,0,0,1,5
Paul Steinke,,,,,,,,,,,,,0,2,1,2,5
Carla M Cain,,,,,,,,,,,,,,0,1,2,5
Wilson Alexander,,,,,,,,,,,,,,,0,0,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,5
Total,45,44,42,33,29,27,25,20,14,13,12,10,8,7,7,4,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Derek S Green,Sherrie Cohen,Allan Domb,William K Greenlee,Ed Neilson,Blondell Reynolds Brown,Isaiah Thomas,Frank Rizzo,Helen Gym,Carla M Cain,Jenne Ayers,W Wilson Goode Jr,Thomas Wyatt,Wilson Alexander,Paul Steinke,Marnie Aument Loughrey,6
Derek S Green,5,25,23,23,15,6,7,4,7,5,4,4,7,4,4,2,6
Sherrie Cohen,,2,22,20,14,4,2,7,8,6,6,6,5,2,2,2,6
Allan Domb,,,3,19,15,6,4,6,4,1,2,5,2,1,3,1,6
William K Greenlee,,,,0,16,8,5,4,5,3,1,6,1,0,1,1,6
Ed Neilson,,,,,1,3,4,3,1,0,0,4,1,0,2,0,6
Blondell Reynolds Brown,,,,,,2,3,6,3,3,1,4,2,1,0,1,6
