col_1,col_2,division
,District Council 10th District - Republican,All
,Brian J O Neill,All
Brian J O Neill,830,All
Total,830,All
,District Council 10th District - Republican,1
,Brian J O Neill,1
Brian J O Neill,46,1
Total,46,1
,District Council 10th District - Republican,2
,Brian J O Neill,2
Brian J O Neill,38,2
Total,38,2
,District Council 10th District - Republican,3
,Brian J O Neill,3
Brian J O Neill,50,3
Total,50,3
,District Council 10th District - Republican,4
,Brian J O Neill,4
Brian J O Neill,61,4
Total,61,4
,District Council 10th District - Republican,5
,Brian J O Neill,5
Brian J O Neill,30,5
Total,30,5
,District Council 10th District - Republican,6
,Brian J O Neill,6
Brian J O Neill,28,6
Total,28,6
,District Council 10th District - Republican,7
,Brian J O Neill,7
Brian J O Neill,14,7
Total,14,7
,District Council 10th District - Republican,8
,Brian J O Neill,8
Brian J O Neill,33,8
Total,33,8
,District Council 10th District - Republican,9
,Brian J O Neill,9
Brian J O Neill,34,9
Total,34,9
,District Council 10th District - Republican,10
,Brian J O Neill,10
Brian J O Neill,50,10
Total,50,10
,District Council 10th District - Republican,11
,Brian J O Neill,11
Brian J O Neill,46,11
Total,46,11
,District Council 10th District - Republican,12
,Brian J O Neill,12
Brian J O Neill,25,12
Total,25,12
,District Council 10th District - Republican,13
,Brian J O Neill,13
Brian J O Neill,31,13
Total,31,13
,District Council 10th District - Republican,14
,Brian J O Neill,14
Brian J O Neill,38,14
Total,38,14
,District Council 10th District - Republican,15
,Brian J O Neill,15
Brian J O Neill,34,15
Total,34,15
,District Council 10th District - Republican,16
,Brian J O Neill,16
Brian J O Neill,34,16
Total,34,16
,District Council 10th District - Republican,17
,Brian J O Neill,17
Brian J O Neill,20,17
Total,20,17
,District Council 10th District - Republican,18
,Brian J O Neill,18
Brian J O Neill,30,18
Total,30,18
,District Council 10th District - Republican,19
,Brian J O Neill,19
Brian J O Neill,38,19
Total,38,19
,District Council 10th District - Republican,20
,Brian J O Neill,20
Brian J O Neill,26,20
Total,26,20
,District Council 10th District - Republican,21
,Brian J O Neill,21
Brian J O Neill,24,21
Total,24,21
,District Council 10th District - Republican,22
,Brian J O Neill,22
Brian J O Neill,16,22
Total,16,22
,District Council 10th District - Republican,23
,Brian J O Neill,23
Brian J O Neill,44,23
Total,44,23
,District Council 10th District - Republican,24
,Brian J O Neill,24
Brian J O Neill,22,24
Total,22,24
,District Council 10th District - Republican,25
,Brian J O Neill,25
Brian J O Neill,18,25
Total,18,25
