col_1,col_2,col_3,col_4,division
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,All
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,All
Jannie L Blackwell,675,"1,281",702,All
Todd Eagen,,580,0,All
Michael Wojcik,,,189,All
Total,"2,658","1,861",891,All
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,1
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,1
Jannie L Blackwell,17,67,37,1
Todd Eagen,,36,0,1
Michael Wojcik,,,10,1
Total,121,103,47,1
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,2
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,2
Jannie L Blackwell,43,51,30,2
Todd Eagen,,32,0,2
Michael Wojcik,,,9,2
Total,124,83,39,2
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,3
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,3
Jannie L Blackwell,45,48,41,3
Todd Eagen,,15,0,3
Michael Wojcik,,,10,3
Total,134,63,51,3
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,4
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,4
Jannie L Blackwell,25,44,27,4
Todd Eagen,,7,0,4
Michael Wojcik,,,6,4
Total,96,51,33,4
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,5
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,5
Jannie L Blackwell,35,58,28,5
Todd Eagen,,15,0,5
Michael Wojcik,,,4,5
Total,121,73,32,5
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,6
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,6
Jannie L Blackwell,32,66,51,6
Todd Eagen,,5,0,6
Michael Wojcik,,,8,6
Total,149,71,59,6
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,7
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,7
Jannie L Blackwell,18,59,27,7
Todd Eagen,,28,0,7
Michael Wojcik,,,10,7
Total,104,87,37,7
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,8
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,8
Jannie L Blackwell,26,49,24,8
Todd Eagen,,30,0,8
Michael Wojcik,,,10,8
Total,99,79,34,8
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,9
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,9
Jannie L Blackwell,23,35,38,9
Todd Eagen,,29,0,9
Michael Wojcik,,,12,9
Total,96,64,50,9
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,10
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,10
Jannie L Blackwell,34,50,24,10
Todd Eagen,,24,0,10
Michael Wojcik,,,4,10
Total,108,74,28,10
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,11
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,11
Jannie L Blackwell,28,110,18,11
Todd Eagen,,18,0,11
Michael Wojcik,,,4,11
Total,156,128,22,11
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,12
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,12
Jannie L Blackwell,33,39,36,12
Todd Eagen,,12,0,12
Michael Wojcik,,,7,12
Total,108,51,43,12
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,13
,Jannie L Blackwell,Michael Wojcik,Todd Eagen,13
Jannie L Blackwell,36,29,28,13
Michael Wojcik,,8,0,13
Todd Eagen,,,6,13
Total,93,37,34,13
,District Council 3rd District - Democrat,Judge Of The Commonwealth Court - Democrat,,14
,Jannie L Blackwell,Todd Eagen,Michael Wojcik,14
Jannie L Blackwell,26,31,33,14
