col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,1
Jim Kenney,11,0,0,0,0,0,62,27,18,17,6,2,1
Lynne M Abraham,,0,0,0,0,0,3,5,4,3,1,0,1
Anthony Hardy Williams,,,0,0,0,0,1,1,1,0,0,0,1
Nelson Diaz,,,,0,0,0,1,1,1,0,0,0,1
Doug Oliver,,,,,0,0,0,0,0,0,0,0,1
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,1
Kevin M Dougherty,,,,,,,1,28,16,15,5,2,1
Anne E Lazarus,,,,,,,,0,15,11,4,1,1
David Wecht,,,,,,,,,0,6,4,0,1
Christine Donohue,,,,,,,,,,0,0,1,1
John Henry Foradora,,,,,,,,,,,0,0,1
Dwayne D Woodruff,,,,,,,,,,,,0,1
Total,79,7,1,1,0,0,68,34,24,20,7,2,1
,Justice Of The Supreme Court - Democrat,,,,,,Mayor - Democrat,,,,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Jim Kenney,Anthony Hardy Williams,T Milton Street Sr,Doug Oliver,Lynne M Abraham,Nelson Diaz,2
Kevin M Dougherty,0,11,7,11,3,1,18,6,0,2,3,0,2
Christine Donohue,,1,4,6,1,2,6,2,2,0,2,0,2
David Wecht,,,0,4,2,2,3,2,3,2,1,0,2
Anne E Lazarus,,,,0,0,0,4,3,0,1,3,1,2
John Henry Foradora,,,,,0,1,3,0,0,1,0,0,2
Dwayne D Woodruff,,,,,,0,1,0,1,1,0,0,2
Jim Kenney,,,,,,,3,0,0,0,0,0,2
Anthony Hardy Williams,,,,,,,,1,0,0,0,0,2
T Milton Street Sr,,,,,,,,,1,0,0,0,2
Doug Oliver,,,,,,,,,,0,0,0,2
Lynne M Abraham,,,,,,,,,,,0,0,2
Nelson Diaz,,,,,,,,,,,,2,2
Total,30,15,13,12,4,3,21,8,4,3,3,3,2
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,3
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,3
Jim Kenney,10,0,0,0,0,0,66,34,23,21,5,1,3
Lynne M Abraham,,1,0,0,0,0,7,10,7,5,1,3,3
Anthony Hardy Williams,,,0,0,0,0,2,0,2,1,1,2,3
Nelson Diaz,,,,2,0,0,0,0,0,0,0,0,3
Doug Oliver,,,,,0,0,0,0,0,0,0,0,3
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,3
Kevin M Dougherty,,,,,,,1,30,24,22,4,1,3
Anne E Lazarus,,,,,,,,0,18,14,1,2,3
Christine Donohue,,,,,,,,,0,7,5,3,3
David Wecht,,,,,,,,,,0,2,2,3
Dwayne D Woodruff,,,,,,,,,,,0,2,3
John Henry Foradora,,,,,,,,,,,,0,3
