col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Ronald R Donatucci,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Ronald R Donatucci,"19,781","57,816","50,834","44,777","30,757","29,635","17,853","15,461","11,275",All
Sharon Williams Losier,,"5,071","32,555","25,253","14,688","11,929","4,623","6,321","4,449",All
Christine Hope,,,"5,490","20,047","16,913","8,765","5,653","6,789","5,499",All
Joffie C Pittman,,,,"3,003","5,944","16,959","12,747","3,544","2,553",All
Christian Dicicco,,,,,"3,230","5,250","4,274","4,342","3,230",All
Matthew Perks,,,,,,"2,257","9,217","3,812","2,408",All
Daniel R Sulman,,,,,,,961,"2,550","1,239",All
Gary S Silver,,,,,,,,"1,194","2,660",All
Franklin A Bennett Iii,,,,,,,,,412,All
Total,"133,022","70,009","63,606","55,585","38,345","36,632","23,818","19,042","12,662",All
