col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Abbe Fletman,,,,,,,,,,,,,,,,0,4,2,3,0,1,2,5,2,2,0,1,2,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,0,3,1,1,0,2,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,0,1,1,2,0,3,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,0,2,4,2,3,3,2,1,2,0,3,2,2,3,3,3,2,0,1,1,0,0,1,1,0,1,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,1,3,1,0,2,2,3,2,0,4,0,1,1,0,1,0,1,2,1,2,1,1,1,0,1,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,0,4,1,2,4,3,2,2,3,1,3,2,0,0,2,0,1,3,1,1,0,1,1,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,1,2,3,1,2,3,1,1,1,3,0,0,1,0,0,0,1,1,0,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,3,1,3,2,0,2,3,3,0,1,1,1,0,0,0,1,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,2,3,1,1,2,2,1,1,3,1,1,0,0,1,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,0,1,1,0,1,1,2,1,0,0,0,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,1,2,2,2,0,1,0,0,0,0,0,1,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,2,1,1,2,1,1,0,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,3,2,0,0,0,1,0,0,0,1,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,2,0,1,0,1,0,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0,0,0,0,0,0,1,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,2,0,0,0,1,1,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,27,14,17,15,14,14,14,13,12,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,7,6,6,6,6,5,4,4,4,4,4,4,3,3,3,2,2,2,2,1,1,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Tracy B Roman,Leon Goodman,Ken Powell,Frances Fattah,Lyris Younge,Mia Roberts Perez,Scott Diclaudio,Abbe Fletman,Edward William Louden Jr,Kai Scott,Thomas Martin,Daine Grey Jr,Jon Marshall,Rainy Papademetriou,Brian T Ortelere,Deborah Watson Stokes,Jennifer Schultz,Stephanie M Sawyer,Chris Mallios,James F Berardinelli,Joshua Hill,Sherman Toppin,Wayne M D Bennett,Michael Fanning,Vince Giusini,Vincent N Melchiorre,Betsy Wahl,Leon A King Ii,Rania Major,Vincent Furlong,Lynne M Summers,Shanese Johnson,Stella Tsai,William J Ciancaglini,Jodi Lobel,Starr Marshall Cash,Chris Mccabe,Franklin A Bennett Iii,Lucretia Clemons,Sandjai Weaver,Anthony Kyriakakis,Marissa Brumbach,Tangie M Boston,Michael Wojcik,Todd Eagen,2
Tracy B Roman,2,21,25,15,18,15,19,12,13,11,11,11,11,11,9,6,8,7,9,6,6,7,8,7,7,7,4,6,4,3,3,3,4,3,1,1,0,2,1,4,3,2,2,13,24,2
Leon Goodman,,1,15,12,14,3,15,4,14,5,8,8,13,5,6,6,7,7,1,6,4,7,8,3,5,2,3,5,5,5,3,3,1,2,1,1,2,3,1,1,2,1,1,12,15,2
Ken Powell,,,0,10,14,9,14,9,11,10,9,9,9,8,8,2,4,4,8,3,3,6,6,8,5,6,2,3,3,3,2,1,2,2,2,0,1,2,2,2,2,0,1,9,20,2
Frances Fattah,,,,0,5,12,4,6,6,10,10,5,3,9,8,8,6,8,7,2,7,5,6,6,3,7,3,5,3,1,6,2,4,3,0,3,2,2,2,3,2,2,1,8,11,2
Lyris Younge,,,,,0,6,14,5,13,5,3,8,12,5,3,1,4,3,2,5,2,6,4,1,5,1,3,2,2,1,1,2,2,0,1,1,0,1,1,1,2,1,1,9,10,2
Mia Roberts Perez,,,,,,0,5,11,4,9,8,3,1,9,6,5,4,3,8,2,5,1,2,6,2,7,4,1,1,0,3,2,4,3,1,3,1,0,0,3,1,2,2,6,9,2
Scott Diclaudio,,,,,,,1,5,13,3,3,9,10,4,4,2,5,2,2,5,5,5,4,2,6,1,2,1,0,4,0,1,1,1,1,1,0,0,1,2,1,1,1,5,13,2
Abbe Fletman,,,,,,,,1,3,8,7,6,1,8,8,2,5,4,8,3,1,0,1,6,3,7,1,2,0,4,1,2,2,0,0,2,1,0,0,1,0,2,1,5,9,2
Edward William Louden Jr,,,,,,,,,2,1,3,7,11,4,3,3,2,1,0,3,2,5,5,0,5,1,2,2,1,2,3,2,2,0,0,2,1,1,1,0,1,2,1,8,8,2
Kai Scott,,,,,,,,,,1,9,5,2,7,6,2,2,6,10,1,3,4,2,6,0,7,2,4,3,0,0,3,1,2,2,2,2,2,3,1,0,0,0,4,10,2
Thomas Martin,,,,,,,,,,,0,2,1,8,6,6,4,5,5,1,4,2,6,5,1,4,3,3,2,2,3,2,1,1,5,1,2,2,1,2,0,1,0,6,6,2
Daine Grey Jr,,,,,,,,,,,,2,4,3,6,2,5,5,3,4,2,4,3,2,5,3,1,1,1,3,1,3,1,0,0,2,1,0,2,0,1,2,1,4,11,2
Jon Marshall,,,,,,,,,,,,,0,1,2,1,1,1,0,3,1,4,3,0,2,0,1,2,2,1,1,1,1,0,0,0,0,2,0,0,1,0,1,5,10,2
Rainy Papademetriou,,,,,,,,,,,,,,0,9,4,5,3,7,5,1,2,4,4,2,6,1,3,2,3,2,0,2,2,1,3,2,0,0,1,1,0,1,8,8,2
Brian T Ortelere,,,,,,,,,,,,,,,0,3,4,4,6,4,1,1,2,6,3,7,0,1,0,4,1,1,0,0,0,1,1,1,0,0,0,1,1,1,12,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,1,5,6,0,3,5,2,5,2,2,1,4,2,1,2,4,3,1,2,0,3,3,2,0,2,0,2,1,4,4,2
Jennifer Schultz,,,,,,,,,,,,,,,,,0,5,0,5,3,2,3,0,2,0,3,2,1,5,3,2,2,1,0,3,3,0,0,2,2,1,2,5,5,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,3,2,4,1,5,2,1,3,3,5,2,2,1,4,0,0,0,2,2,2,1,0,1,1,1,4,7,2
Chris Mallios,,,,,,,,,,,,,,,,,,,0,0,2,1,1,6,0,8,0,2,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,9,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,2,4,2,2,3,0,1,1,2,3,0,0,0,3,1,1,2,0,1,1,1,0,2,4,4,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,1,3,3,2,1,0,3,2,0,1,1,1,1,1,1,1,1,1,2,3,0,1,1,1,5,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,3,2,3,0,1,2,2,0,1,0,1,2,1,1,2,1,3,1,1,0,1,2,5,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,2,4,2,2,2,1,0,0,0,1,1,2,1,0,2,0,0,5,4,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,0,0,1,1,0,0,0,2,1,0,1,1,1,1,0,0,0,1,7,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2,2,2,2,0,1,0,0,0,2,2,2,1,4,4,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,8,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,2,2,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,2,1,0,0,1,1,2,1,0,1,0,0,3,3,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,2,1,1,1,2,1,0,1,0,0,4,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,4,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,1,0,0,2,1,2,1,3,2,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,1,1,0,0,0,2,0,4,2,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,1,0,2,1,2,1,4,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,2,1,0,1,4,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,1,1,3,2,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,2,2,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2
Michael Wojcik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
Total,44,33,32,25,22,22,22,21,21,19,18,17,17,17,14,13,13,12,11,10,10,10,10,9,9,9,7,7,7,7,6,6,6,6,5,5,4,4,4,4,3,3,3,36,36,2
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Michael Wojcik,Todd Eagen,Tracy B Roman,Daine Grey Jr,Brian T Ortelere,Jennifer Schultz,Ken Powell,Frances Fattah,Leon Goodman,Tangie M Boston,Wayne M D Bennett,Sherman Toppin,Vincent Furlong,Jon Marshall,Abbe Fletman,Deborah Watson Stokes,Kai Scott,Leon A King Ii,Lyris Younge,Mia Roberts Perez,James F Berardinelli,Stephanie M Sawyer,Thomas Martin,Betsy Wahl,Marissa Brumbach,Rainy Papademetriou,Lynne M Summers,Rania Major,Vince Giusini,Anthony Kyriakakis,Chris Mallios,Edward William Louden Jr,Sandjai Weaver,Scott Diclaudio,Shanese Johnson,Stella Tsai,Vincent N Melchiorre,Chris Mccabe,Jodi Lobel,Lucretia Clemons,Franklin A Bennett Iii,Michael Fanning,Joshua Hill,Starr Marshall Cash,William J Ciancaglini,3
Michael Wojcik,1,0,8,2,4,5,5,6,6,3,5,4,3,5,2,2,3,3,4,2,2,3,2,4,4,1,3,2,2,1,1,3,1,3,2,3,1,0,1,1,1,1,0,1,0,3
Todd Eagen,,1,4,9,6,7,6,4,4,3,4,5,6,5,4,5,3,1,3,5,4,1,5,1,2,4,2,3,2,3,3,2,3,1,2,1,3,3,2,1,1,2,2,1,1,3
Tracy B Roman,,,1,2,4,3,4,3,4,4,3,3,1,1,1,2,4,1,1,2,1,4,3,3,4,1,2,3,1,0,3,0,0,1,0,1,1,1,2,2,1,3,0,1,0,3
Daine Grey Jr,,,,2,5,7,4,3,4,3,3,5,7,3,5,4,4,4,2,2,5,2,4,3,2,5,3,1,2,3,1,1,4,1,3,1,1,1,2,1,0,1,1,0,1,3
Brian T Ortelere,,,,,0,7,5,5,8,1,4,5,7,3,6,1,4,3,0,3,5,2,3,2,1,6,2,2,2,2,3,1,0,2,1,1,3,2,0,2,2,2,1,1,0,3
Jennifer Schultz,,,,,,0,3,4,6,2,5,5,5,5,6,6,2,3,3,2,6,4,4,3,5,3,0,4,4,1,2,3,3,3,3,4,3,1,1,2,2,1,1,2,0,3
Ken Powell,,,,,,,1,4,5,2,3,5,5,5,3,2,3,2,4,2,2,1,3,1,2,4,4,1,1,4,3,2,1,2,3,2,2,1,2,1,2,1,1,1,1,3
Frances Fattah,,,,,,,,0,4,2,4,1,2,2,1,3,4,4,5,4,1,2,4,3,0,3,3,3,0,2,4,1,2,1,3,2,1,3,1,0,0,3,0,1,0,3
Leon Goodman,,,,,,,,,0,1,5,5,5,5,4,1,2,4,1,1,2,1,4,2,2,2,3,1,3,2,2,2,0,1,1,2,3,1,0,1,2,2,1,2,0,3
Tangie M Boston,,,,,,,,,,6,2,2,1,0,0,1,4,1,0,0,0,1,2,1,1,0,1,2,0,0,0,1,0,2,2,0,0,0,1,1,0,1,1,0,1,3
Wayne M D Bennett,,,,,,,,,,,0,7,2,3,1,4,3,5,3,1,3,3,4,2,2,0,3,3,2,2,1,3,1,1,0,1,1,1,0,3,2,1,1,0,0,3
Sherman Toppin,,,,,,,,,,,,0,5,4,2,3,3,4,1,1,3,3,4,3,3,1,2,1,2,2,1,4,2,1,1,1,1,1,1,3,2,0,2,0,1,3
Vincent Furlong,,,,,,,,,,,,,1,3,5,2,2,2,1,0,5,1,2,1,1,5,3,0,1,3,1,2,1,1,2,0,1,0,2,0,1,0,2,0,1,3
Jon Marshall,,,,,,,,,,,,,,0,2,3,1,2,3,2,1,1,1,2,2,2,2,2,2,3,1,2,1,1,1,3,2,2,1,0,2,0,1,1,0,3
Abbe Fletman,,,,,,,,,,,,,,,1,1,1,2,0,2,5,2,2,2,3,4,1,0,3,1,1,0,1,1,1,3,2,1,0,0,1,0,0,1,0,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,1,1,1,4,2,2,4,1,3,4,1,2,3,2,2,2,2,4,1,2,2,2,1,2,2,1,0,1,0,0,3
Kai Scott,,,,,,,,,,,,,,,,,0,4,1,2,0,4,3,2,2,3,3,3,0,1,1,1,0,1,2,1,1,1,2,1,0,2,1,0,1,3
Leon A King Ii,,,,,,,,,,,,,,,,,,1,3,1,1,3,4,3,0,2,3,1,2,2,1,1,1,0,1,2,0,1,0,0,0,1,0,0,0,3
Lyris Younge,,,,,,,,,,,,,,,,,,,0,1,0,3,1,2,1,1,3,3,1,2,2,1,2,0,2,2,0,1,2,0,0,0,0,0,0,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,1,2,1,2,1,1,3,0,2,0,0,2,2,4,0,0,0,2,0,1,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,3,0,0,2,1,0,1,2,2,0,1,1,0,0,2,1,0,0,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,1,2,3,1,0,2,1,2,1,1,2,0,1,2,2,0,0,0,0,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,3,1,2,2,1,0,1,2,2,1,1,0,0,3,1,1,1,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,1,0,2,1,3,1,1,2,0,2,1,1,0,1,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,0,1,1,2,1,1,3,2,0,2,2,1,0,0,1,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,3,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,1,1,1,0,2,1,1,0,1,0,1,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,3,3,0,1,1,1,0,0,1,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,2,0,0,0,2,0,1,0,3
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,1,0,2,0,1,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,1,1,1,0,0,0,0,0,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,1,0,1,1,1,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,0,1,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,1,1,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,3
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,23,17,16,15,14,14,13,12,12,12,12,11,11,10,9,9,9,9,9,9,8,8,8,7,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,3,3,2,2,1,3
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Michael Wojcik,Todd Eagen,Ken Powell,Lucretia Clemons,Scott Diclaudio,Tracy B Roman,Jon Marshall,Jennifer Schultz,Leon Goodman,Lyris Younge,Mia Roberts Perez,Daine Grey Jr,Deborah Watson Stokes,Rania Major,Stephanie M Sawyer,Edward William Louden Jr,Abbe Fletman,Brian T Ortelere,Frances Fattah,Joshua Hill,Lynne M Summers,Betsy Wahl,Michael Fanning,Rainy Papademetriou,Kai Scott,Leon A King Ii,Sandjai Weaver,Stella Tsai,Thomas Martin,Vince Giusini,Vincent N Melchiorre,Anthony Kyriakakis,Chris Mccabe,Franklin A Bennett Iii,James F Berardinelli,Marissa Brumbach,Shanese Johnson,Tangie M Boston,Chris Mallios,Jodi Lobel,Sherman Toppin,William J Ciancaglini,Starr Marshall Cash,Vincent Furlong,Wayne M D Bennett,4
Michael Wojcik,1,0,6,4,6,5,5,4,4,4,2,4,4,3,2,5,2,2,3,3,2,3,2,2,2,2,3,3,3,3,2,1,2,0,2,0,1,1,0,1,0,2,1,0,1,4
Todd Eagen,,1,4,3,3,4,3,2,2,4,1,2,2,1,3,2,2,2,2,2,2,1,1,0,1,1,1,0,1,1,2,0,0,3,0,1,1,0,0,0,2,0,0,0,0,4
Ken Powell,,,1,3,5,3,4,4,5,5,1,3,3,2,2,5,2,2,3,4,3,3,1,2,1,0,0,2,1,2,0,1,1,1,1,1,1,2,1,0,1,1,1,0,0,4
Lucretia Clemons,,,,3,2,3,1,2,2,3,3,3,1,2,2,1,1,0,2,3,3,1,1,1,0,2,1,3,1,2,2,1,0,1,0,0,1,1,0,1,0,1,1,0,0,4
Scott Diclaudio,,,,,1,4,5,3,3,5,0,1,2,3,2,5,0,1,3,0,1,2,1,2,0,0,0,1,1,0,0,2,1,0,1,1,1,2,1,1,0,1,0,0,1,4
