col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,1
,Jewell Williams,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,1
Jewell Williams,11,66,54,41,28,11,8,1
Kevin M Dougherty,,19,29,16,22,8,2,1
David Wecht,,,2,20,14,6,4,1
Christine Donohue,,,,5,10,6,5,1
Anne E Lazarus,,,,,2,3,3,1
John Henry Foradora,,,,,,0,2,1
Dwayne D Woodruff,,,,,,,0,1
Total,121,93,61,49,34,15,9,1
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,2
,Jewell Williams,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,2
Jewell Williams,11,73,57,43,36,14,7,2
Kevin M Dougherty,,19,30,21,36,17,5,2
David Wecht,,,9,15,11,6,0,2
Christine Donohue,,,,1,12,4,1,2
Anne E Lazarus,,,,,2,5,5,2
Dwayne D Woodruff,,,,,,0,0,2
John Henry Foradora,,,,,,,0,2
Total,131,101,69,45,40,18,8,2
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,3
,Jewell Williams,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,3
Jewell Williams,8,53,49,47,33,12,6,3
Kevin M Dougherty,,20,17,20,28,10,4,3
David Wecht,,,7,13,8,3,2,3
Christine Donohue,,,,6,15,2,3,3
Anne E Lazarus,,,,,5,6,3,3
Dwayne D Woodruff,,,,,,0,0,3
John Henry Foradora,,,,,,,0,3
Total,121,78,57,56,41,13,7,3
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,4
,Jewell Williams,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,4
Jewell Williams,6,55,31,30,24,9,3,4
Kevin M Dougherty,,5,35,21,15,10,3,4
Anne E Lazarus,,,4,14,10,7,2,4
Christine Donohue,,,,2,6,3,1,4
David Wecht,,,,,0,3,0,4
Dwayne D Woodruff,,,,,,0,0,4
John Henry Foradora,,,,,,,0,4
Total,81,67,41,35,27,12,3,4
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,5
,Jewell Williams,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,5
Jewell Williams,6,73,41,39,35,9,9,5
Kevin M Dougherty,,24,25,35,19,9,7,5
David Wecht,,,6,17,9,4,3,5
Anne E Lazarus,,,,2,12,3,4,5
Christine Donohue,,,,,7,3,1,5
John Henry Foradora,,,,,,0,3,5
Dwayne D Woodruff,,,,,,,0,5
Total,116,105,53,45,44,12,10,5
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,6
,Jewell Williams,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,6
Jewell Williams,12,62,37,36,31,8,4,6
Kevin M Dougherty,,11,24,26,32,4,4,6
David Wecht,,,6,17,11,4,1,6
Christine Donohue,,,,3,16,1,2,6
Anne E Lazarus,,,,,5,5,0,6
Dwayne D Woodruff,,,,,,0,1,6
John Henry Foradora,,,,,,,1,6
Total,100,81,50,45,41,8,7,6
,Sheriff - Democrat,Justice Of The Supreme Court - Democrat,,,,,,7
,Jewell Williams,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,7
