col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Deborah Watson Stokes,,,,,,,,,,,,,,27,"1,109","2,177",612,"1,738",459,490,"1,056",785,"1,101","1,254","1,303",914,972,392,587,"1,101",780,810,766,583,685,563,724,700,675,279,626,334,530,259,All
Jennifer Schultz,,,,,,,,,,,,,,,63,"1,203",998,"1,320","1,654","1,451",488,793,889,943,"1,226",387,721,880,"1,094",889,807,661,"1,348",931,765,662,471,610,610,443,335,296,293,218,All
Stella Tsai,,,,,,,,,,,,,,,,32,551,"2,046",775,287,914,463,862,"1,047",772,928,"1,393",293,743,678,468,507,627,346,610,599,659,726,537,293,321,204,249,146,All
Scott Diclaudio,,,,,,,,,,,,,,,,,119,447,862,"1,662","1,068",712,665,379,599,776,432,"1,416",935,416,644,492,279,597,470,384,226,223,382,394,236,306,180,232,All
Betsy Wahl,,,,,,,,,,,,,,,,,,58,642,303,461,510,794,980,963,894,"1,261",292,549,766,569,475,800,381,618,540,606,700,434,364,303,237,271,158,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,62,"1,249","1,003","1,056",573,558,416,"1,031",553,666,"1,087",331,550,416,702,682,390,330,525,317,280,274,159,253,107,139,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,99,613,850,646,550,575,352,482,"1,271",685,424,580,464,929,591,374,395,217,366,379,287,192,258,168,161,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,7,"1,348",448,544,372,"1,558",549,269,301,379,438,378,438,285,322,358,371,396,245,187,197,283,239,162,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,13,774,927,807,827,520,513,451,681,800,653,570,616,450,566,472,422,432,382,252,340,230,198,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,33,852,927,305,672,607,607,859,"1,010",777,387,633,612,685,351,339,587,386,403,403,286,219,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,24,996,542,663,377,393,856,525,694,864,398,635,444,583,732,501,262,340,253,316,181,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,35,290,393,465,406,"1,049",690,647,729,622,789,548,321,480,475,318,440,333,361,260,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,5,697,204,267,247,233,315,216,198,173,241,474,336,266,196,87,144,119,164,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,27,258,535,267,489,330,549,316,281,394,396,560,268,375,118,212,97,156,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,631,417,513,398,199,542,336,315,169,147,330,310,145,228,155,139,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,264,515,393,241,683,249,386,325,360,321,423,183,201,108,193,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,581,517,565,424,670,407,271,328,548,270,412,274,340,183,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,518,360,568,533,511,339,235,476,528,335,499,189,155,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,288,486,357,417,437,348,382,262,188,274,286,155,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,230,485,249,284,571,308,245,266,156,243,95,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,347,407,230,203,318,287,215,261,156,194,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,266,179,322,463,223,344,285,238,133,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,342,294,240,196,180,260,162,161,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,402,175,214,141,145,243,135,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,274,139,136,134,154,115,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,281,269,235,197,122,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,143,146,80,150,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,186,228,120,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,118,126,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,97,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"22,276","9,717","8,259","7,743","7,661","7,265","7,188","7,037","6,545","6,002","5,892","5,696","5,638","5,093","4,916","4,896","4,816","4,495","4,285","4,141","4,128","3,874","3,602","3,497","3,348","3,308","3,100","2,935","2,841","2,833","2,776","2,592","2,556","2,374","2,083","2,079","2,076","2,051","2,031","1,416","1,265","1,179","1,110",791,All
