col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Anthony Clark,Tracey L Gordon,Omar Sabir,Lisa M Deeley,Will Mega,Carol A Jenkins,Derek S Green,Blondell Reynolds Brown,Allan Domb,W Wilson Goode Jr,Jenne Ayers,Isaiah Thomas,William K Greenlee,Sherrie Cohen,Ed Neilson,Helen Gym,Thomas Wyatt,Wilson Alexander,Paul Steinke,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Anthony Clark,35,47,48,65,37,27,185,169,128,138,124,81,103,54,74,36,48,68,46,40,32,10,All
Tracey L Gordon,,2,13,10,13,26,49,41,43,35,40,39,21,44,13,28,38,19,26,31,11,12,All
Omar Sabir,,,8,5,17,10,41,66,34,65,29,67,29,20,12,22,13,8,14,13,21,4,All
Lisa M Deeley,,,,0,20,14,36,70,67,55,25,40,70,32,60,31,7,8,8,13,7,6,All
Will Mega,,,,,4,6,63,40,40,26,45,43,33,13,20,13,13,32,12,11,7,3,All
Carol A Jenkins,,,,,,1,40,37,34,32,32,23,21,32,7,28,32,8,20,28,11,9,All
Derek S Green,,,,,,,9,81,65,64,79,74,64,40,27,28,41,59,31,31,23,6,All
Blondell Reynolds Brown,,,,,,,,6,115,151,72,89,105,51,79,49,29,20,33,28,27,12,All
Allan Domb,,,,,,,,,14,90,46,64,101,34,76,23,29,22,26,26,23,7,All
W Wilson Goode Jr,,,,,,,,,,6,62,78,92,42,69,32,17,10,24,16,28,4,All
Jenne Ayers,,,,,,,,,,,16,51,24,35,13,34,24,42,24,33,19,11,All
Isaiah Thomas,,,,,,,,,,,,7,47,40,24,44,25,11,31,18,20,4,All
William K Greenlee,,,,,,,,,,,,,1,32,89,17,14,12,18,11,16,5,All
Sherrie Cohen,,,,,,,,,,,,,,1,18,51,19,7,33,22,16,5,All
Ed Neilson,,,,,,,,,,,,,,,1,11,7,3,11,1,5,3,All
Helen Gym,,,,,,,,,,,,,,,,1,23,7,35,12,8,5,All
Thomas Wyatt,,,,,,,,,,,,,,,,,0,15,32,26,7,7,All
Wilson Alexander,,,,,,,,,,,,,,,,,,2,12,13,2,6,All
Paul Steinke,,,,,,,,,,,,,,,,,,,1,12,7,8,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,2,7,8,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,0,2,All
