col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Helen Gym,Sherrie Cohen,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Paul Steinke,Allan Domb,Isaiah Thomas,W Wilson Goode Jr,Thomas Wyatt,Frank Rizzo,Jenne Ayers,Carla M Cain,Ed Neilson,Wilson Alexander,Marnie Aument Loughrey,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,All
Helen Gym,83,"1,471",996,"1,116","1,117",706,504,499,547,374,153,178,123,74,31,56,"1,485","1,102",227,215,220,192,All
Sherrie Cohen,,17,809,"1,002",980,408,317,261,361,169,146,153,115,59,26,43,"1,173",929,183,163,180,130,All
Derek S Green,,,16,806,869,374,356,416,273,263,109,133,78,72,73,20,"1,024",822,261,142,120,157,All
William K Greenlee,,,,14,942,319,345,229,331,124,138,75,44,100,28,25,977,818,186,105,162,116,All
Blondell Reynolds Brown,,,,,11,230,269,313,458,96,111,89,88,57,37,19,937,748,242,145,167,165,All
Paul Steinke,,,,,,28,384,343,188,415,88,84,45,45,16,20,606,394,135,108,72,74,All
Allan Domb,,,,,,,34,266,175,212,187,94,68,73,35,28,449,307,214,142,94,86,All
Isaiah Thomas,,,,,,,,13,321,280,75,74,50,47,20,14,387,277,187,124,99,145,All
W Wilson Goode Jr,,,,,,,,,11,128,116,69,39,41,23,4,343,218,175,119,150,132,All
Thomas Wyatt,,,,,,,,,,4,56,61,35,23,24,9,332,216,97,82,60,34,All
Frank Rizzo,,,,,,,,,,,28,51,45,24,19,15,160,118,132,65,41,35,All
Jenne Ayers,,,,,,,,,,,,5,102,16,47,45,175,130,108,96,48,37,All
Carla M Cain,,,,,,,,,,,,,1,8,30,48,132,92,67,82,25,33,All
