col_1,col_2,col_3,col_4,division
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,1
,Jewell Williams,Alice Beck Dubow,Robert Colville,1
Jewell Williams,10,62,9,1
Alice Beck Dubow,,13,0,1
Robert Colville,,,1,1
Total,81,75,10,1
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,2
,Jewell Williams,Alice Beck Dubow,Robert Colville,2
Jewell Williams,18,63,8,2
Alice Beck Dubow,,17,0,2
Robert Colville,,,4,2
Total,89,80,12,2
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,3
,Jewell Williams,Alice Beck Dubow,Robert Colville,3
Jewell Williams,17,56,8,3
Alice Beck Dubow,,10,0,3
Robert Colville,,,2,3
Total,81,66,10,3
,Judge Of The Superior Court - Democrat,,Sheriff - Democrat,4
,Alice Beck Dubow,Robert Colville,Jewell Williams,4
Alice Beck Dubow,13,0,42,4
Robert Colville,,3,9,4
Jewell Williams,,,2,4
Total,55,12,53,4
,Judge Of The Superior Court - Democrat,,Sheriff - Democrat,5
,Alice Beck Dubow,Robert Colville,Jewell Williams,5
Alice Beck Dubow,15,0,49,5
Robert Colville,,2,4,5
Jewell Williams,,,9,5
Total,64,6,62,5
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,6
,Jewell Williams,Alice Beck Dubow,Robert Colville,6
Jewell Williams,32,141,13,6
Alice Beck Dubow,,29,0,6
Robert Colville,,,5,6
Total,186,170,18,6
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,7
,Jewell Williams,Alice Beck Dubow,Robert Colville,7
Jewell Williams,15,79,14,7
Alice Beck Dubow,,12,0,7
Robert Colville,,,2,7
Total,108,91,16,7
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,8
,Jewell Williams,Alice Beck Dubow,Robert Colville,8
Jewell Williams,13,48,6,8
Alice Beck Dubow,,10,0,8
Robert Colville,,,1,8
Total,67,58,7,8
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,9
,Jewell Williams,Alice Beck Dubow,Robert Colville,9
Jewell Williams,17,46,5,9
Alice Beck Dubow,,15,0,9
Robert Colville,,,0,9
Total,68,61,5,9
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,10
,Jewell Williams,Alice Beck Dubow,Robert Colville,10
Jewell Williams,10,61,4,10
Alice Beck Dubow,,9,0,10
Robert Colville,,,4,10
Total,75,70,8,10
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,11
,Jewell Williams,Alice Beck Dubow,Robert Colville,11
Jewell Williams,8,61,8,11
Alice Beck Dubow,,10,0,11
Robert Colville,,,3,11
Total,77,71,11,11
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,12
,Jewell Williams,Alice Beck Dubow,Robert Colville,12
Jewell Williams,8,67,5,12
Alice Beck Dubow,,4,0,12
Robert Colville,,,0,12
Total,80,71,5,12
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,13
,Jewell Williams,Alice Beck Dubow,Robert Colville,13
Jewell Williams,7,67,10,13
Alice Beck Dubow,,10,0,13
Robert Colville,,,1,13
Total,84,77,11,13
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,14
,Jewell Williams,Alice Beck Dubow,Robert Colville,14
Jewell Williams,14,65,13,14
Alice Beck Dubow,,10,0,14
Robert Colville,,,1,14
Total,92,75,14,14
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,15
,Jewell Williams,Alice Beck Dubow,Robert Colville,15
Jewell Williams,8,66,8,15
Alice Beck Dubow,,11,0,15
Robert Colville,,,1,15
Total,82,77,9,15
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,16
,Jewell Williams,Alice Beck Dubow,Robert Colville,16
Jewell Williams,12,61,10,16
Alice Beck Dubow,,17,0,16
Robert Colville,,,0,16
Total,83,78,10,16
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,17
,Jewell Williams,Alice Beck Dubow,Robert Colville,17
Jewell Williams,12,89,15,17
Alice Beck Dubow,,16,0,17
Robert Colville,,,1,17
Total,116,105,16,17
,Judge Of The Superior Court - Democrat,,Sheriff - Democrat,18
,Alice Beck Dubow,Robert Colville,Jewell Williams,18
Alice Beck Dubow,41,0,39,18
Robert Colville,,4,6,18
Jewell Williams,,,12,18
Total,80,10,57,18
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,19
,Jewell Williams,Alice Beck Dubow,Robert Colville,19
Jewell Williams,20,77,9,19
Alice Beck Dubow,,13,0,19
Robert Colville,,,2,19
Total,106,90,11,19
,Judge Of The Superior Court - Democrat,,Sheriff - Democrat,20
,Alice Beck Dubow,Robert Colville,Jewell Williams,20
Alice Beck Dubow,18,0,93,20
Robert Colville,,6,9,20
Jewell Williams,,,9,20
Total,111,15,111,20
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,21
,Jewell Williams,Alice Beck Dubow,Robert Colville,21
Jewell Williams,15,160,11,21
Alice Beck Dubow,,22,0,21
Robert Colville,,,3,21
Total,186,182,14,21
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,22
,Jewell Williams,Alice Beck Dubow,Robert Colville,22
Jewell Williams,15,89,9,22
Alice Beck Dubow,,16,0,22
Robert Colville,,,1,22
Total,113,105,10,22
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,23
,Jewell Williams,Alice Beck Dubow,Robert Colville,23
Jewell Williams,21,94,9,23
Alice Beck Dubow,,24,0,23
Robert Colville,,,7,23
Total,124,118,16,23
,Judge Of The Superior Court - Democrat,,Sheriff - Democrat,24
,Alice Beck Dubow,Robert Colville,Jewell Williams,24
Alice Beck Dubow,16,0,73,24
Robert Colville,,5,7,24
Jewell Williams,,,6,24
Total,89,12,86,24
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,25
,Jewell Williams,Alice Beck Dubow,Robert Colville,25
Jewell Williams,18,105,7,25
Alice Beck Dubow,,17,0,25
Robert Colville,,,3,25
Total,130,122,10,25
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,26
,Jewell Williams,Alice Beck Dubow,Robert Colville,26
Jewell Williams,13,75,7,26
Alice Beck Dubow,,19,0,26
Robert Colville,,,2,26
Total,95,94,9,26
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,27
,Jewell Williams,Alice Beck Dubow,Robert Colville,27
Jewell Williams,27,100,6,27
Alice Beck Dubow,,16,0,27
Robert Colville,,,1,27
Total,133,116,7,27
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,28
,Jewell Williams,Alice Beck Dubow,Robert Colville,28
Jewell Williams,25,130,3,28
Alice Beck Dubow,,12,0,28
Robert Colville,,,1,28
Total,158,142,4,28
,Sheriff - Democrat,Judge Of The Superior Court - Democrat,,All
,Jewell Williams,Alice Beck Dubow,Robert Colville,All
Jewell Williams,393,"2,158",232,All
Alice Beck Dubow,,435,0,All
Robert Colville,,,66,All
Total,"2,783","2,593",298,All
