col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Daniel R Sulman,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Allan Domb,Frank Rizzo,Paul Steinke,Thomas Wyatt,Derek S Green,William K Greenlee,Helen Gym,Blondell Reynolds Brown,Ed Neilson,Sherrie Cohen,Jenne Ayers,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,W Wilson Goode Jr,1
Christine Hope,3,15,14,11,5,4,6,1,18,17,10,14,14,10,11,8,8,8,7,7,6,6,5,5,1
Sharon Williams Losier,,0,10,8,3,2,3,1,10,9,8,9,9,7,6,4,7,6,5,3,2,4,4,1,1
Joffie C Pittman,,,1,3,2,2,2,0,9,5,6,5,9,8,5,4,5,5,5,3,2,2,3,4,1
Christian Dicicco,,,,0,5,2,2,4,5,10,8,11,5,3,5,8,2,5,5,5,4,2,1,2,1
Daniel R Sulman,,,,,0,1,1,2,2,5,7,4,3,3,3,4,2,3,2,1,1,3,1,2,1
Gary S Silver,,,,,,1,0,0,7,2,2,4,2,1,3,0,0,1,1,1,4,1,1,1,1
Matthew Perks,,,,,,,0,0,5,6,3,3,3,1,1,3,1,1,3,1,2,1,3,0,1
Franklin A Bennett Iii,,,,,,,,0,1,2,2,2,1,2,1,2,2,3,1,0,1,1,2,0,1
Allan Domb,,,,,,,,,4,9,9,9,9,6,6,2,5,6,4,2,4,3,4,0,1
Frank Rizzo,,,,,,,,,,2,13,9,3,3,7,5,3,6,6,5,1,6,2,2,1
Paul Steinke,,,,,,,,,,,1,8,3,3,8,2,3,5,4,5,2,2,2,1,1
Thomas Wyatt,,,,,,,,,,,,0,6,3,5,4,3,4,2,3,4,1,5,2,1
Derek S Green,,,,,,,,,,,,,0,5,5,4,4,5,3,3,2,2,2,2,1
William K Greenlee,,,,,,,,,,,,,,1,2,4,7,5,1,1,1,3,2,3,1
Helen Gym,,,,,,,,,,,,,,,0,3,1,4,1,4,2,2,1,3,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,1,3,3,3,3,4,2,1,3,1
Ed Neilson,,,,,,,,,,,,,,,,,0,4,1,0,0,2,2,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,2,2,0,2,2,1,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,1,2,3,1,2,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,1,2,0,0,2,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,0,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,44,24,23,20,10,10,10,6,33,28,23,22,21,17,16,14,13,13,12,11,9,8,8,6,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Matthew Perks,Franklin A Bennett Iii,Allan Domb,Isaiah Thomas,Derek S Green,Frank Rizzo,Paul Steinke,Sherrie Cohen,William K Greenlee,Helen Gym,Jenne Ayers,Thomas Wyatt,Ed Neilson,Blondell Reynolds Brown,Wilson Alexander,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,2
Christine Hope,0,21,18,12,1,8,4,1,12,14,13,15,10,12,12,11,8,5,11,8,2,4,3,3,2
Christian Dicicco,,0,10,9,7,8,3,3,9,15,10,16,16,13,10,13,9,9,8,8,3,3,5,3,2
Sharon Williams Losier,,,0,10,2,2,3,2,7,8,16,10,4,11,12,5,9,6,10,4,4,4,3,1,2
