col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,City Commissioners - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Anthony Clark,Lisa M Deeley,Omar Sabir,Will Mega,Tracey L Gordon,Carol A Jenkins,David Wecht,Kevin M Dougherty,Dwayne D Woodruff,Christine Donohue,Anne E Lazarus,John Henry Foradora,1
Anthony Clark,1,40,7,4,3,1,59,48,40,7,6,2,1
Lisa M Deeley,,0,2,0,0,0,41,36,35,2,2,0,1
Omar Sabir,,,1,0,1,1,4,10,5,2,3,2,1
Will Mega,,,,0,0,0,7,0,0,3,0,0,1
Tracey L Gordon,,,,,0,1,2,5,3,4,1,0,1
Carol A Jenkins,,,,,,0,1,2,1,4,2,0,1
David Wecht,,,,,,,1,41,37,4,3,0,1
Kevin M Dougherty,,,,,,,,3,39,7,5,2,1
Dwayne D Woodruff,,,,,,,,,0,4,2,0,1
Christine Donohue,,,,,,,,,,0,3,1,1
Anne E Lazarus,,,,,,,,,,,0,1,1
John Henry Foradora,,,,,,,,,,,,0,1
Total,72,47,14,8,6,4,67,60,46,14,8,2,1
,City Commissioners - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,2
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,2
Anthony Clark,7,10,15,5,4,4,43,45,25,14,18,2,2
Omar Sabir,,4,3,1,2,1,17,8,5,9,8,0,2
Lisa M Deeley,,,0,0,0,0,15,13,4,5,10,0,2
Tracey L Gordon,,,,1,0,2,6,3,6,7,3,3,2
Carol A Jenkins,,,,,0,0,8,1,4,5,2,1,2
Will Mega,,,,,,0,4,3,4,2,1,0,2
Kevin M Dougherty,,,,,,,17,22,20,23,18,3,2
David Wecht,,,,,,,,12,9,5,15,1,2
Christine Donohue,,,,,,,,,9,11,4,1,2
Anne E Lazarus,,,,,,,,,,1,5,2,2
Dwayne D Woodruff,,,,,,,,,,,0,2,2
John Henry Foradora,,,,,,,,,,,,1,2
Total,92,28,22,13,10,10,85,67,45,31,29,6,2
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,3
Kevin M Dougherty,24,33,33,18,17,5,59,51,14,7,8,2,3
David Wecht,,4,17,12,10,3,46,8,12,6,2,8,3
Anne E Lazarus,,,4,13,3,3,25,17,7,5,6,1,3
Christine Donohue,,,,3,2,0,20,4,2,4,5,7,3
Dwayne D Woodruff,,,,,0,1,13,3,6,0,1,2,3
John Henry Foradora,,,,,,0,4,3,1,1,0,0,3
Anthony Clark,,,,,,,2,13,12,4,5,4,3
Omar Sabir,,,,,,,,3,0,0,0,2,3
Lisa M Deeley,,,,,,,,,0,2,1,0,3
Tracey L Gordon,,,,,,,,,,1,1,0,3
Carol A Jenkins,,,,,,,,,,,0,0,3
Will Mega,,,,,,,,,,,,0,3
Total,140,67,46,35,19,8,88,62,17,11,10,10,3
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,4
