col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,All
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,All
Jannie L Blackwell,65,"1,665",765,107,87,44,29,All
Anthony Hardy Williams,,759,0,0,0,0,0,All
Jim Kenney,,,503,0,0,0,0,All
Doug Oliver,,,,40,0,0,0,All
Lynne M Abraham,,,,,46,0,0,All
T Milton Street Sr,,,,,,20,0,All
Nelson Diaz,,,,,,,17,All
Total,"2,762","2,424","1,268",147,133,64,46,All
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,1
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,1
Jannie L Blackwell,2,53,27,6,5,1,0,1
Anthony Hardy Williams,,33,0,0,0,0,0,1
Jim Kenney,,,21,0,0,0,0,1
Doug Oliver,,,,1,0,0,0,1
Lynne M Abraham,,,,,1,0,0,1
Nelson Diaz,,,,,,2,0,1
T Milton Street Sr,,,,,,,1,1
Total,94,86,48,7,6,3,1,1
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,2
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,2
Jannie L Blackwell,6,51,28,1,5,2,0,2
Anthony Hardy Williams,,24,0,0,0,0,0,2
Jim Kenney,,,14,0,0,0,0,2
Lynne M Abraham,,,,5,0,0,0,2
Doug Oliver,,,,,0,0,0,2
T Milton Street Sr,,,,,,1,0,2
Nelson Diaz,,,,,,,0,2
Total,93,75,42,6,5,3,0,2
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,3
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,3
Jannie L Blackwell,4,89,28,7,5,3,2,3
Anthony Hardy Williams,,45,0,0,0,0,0,3
Jim Kenney,,,22,0,0,0,0,3
Doug Oliver,,,,5,0,0,0,3
Lynne M Abraham,,,,,5,0,0,3
Nelson Diaz,,,,,,1,0,3
T Milton Street Sr,,,,,,,0,3
Total,138,134,50,12,10,4,2,3
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,4
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,T Milton Street Sr,Doug Oliver,Nelson Diaz,4
Jannie L Blackwell,5,96,44,6,4,1,2,4
Anthony Hardy Williams,,34,0,0,0,0,0,4
Jim Kenney,,,21,0,0,0,0,4
Lynne M Abraham,,,,4,0,0,0,4
T Milton Street Sr,,,,,1,0,0,4
Doug Oliver,,,,,,2,0,4
Nelson Diaz,,,,,,,0,4
Total,158,130,65,10,5,3,2,4
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,5
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,T Milton Street Sr,Doug Oliver,Lynne M Abraham,Nelson Diaz,5
Jannie L Blackwell,4,52,15,2,4,2,1,5
Anthony Hardy Williams,,25,0,0,0,0,0,5
Jim Kenney,,,20,0,0,0,0,5
T Milton Street Sr,,,,3,0,0,0,5
Doug Oliver,,,,,0,0,0,5
Lynne M Abraham,,,,,,2,0,5
Nelson Diaz,,,,,,,0,5
Total,80,77,35,5,4,4,1,5
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,6
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,6
Jannie L Blackwell,2,65,35,5,4,1,1,6
Anthony Hardy Williams,,45,0,0,0,0,0,6
Jim Kenney,,,20,0,0,0,0,6
Lynne M Abraham,,,,3,0,0,0,6
Doug Oliver,,,,,1,0,0,6
Nelson Diaz,,,,,,1,0,6
T Milton Street Sr,,,,,,,0,6
Total,113,110,55,8,5,2,1,6
,Mayor - Democrat,,,,,,District Council 3rd District - Democrat,7
,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,T Milton Street Sr,Doug Oliver,Nelson Diaz,Jannie L Blackwell,7
Anthony Hardy Williams,38,0,0,0,0,0,66,7
Jim Kenney,,20,0,0,0,0,30,7
Lynne M Abraham,,,4,0,0,0,5,7
T Milton Street Sr,,,,2,0,0,1,7
Doug Oliver,,,,,1,0,0,7
Nelson Diaz,,,,,,0,0,7
Jannie L Blackwell,,,,,,,1,7
Total,104,50,9,3,1,0,103,7
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,8
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,8
Jannie L Blackwell,1,68,30,7,2,2,2,8
Anthony Hardy Williams,,29,0,0,0,0,0,8
Jim Kenney,,,24,0,0,0,0,8
Doug Oliver,,,,0,0,0,0,8
Lynne M Abraham,,,,,2,0,0,8
Nelson Diaz,,,,,,0,0,8
T Milton Street Sr,,,,,,,0,8
Total,112,97,54,7,4,2,2,8
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,9
,Jannie L Blackwell,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,9
Jannie L Blackwell,1,68,79,8,6,1,1,9
Jim Kenney,,38,0,0,0,0,0,9
Anthony Hardy Williams,,,26,0,0,0,0,9
Doug Oliver,,,,3,0,0,0,9
Lynne M Abraham,,,,,0,0,0,9
T Milton Street Sr,,,,,,2,0,9
Nelson Diaz,,,,,,,1,9
Total,164,106,105,11,6,3,2,9
,Mayor - Democrat,,,,,,District Council 3rd District - Democrat,10
,Anthony Hardy Williams,Jim Kenney,Doug Oliver,T Milton Street Sr,Lynne M Abraham,Nelson Diaz,Jannie L Blackwell,10
Anthony Hardy Williams,46,0,0,0,0,0,84,10
Jim Kenney,,21,0,0,0,0,35,10
Doug Oliver,,,0,0,0,0,6,10
T Milton Street Sr,,,,0,0,0,2,10
Lynne M Abraham,,,,,0,0,1,10
Nelson Diaz,,,,,,0,1,10
Jannie L Blackwell,,,,,,,1,10
Total,130,56,6,2,1,1,130,10
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,11
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Doug Oliver,T Milton Street Sr,Lynne M Abraham,Nelson Diaz,11
Jannie L Blackwell,2,92,48,7,4,3,3,11
Anthony Hardy Williams,,44,0,0,0,0,0,11
Jim Kenney,,,27,0,0,0,0,11
Doug Oliver,,,,1,0,0,0,11
T Milton Street Sr,,,,,3,0,0,11
Lynne M Abraham,,,,,,1,0,11
Nelson Diaz,,,,,,,0,11
Total,159,136,75,8,7,4,3,11
,District Council 3rd District - Democrat,Mayor - Democrat,,,,,,12
,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,12
Jannie L Blackwell,2,76,30,8,4,1,2,12
Anthony Hardy Williams,,25,0,0,0,0,0,12
Jim Kenney,,,21,0,0,0,0,12
Lynne M Abraham,,,,1,0,0,0,12
Doug Oliver,,,,,4,0,0,12
Nelson Diaz,,,,,,3,0,12
T Milton Street Sr,,,,,,,0,12
Total,123,101,51,9,8,4,2,12
,Mayor - Democrat,,,,,,District Council 3rd District - Democrat,13
,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Jannie L Blackwell,13
Anthony Hardy Williams,37,0,0,0,0,0,68,13
