col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Jannie L Blackwell,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,William K Greenlee,Jenne Ayers,Thomas Wyatt,Ed Neilson,Wilson Alexander,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Jannie L Blackwell,187,"1,169","1,083",863,663,839,710,581,520,539,524,317,311,297,215,195,133,All
Helen Gym,,145,770,"1,032",904,577,290,501,314,379,258,259,164,80,131,111,91,All
Blondell Reynolds Brown,,,21,671,449,683,306,345,295,513,198,131,267,89,96,140,58,All
Sherrie Cohen,,,,9,565,469,191,300,150,437,205,149,178,62,116,59,60,All
Paul Steinke,,,,,34,289,203,280,270,246,137,276,92,55,48,48,47,All
W Wilson Goode Jr,,,,,,7,218,351,229,369,164,102,228,68,50,142,21,All
Derek S Green,,,,,,,36,266,263,161,207,196,58,177,77,70,55,All
Isaiah Thomas,,,,,,,,27,220,172,155,173,80,53,45,54,29,All
Allan Domb,,,,,,,,,39,174,143,150,90,86,71,66,42,All
William K Greenlee,,,,,,,,,,2,61,62,215,38,30,37,27,All
Jenne Ayers,,,,,,,,,,,20,88,38,135,118,42,64,All
Thomas Wyatt,,,,,,,,,,,,9,23,76,36,19,25,All
Ed Neilson,,,,,,,,,,,,,3,17,16,40,15,All
Wilson Alexander,,,,,,,,,,,,,,5,27,19,19,All
Carla M Cain,,,,,,,,,,,,,,,7,20,56,All
Frank Rizzo,,,,,,,,,,,,,,,,3,9,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,3,All
Total,"2,658","2,099","1,466","1,385","1,239","1,134",947,914,803,775,671,510,402,349,266,260,169,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,1
,Helen Gym,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,William K Greenlee,Thomas Wyatt,Allan Domb,Derek S Green,Jenne Ayers,Ed Neilson,Carla M Cain,Frank Rizzo,Wilson Alexander,Marnie Aument Loughrey,Jannie L Blackwell,1
Helen Gym,12,102,101,59,40,38,30,30,27,18,19,14,13,6,4,6,83,1
Paul Steinke,,0,57,39,20,23,23,34,26,15,12,11,5,5,3,4,68,1
Sherrie Cohen,,,0,46,26,24,24,10,12,9,17,11,11,4,3,5,57,1
Blondell Reynolds Brown,,,,1,21,13,21,11,8,7,9,10,5,1,3,3,41,1
W Wilson Goode Jr,,,,,0,13,15,10,9,9,10,3,2,6,0,1,31,1
Isaiah Thomas,,,,,,0,8,13,7,9,8,4,5,1,1,1,27,1
William K Greenlee,,,,,,,0,4,7,6,4,10,4,3,1,0,24,1
Thomas Wyatt,,,,,,,,0,13,8,6,5,2,1,2,3,23,1
Allan Domb,,,,,,,,,1,12,6,4,6,4,2,1,22,1
Derek S Green,,,,,,,,,,0,6,2,4,4,5,1,21,1
Jenne Ayers,,,,,,,,,,,0,2,8,3,5,6,25,1
Ed Neilson,,,,,,,,,,,,1,2,0,2,0,17,1
Carla M Cain,,,,,,,,,,,,,0,1,4,4,14,1
Frank Rizzo,,,,,,,,,,,,,,1,0,0,8,1
Wilson Alexander,,,,,,,,,,,,,,,0,1,9,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,5,1
Jannie L Blackwell,,,,,,,,,,,,,,,,,2,1
Total,177,126,112,74,48,46,44,42,41,33,32,23,20,12,11,9,121,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,2
,Helen Gym,Sherrie Cohen,Paul Steinke,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Derek S Green,William K Greenlee,Allan Domb,Thomas Wyatt,Jenne Ayers,Wilson Alexander,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Jannie L Blackwell,2
Helen Gym,10,76,60,51,45,30,19,19,10,16,12,5,7,2,8,5,72,2
Sherrie Cohen,,0,38,37,33,16,11,18,7,11,6,1,5,2,3,3,46,2
Paul Steinke,,,0,34,26,24,18,9,14,18,5,2,6,0,2,1,48,2
Blondell Reynolds Brown,,,,0,36,21,16,18,10,10,5,0,6,3,2,2,44,2
W Wilson Goode Jr,,,,,0,15,8,15,10,5,5,4,6,5,1,1,39,2
Isaiah Thomas,,,,,,1,18,6,10,13,11,7,0,4,4,1,35,2
Derek S Green,,,,,,,0,6,12,11,8,10,3,6,3,3,34,2
William K Greenlee,,,,,,,,0,9,0,3,1,3,1,0,2,16,2
Allan Domb,,,,,,,,,0,5,7,3,0,4,0,2,23,2
Thomas Wyatt,,,,,,,,,,0,1,3,3,1,0,0,18,2
Jenne Ayers,,,,,,,,,,,1,9,0,2,3,2,18,2
Wilson Alexander,,,,,,,,,,,,0,0,3,3,1,15,2
Ed Neilson,,,,,,,,,,,,,0,0,1,0,9,2
Frank Rizzo,,,,,,,,,,,,,,0,1,0,7,2
Carla M Cain,,,,,,,,,,,,,,,0,3,6,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,5,2
Jannie L Blackwell,,,,,,,,,,,,,,,,,10,2
Total,136,84,80,71,59,55,49,30,29,27,23,16,12,10,9,7,124,2
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Jannie L Blackwell,Blondell Reynolds Brown,Helen Gym,Sherrie Cohen,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,Jenne Ayers,William K Greenlee,Paul Steinke,Wilson Alexander,Thomas Wyatt,Frank Rizzo,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,3
Jannie L Blackwell,11,60,44,37,42,39,31,27,31,24,20,21,15,10,7,10,5,3
Blondell Reynolds Brown,,0,32,29,44,15,25,23,14,28,14,7,5,8,5,7,2,3
Helen Gym,,,4,37,22,9,14,9,13,16,13,2,4,3,8,4,7,3
Sherrie Cohen,,,,1,22,8,14,7,13,16,9,4,6,3,6,5,5,3
W Wilson Goode Jr,,,,,0,6,19,11,12,19,9,6,3,5,2,4,0,3
Derek S Green,,,,,,0,8,14,13,5,5,12,7,2,2,2,1,3
Isaiah Thomas,,,,,,,1,11,7,10,8,3,9,2,1,3,0,3
Allan Domb,,,,,,,,3,10,6,6,4,7,8,2,0,0,3
Jenne Ayers,,,,,,,,,1,4,5,10,5,4,5,1,4,3
William K Greenlee,,,,,,,,,,0,5,2,0,2,1,4,1,3
Paul Steinke,,,,,,,,,,,1,3,5,3,0,2,2,3
Wilson Alexander,,,,,,,,,,,,0,4,1,1,0,0,3
Thomas Wyatt,,,,,,,,,,,,,0,1,1,3,1,3
Frank Rizzo,,,,,,,,,,,,,,0,0,1,0,3
Carla M Cain,,,,,,,,,,,,,,,0,0,4,3
Ed Neilson,,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,3
Total,134,81,68,57,53,46,41,40,38,32,29,25,17,11,10,10,7,3
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Sherrie Cohen,Allan Domb,Helen Gym,William K Greenlee,Isaiah Thomas,Jenne Ayers,Ed Neilson,Paul Steinke,Thomas Wyatt,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,4
Jannie L Blackwell,12,37,39,23,22,16,17,16,17,18,14,12,12,11,5,8,3,4
Blondell Reynolds Brown,,3,14,23,21,10,12,19,8,7,14,9,6,5,2,6,3,4
Derek S Green,,,4,6,9,10,2,9,6,10,4,4,10,8,4,3,1,4
W Wilson Goode Jr,,,,0,13,6,9,11,6,5,11,6,2,2,1,0,3,4
Sherrie Cohen,,,,,0,4,13,14,2,2,10,5,2,2,1,2,2,4
Allan Domb,,,,,,2,7,3,10,3,4,5,4,2,1,2,0,4
Helen Gym,,,,,,,0,3,6,3,4,7,3,2,2,2,2,4
William K Greenlee,,,,,,,,0,3,2,14,4,3,2,2,1,0,4
Isaiah Thomas,,,,,,,,,2,3,5,5,2,1,1,2,0,4
Jenne Ayers,,,,,,,,,,1,3,3,3,2,3,4,0,4
Ed Neilson,,,,,,,,,,,0,5,1,1,0,3,0,4
Paul Steinke,,,,,,,,,,,,0,3,2,1,4,0,4
Thomas Wyatt,,,,,,,,,,,,,0,5,1,0,1,4
Wilson Alexander,,,,,,,,,,,,,,0,0,1,1,4
Carla M Cain,,,,,,,,,,,,,,,3,1,0,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,,1,0,4
Frank Rizzo,,,,,,,,,,,,,,,,,0,4
Total,96,49,47,33,30,25,23,23,22,21,20,18,14,11,9,9,5,4
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Jannie L Blackwell,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Helen Gym,Isaiah Thomas,Allan Domb,Jenne Ayers,William K Greenlee,Sherrie Cohen,Wilson Alexander,Paul Steinke,Carla M Cain,Frank Rizzo,Thomas Wyatt,Ed Neilson,Marnie Aument Loughrey,5
Jannie L Blackwell,18,57,36,35,25,24,20,25,22,18,18,16,14,11,12,11,5,5
Blondell Reynolds Brown,,1,34,17,23,16,10,10,16,17,10,10,12,12,6,8,3,5
W Wilson Goode Jr,,,0,9,19,18,7,9,15,14,6,4,5,7,2,7,1,5
Derek S Green,,,,2,9,14,14,9,7,4,8,9,2,7,5,2,1,5
Helen Gym,,,,,4,13,6,6,5,8,5,6,4,3,2,1,2,5
Isaiah Thomas,,,,,,2,14,4,12,5,4,7,3,3,3,5,0,5
Allan Domb,,,,,,,1,8,4,0,5,10,4,3,7,3,2,5
Jenne Ayers,,,,,,,,1,3,2,6,4,4,3,4,0,2,5
William K Greenlee,,,,,,,,,0,11,2,2,3,3,2,10,1,5
Sherrie Cohen,,,,,,,,,,0,1,3,4,5,3,6,1,5
Wilson Alexander,,,,,,,,,,,0,3,3,0,3,1,2,5
Paul Steinke,,,,,,,,,,,,0,4,4,6,0,4,5
Carla M Cain,,,,,,,,,,,,,0,2,4,0,2,5
Frank Rizzo,,,,,,,,,,,,,,1,3,0,0,5
Thomas Wyatt,,,,,,,,,,,,,,,0,0,0,5
Ed Neilson,,,,,,,,,,,,,,,,0,1,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,5
Total,121,68,47,45,38,37,29,29,26,22,21,20,15,15,15,12,6,5
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,William K Greenlee,Isaiah Thomas,Ed Neilson,Allan Domb,Sherrie Cohen,Jenne Ayers,Helen Gym,Wilson Alexander,Paul Steinke,Carla M Cain,Frank Rizzo,Thomas Wyatt,Marnie Aument Loughrey,6
Jannie L Blackwell,17,58,58,48,38,33,32,31,33,29,23,22,18,12,13,10,10,6
Blondell Reynolds Brown,,1,18,43,30,20,25,16,29,9,18,5,12,8,10,3,4,6
Derek S Green,,,4,14,16,17,11,17,9,12,9,15,5,4,6,6,5,6
W Wilson Goode Jr,,,,1,28,15,21,12,24,10,11,3,9,7,8,4,2,6
William K Greenlee,,,,,0,14,31,17,19,4,4,3,5,2,2,2,1,6
Isaiah Thomas,,,,,,2,12,17,8,5,11,3,6,1,3,4,2,6
Ed Neilson,,,,,,,1,14,16,5,4,2,7,1,0,0,0,6
Allan Domb,,,,,,,,1,3,5,6,6,3,6,3,2,2,6
Sherrie Cohen,,,,,,,,,0,7,7,4,3,4,4,2,3,6
Jenne Ayers,,,,,,,,,,1,6,7,4,5,1,1,2,6
Helen Gym,,,,,,,,,,,4,2,3,3,3,4,3,6
Wilson Alexander,,,,,,,,,,,,1,2,1,2,6,2,6
Paul Steinke,,,,,,,,,,,,,0,4,2,3,2,6
Carla M Cain,,,,,,,,,,,,,,0,3,1,1,6
Frank Rizzo,,,,,,,,,,,,,,,0,1,1,6
Thomas Wyatt,,,,,,,,,,,,,,,,1,2,6
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,6
Total,149,71,65,58,45,43,39,37,37,34,32,25,21,15,15,13,10,6
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,7
,Jannie L Blackwell,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,Paul Steinke,W Wilson Goode Jr,William K Greenlee,Jenne Ayers,Derek S Green,Isaiah Thomas,Thomas Wyatt,Allan Domb,Wilson Alexander,Carla M Cain,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,7
Jannie L Blackwell,4,52,54,57,46,48,34,25,21,19,19,14,14,7,7,8,1,7
Helen Gym,,6,61,42,56,36,25,12,8,17,11,9,1,3,2,3,2,7
Sherrie Cohen,,,1,43,43,31,33,11,10,10,12,9,6,5,6,2,1,7
Blondell Reynolds Brown,,,,1,36,41,28,20,15,14,7,8,6,4,7,6,0,7
Paul Steinke,,,,,1,25,23,11,12,9,16,11,4,2,2,3,1,7
W Wilson Goode Jr,,,,,,0,19,14,8,19,5,7,2,3,6,7,0,7
William K Greenlee,,,,,,,0,5,7,10,8,5,7,3,8,3,2,7
Jenne Ayers,,,,,,,,0,9,8,9,4,4,5,3,4,2,7
Derek S Green,,,,,,,,,1,8,8,4,7,5,1,3,0,7
Isaiah Thomas,,,,,,,,,,0,5,3,1,1,3,1,0,7
Thomas Wyatt,,,,,,,,,,,0,3,7,2,1,3,1,7
Allan Domb,,,,,,,,,,,,2,2,3,1,1,2,7
Wilson Alexander,,,,,,,,,,,,,0,2,1,2,1,7
Carla M Cain,,,,,,,,,,,,,,0,1,0,2,7
Ed Neilson,,,,,,,,,,,,,,,0,0,1,7
Frank Rizzo,,,,,,,,,,,,,,,,0,1,7
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,7
Total,104,92,80,76,73,63,48,32,30,30,29,24,15,11,11,10,4,7
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,8
,Helen Gym,Sherrie Cohen,Paul Steinke,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,William K Greenlee,Jenne Ayers,Allan Domb,Thomas Wyatt,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,Frank Rizzo,Jannie L Blackwell,8
Helen Gym,5,81,42,37,30,24,25,29,14,7,10,9,8,9,11,2,62,8
Sherrie Cohen,,1,33,28,25,20,21,27,12,4,6,12,2,9,9,3,49,8
Paul Steinke,,,4,14,9,19,11,11,4,7,11,2,4,2,3,0,24,8
Blondell Reynolds Brown,,,,1,25,14,12,17,6,4,5,4,7,9,4,4,42,8
W Wilson Goode Jr,,,,,1,12,16,17,7,7,7,2,3,5,2,3,35,8
Derek S Green,,,,,,2,10,4,8,9,10,3,6,1,4,3,29,8
Isaiah Thomas,,,,,,,0,10,5,6,9,3,2,1,0,2,22,8
William K Greenlee,,,,,,,,0,2,1,2,1,1,5,1,1,22,8
Jenne Ayers,,,,,,,,,1,9,3,11,6,3,6,1,20,8
Allan Domb,,,,,,,,,,2,10,5,4,1,1,0,11,8
Thomas Wyatt,,,,,,,,,,,1,3,2,0,0,0,14,8
Carla M Cain,,,,,,,,,,,,0,3,2,6,1,16,8
Wilson Alexander,,,,,,,,,,,,,0,3,0,0,15,8
Ed Neilson,,,,,,,,,,,,,,0,0,1,8,8
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,11,8
Frank Rizzo,,,,,,,,,,,,,,,,0,6,8
Jannie L Blackwell,,,,,,,,,,,,,,,,,4,8
Total,120,95,57,52,50,46,36,34,27,22,22,18,17,13,13,6,99,8
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,9
,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Paul Steinke,Derek S Green,Jenne Ayers,William K Greenlee,Thomas Wyatt,Allan Domb,Wilson Alexander,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Ed Neilson,Jannie L Blackwell,9
Helen Gym,1,74,43,46,37,36,16,20,30,18,14,5,5,5,4,3,54,9
Sherrie Cohen,,0,37,35,26,23,10,15,27,7,7,6,5,3,4,3,40,9
Blondell Reynolds Brown,,,1,29,14,11,17,12,23,6,10,4,5,4,3,3,38,9
W Wilson Goode Jr,,,,1,25,12,9,11,21,8,6,1,1,6,3,2,33,9
Isaiah Thomas,,,,,3,11,15,12,7,9,4,2,1,5,3,2,25,9
Paul Steinke,,,,,,0,9,5,6,16,12,4,2,4,1,0,20,9
Derek S Green,,,,,,,0,9,7,13,6,9,4,2,3,1,27,9
Jenne Ayers,,,,,,,,1,4,3,3,4,6,5,5,2,24,9
William K Greenlee,,,,,,,,,0,1,2,1,0,0,1,1,19,9
Thomas Wyatt,,,,,,,,,,1,9,3,2,0,1,1,13,9
Allan Domb,,,,,,,,,,,2,2,2,2,2,0,15,9
Wilson Alexander,,,,,,,,,,,,0,0,1,0,0,11,9
Carla M Cain,,,,,,,,,,,,,0,1,4,1,8,9
Frank Rizzo,,,,,,,,,,,,,,0,0,0,8,9
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,7,9
Ed Neilson,,,,,,,,,,,,,,,,0,4,9
Jannie L Blackwell,,,,,,,,,,,,,,,,,7,9
Total,107,82,61,60,53,40,37,34,34,27,25,14,11,11,9,5,96,9
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,10
,Jannie L Blackwell,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,Jenne Ayers,Paul Steinke,Thomas Wyatt,William K Greenlee,Ed Neilson,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,10
Jannie L Blackwell,10,35,36,33,30,30,24,25,23,10,14,13,14,9,10,6,4,10
Helen Gym,,8,16,27,13,10,13,6,6,15,7,5,6,3,4,3,1,10
Blondell Reynolds Brown,,,1,22,22,10,17,13,7,5,4,15,8,3,2,5,5,10
Sherrie Cohen,,,,0,17,10,13,3,8,6,8,15,10,4,6,1,4,10
W Wilson Goode Jr,,,,,0,6,14,13,5,7,5,13,11,0,3,0,4,10
Derek S Green,,,,,,2,9,12,10,2,10,2,1,8,3,3,0,10
Isaiah Thomas,,,,,,,0,10,6,6,4,6,5,0,0,2,1,10
Allan Domb,,,,,,,,0,8,7,9,2,3,5,5,4,2,10
