col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Ed Neilson,188,564,433,517,273,322,310,274,285,196,127,205,132,76,87,35,992,412,412,271,227,166,152,89,All
Allan Domb,,47,322,272,233,336,250,208,129,213,147,78,93,112,65,50,580,300,325,181,219,147,134,81,All
Frank Rizzo,,,34,182,117,173,129,147,89,110,105,77,55,62,67,33,409,190,283,121,144,104,87,65,All
William K Greenlee,,,,4,186,121,151,179,224,73,58,187,92,22,46,19,430,258,214,182,130,81,70,54,All
Derek S Green,,,,,18,136,116,89,121,145,124,89,121,62,49,81,350,255,194,153,168,84,72,48,All
Paul Steinke,,,,,,7,176,151,55,204,76,44,97,52,53,39,288,148,196,132,167,94,120,58,All
Helen Gym,,,,,,,15,159,99,91,101,76,73,75,58,25,345,199,198,135,116,60,93,42,All
Sherrie Cohen,,,,,,,,5,158,85,104,106,41,89,49,24,330,208,151,160,120,91,103,47,All
Blondell Reynolds Brown,,,,,,,,,11,39,58,203,88,35,27,25,284,210,102,171,78,45,47,44,All
Thomas Wyatt,,,,,,,,,,5,78,22,87,49,40,45,222,105,129,112,157,87,70,42,All
Jenne Ayers,,,,,,,,,,,4,33,32,89,50,62,234,185,137,97,110,56,62,43,All
W Wilson Goode Jr,,,,,,,,,,,,3,108,14,12,17,218,152,74,132,61,37,38,33,All
Isaiah Thomas,,,,,,,,,,,,,7,24,12,19,178,101,72,91,83,33,36,34,All
Carla M Cain,,,,,,,,,,,,,,5,40,25,167,105,90,47,58,46,38,27,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,11,115,78,77,47,40,31,35,21,All
Wilson Alexander,,,,,,,,,,,,,,,,8,79,82,39,51,66,30,26,24,All
Christine Hope,,,,,,,,,,,,,,,,,72,493,420,282,212,143,127,98,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,11,202,241,141,65,43,41,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,5,76,116,83,83,63,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,10,145,31,80,16,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,7,75,82,26,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,4,52,32,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,28,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,739","1,071",746,689,626,601,580,530,467,439,383,351,321,249,185,170,"1,614",758,656,522,499,309,271,168,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
