col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Ed Neilson,Allan Domb,Frank Rizzo,Derek S Green,William K Greenlee,Paul Steinke,Helen Gym,Thomas Wyatt,Sherrie Cohen,Jenne Ayers,Blondell Reynolds Brown,W Wilson Goode Jr,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Wilson Alexander,All
Christine Hope,28,246,227,104,100,71,51,47,412,263,213,206,231,152,202,130,141,126,150,85,101,71,52,39,All
Christian Dicicco,,10,146,73,37,50,33,43,181,162,193,125,146,115,126,81,108,80,87,48,61,41,49,24,All
Sharon Williams Losier,,,9,64,72,42,24,22,141,141,109,158,116,74,108,74,90,110,112,48,65,43,36,50,All
Matthew Perks,,,,3,71,38,47,18,90,115,85,95,61,99,67,86,60,62,37,32,43,32,32,36,All
Joffie C Pittman,,,,,0,13,47,11,70,84,49,98,53,54,56,66,47,57,52,40,32,32,18,39,All
Gary S Silver,,,,,,5,20,19,44,78,59,50,42,47,36,49,43,32,32,24,31,20,12,20,All
Daniel R Sulman,,,,,,,0,16,45,62,57,43,45,61,49,41,37,24,29,28,13,24,17,13,All
Franklin A Bennett Iii,,,,,,,,0,39,42,42,32,33,35,20,33,30,17,22,23,15,20,13,11,All
Ed Neilson,,,,,,,,,39,166,164,136,202,114,131,80,84,46,117,63,31,44,27,19,All
Allan Domb,,,,,,,,,,31,186,116,116,182,120,130,94,76,62,46,54,51,50,36,All
Frank Rizzo,,,,,,,,,,,31,83,117,96,77,71,82,71,46,47,37,33,39,23,All
Derek S Green,,,,,,,,,,,,13,116,76,79,91,44,71,100,48,34,56,31,51,All
William K Greenlee,,,,,,,,,,,,,6,80,114,55,62,35,113,58,20,41,22,12,All
Paul Steinke,,,,,,,,,,,,,,1,103,127,76,46,31,37,35,65,25,15,All
Helen Gym,,,,,,,,,,,,,,,10,69,90,47,82,41,45,37,27,8,All
Thomas Wyatt,,,,,,,,,,,,,,,,7,52,48,30,22,46,55,23,32,All
Sherrie Cohen,,,,,,,,,,,,,,,,,4,65,42,26,51,17,25,14,All
Jenne Ayers,,,,,,,,,,,,,,,,,,5,27,15,59,9,28,39,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,3,59,22,27,19,14,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,1,12,44,4,10,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,5,7,24,17,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,5,3,10,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,0,4,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,801,408,373,252,204,152,131,97,607,527,453,373,359,331,328,275,246,224,220,147,145,140,98,97,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Gary S Silver,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Jenne Ayers,Sherrie Cohen,Thomas Wyatt,W Wilson Goode Jr,Carla M Cain,Helen Gym,Isaiah Thomas,Blondell Reynolds Brown,Marnie Aument Loughrey,Wilson Alexander,1
Christine Hope,3,19,14,7,6,5,2,2,28,16,13,15,14,10,11,11,12,13,9,4,7,6,5,3,1
Christian Dicicco,,1,12,5,3,0,3,2,11,10,11,7,7,9,8,9,6,7,9,5,6,3,4,2,1
Sharon Williams Losier,,,1,3,4,3,2,1,8,5,7,6,4,7,11,9,5,8,8,4,5,6,3,4,1
Matthew Perks,,,,0,0,2,0,0,6,4,3,3,7,4,4,3,4,1,3,1,2,2,1,1,1
Gary S Silver,,,,,0,1,1,0,6,1,2,2,3,2,3,3,2,1,4,1,0,1,1,0,1
Joffie C Pittman,,,,,,0,0,1,4,1,0,4,5,0,2,4,1,3,1,1,1,3,0,1,1
Franklin A Bennett Iii,,,,,,,0,1,2,3,3,3,1,4,0,1,1,1,1,0,0,0,0,1,1
Daniel R Sulman,,,,,,,,0,1,2,2,4,2,1,1,1,0,1,1,2,0,1,1,0,1
Ed Neilson,,,,,,,,,1,12,10,13,9,6,3,8,5,7,5,7,3,5,0,1,1
Allan Domb,,,,,,,,,,2,9,8,8,11,3,3,8,3,3,6,3,1,2,2,1
Frank Rizzo,,,,,,,,,,,1,5,2,4,4,7,2,5,3,3,3,1,3,2,1
William K Greenlee,,,,,,,,,,,,0,4,3,4,6,4,6,3,4,2,5,1,0,1
Derek S Green,,,,,,,,,,,,,1,5,3,3,5,3,3,2,3,3,1,2,1
Paul Steinke,,,,,,,,,,,,,,0,2,3,10,3,3,5,5,1,1,1,1
Jenne Ayers,,,,,,,,,,,,,,,2,7,2,3,8,0,2,2,5,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,1,2,4,8,3,0,2,3,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,0,2,2,2,5,1,1,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,1,2,4,5,6,0,2,1
Carla M Cain,,,,,,,,,,,,,,,,,,,0,2,0,2,4,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,58,26,25,13,10,7,5,4,41,29,24,22,21,20,17,17,16,16,12,12,12,10,6,4,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
