col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor - Democrat,,,,,,District Council 2nd District - Democrat,,All
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,T Milton Street Sr,Doug Oliver,Ori C Feibush,Kenyatta Johnson,All
Jim Kenney,118,0,0,0,0,0,285,81,All
Lynne M Abraham,,10,0,0,0,0,14,11,All
Anthony Hardy Williams,,,1,0,0,0,5,2,All
Nelson Diaz,,,,0,0,0,0,2,All
T Milton Street Sr,,,,,0,0,1,1,All
Doug Oliver,,,,,,0,0,1,All
Ori C Feibush,,,,,,,5,0,All
Kenyatta Johnson,,,,,,,,0,All
Total,484,35,8,2,2,1,310,98,All
,Mayor - Democrat,,,,,,District Council 2nd District - Democrat,,14
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,T Milton Street Sr,Ori C Feibush,Kenyatta Johnson,14
Jim Kenney,17,0,0,0,0,0,59,20,14
Lynne M Abraham,,2,0,0,0,0,1,1,14
Anthony Hardy Williams,,,0,0,0,0,0,2,14
Doug Oliver,,,,0,0,0,0,0,14
Nelson Diaz,,,,,0,0,0,0,14
T Milton Street Sr,,,,,,0,0,0,14
Ori C Feibush,,,,,,,1,0,14
Kenyatta Johnson,,,,,,,,0,14
Total,96,4,2,0,0,0,61,23,14
,Mayor - Democrat,,,,,,District Council 2nd District - Democrat,,36
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Ori C Feibush,Kenyatta Johnson,36
Jim Kenney,63,0,0,0,0,0,132,31,36
Lynne M Abraham,,2,0,0,0,0,8,3,36
Anthony Hardy Williams,,,0,0,0,0,2,0,36
Nelson Diaz,,,,0,0,0,0,2,36
Doug Oliver,,,,,0,0,0,1,36
T Milton Street Sr,,,,,,0,0,1,36
Ori C Feibush,,,,,,,2,0,36
Kenyatta Johnson,,,,,,,,0,36
Total,226,13,2,2,1,1,144,38,36
,Mayor - Democrat,,,,,,District Council 2nd District - Democrat,,41
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,T Milton Street Sr,Doug Oliver,Nelson Diaz,Ori C Feibush,Kenyatta Johnson,41
Jim Kenney,38,0,0,0,0,0,94,30,41
Lynne M Abraham,,6,0,0,0,0,5,7,41
Anthony Hardy Williams,,,1,0,0,0,3,0,41
T Milton Street Sr,,,,0,0,0,1,0,41
Doug Oliver,,,,,0,0,0,0,41
Nelson Diaz,,,,,,0,0,0,41
Ori C Feibush,,,,,,,2,0,41
Kenyatta Johnson,,,,,,,,0,41
Total,162,18,4,1,0,0,105,37,41
