col_1,col_2,col_3,division
,City Commissioners - Republican,Sheriff - Republican,1
,Al Schmidt,Christopher Sawyer,1
Al Schmidt,2,1,1
Christopher Sawyer,,0,1
Total,3,1,1
,City Commissioners - Republican,Sheriff - Republican,3
,Al Schmidt,Christopher Sawyer,3
Al Schmidt,0,2,3
Christopher Sawyer,,0,3
Total,2,2,3
,City Commissioners - Republican,Sheriff - Republican,4
,Al Schmidt,Christopher Sawyer,4
Al Schmidt,0,3,4
Christopher Sawyer,,0,4
Total,3,3,4
,City Commissioners - Republican,Sheriff - Republican,5
,Al Schmidt,Christopher Sawyer,5
Al Schmidt,0,7,5
Christopher Sawyer,,0,5
Total,7,7,5
,City Commissioners - Republican,Sheriff - Republican,7
,Al Schmidt,Christopher Sawyer,7
Al Schmidt,0,1,7
Christopher Sawyer,,0,7
Total,1,1,7
,City Commissioners - Republican,Sheriff - Republican,10
,Al Schmidt,Christopher Sawyer,10
Al Schmidt,1,0,10
Christopher Sawyer,,0,10
Total,1,0,10
,City Commissioners - Republican,Sheriff - Republican,11
,Al Schmidt,Christopher Sawyer,11
Al Schmidt,0,2,11
Christopher Sawyer,,0,11
Total,2,2,11
,City Commissioners - Republican,Sheriff - Republican,12
,Al Schmidt,Christopher Sawyer,12
Al Schmidt,0,1,12
Christopher Sawyer,,0,12
Total,1,1,12
,Sheriff - Republican,City Commissioners - Republican,13
,Christopher Sawyer,Al Schmidt,13
Christopher Sawyer,1,1,13
Al Schmidt,,0,13
Total,2,1,13
,City Commissioners - Republican,Sheriff - Republican,17
,Al Schmidt,Christopher Sawyer,17
Al Schmidt,0,1,17
Christopher Sawyer,,0,17
Total,1,1,17
,City Commissioners - Republican,Sheriff - Republican,18
,Al Schmidt,Christopher Sawyer,18
Al Schmidt,0,1,18
Christopher Sawyer,,0,18
Total,1,1,18
,City Commissioners - Republican,Sheriff - Republican,20
,Al Schmidt,Christopher Sawyer,20
Al Schmidt,0,1,20
Christopher Sawyer,,0,20
Total,1,1,20
,City Commissioners - Republican,Sheriff - Republican,21
,Al Schmidt,Christopher Sawyer,21
Al Schmidt,0,5,21
Christopher Sawyer,,0,21
Total,5,5,21
,Sheriff - Republican,City Commissioners - Republican,25
,Christopher Sawyer,Al Schmidt,25
Christopher Sawyer,1,0,25
Al Schmidt,,0,25
Total,1,0,25
,City Commissioners - Republican,Sheriff - Republican,All
,Al Schmidt,Christopher Sawyer,All
Al Schmidt,3,26,All
Christopher Sawyer,,2,All
Total,29,28,All
