col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Ed Neilson,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Sherrie Cohen,Thomas Wyatt,Helen Gym,Wilson Alexander,Carla M Cain,Paul Steinke,Frank Rizzo,Marnie Aument Loughrey,All
Derek S Green,466,"1,747","1,457","1,294","1,130",500,468,375,286,332,241,251,162,181,123,66,All
Isaiah Thomas,,378,"1,462","1,245","1,119",646,418,217,314,247,274,94,105,170,149,39,All
Blondell Reynolds Brown,,,124,"1,123",914,668,400,245,354,194,283,117,128,117,175,49,All
William K Greenlee,,,,16,"1,059",312,232,93,143,75,120,44,49,51,79,32,All
Ed Neilson,,,,,12,158,115,44,100,58,91,20,29,36,33,21,All
W Wilson Goode Jr,,,,,,61,257,139,243,106,203,69,72,83,152,24,All
Allan Domb,,,,,,,107,171,173,217,129,109,149,73,86,39,All
Jenne Ayers,,,,,,,,116,134,118,106,177,119,47,40,36,All
Sherrie Cohen,,,,,,,,,18,116,149,68,108,55,92,34,All
Thomas Wyatt,,,,,,,,,,38,63,93,134,128,51,30,All
Helen Gym,,,,,,,,,,,38,33,65,61,51,29,All
Wilson Alexander,,,,,,,,,,,,46,49,35,23,21,All
Carla M Cain,,,,,,,,,,,,,19,25,26,22,All
Paul Steinke,,,,,,,,,,,,,,7,15,22,All
Frank Rizzo,,,,,,,,,,,,,,,6,12,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,4,All
Total,"3,038","2,817","2,304","1,647","1,348","1,107","1,025",732,655,614,567,415,391,312,310,129,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Ed Neilson,W Wilson Goode Jr,Jenne Ayers,Thomas Wyatt,Paul Steinke,Wilson Alexander,Helen Gym,Sherrie Cohen,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,1
Derek S Green,17,59,36,37,23,28,14,15,14,10,11,5,11,5,1,3,1
Isaiah Thomas,,14,29,32,20,28,20,4,6,13,6,8,9,2,6,1,1
Blondell Reynolds Brown,,,2,29,11,17,18,9,7,9,3,7,10,5,6,3,1
William K Greenlee,,,,1,11,27,8,4,1,4,2,8,3,0,2,1,1
Allan Domb,,,,,3,5,7,4,9,4,3,3,5,7,2,0,1
Ed Neilson,,,,,,0,8,2,5,0,1,7,4,0,1,2,1
W Wilson Goode Jr,,,,,,,1,3,4,4,4,7,5,1,6,4,1
Jenne Ayers,,,,,,,,6,4,3,10,4,4,5,0,0,1
Thomas Wyatt,,,,,,,,,3,7,2,3,3,5,0,3,1
Paul Steinke,,,,,,,,,,1,1,3,0,1,1,0,1
Wilson Alexander,,,,,,,,,,,1,2,1,2,0,1,1
