col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,William K Greenlee,Sherrie Cohen,Wilson Alexander,Thomas Wyatt,Ed Neilson,Helen Gym,Carla M Cain,Paul Steinke,Frank Rizzo,Marnie Aument Loughrey,All
Sharon Williams Losier,24,290,229,138,63,60,38,25,309,260,190,200,127,189,150,157,126,66,102,56,61,59,35,38,All
Joffie C Pittman,,12,156,122,24,33,25,26,205,182,114,155,90,147,124,119,91,54,97,48,36,52,30,17,All
Christine Hope,,,8,50,68,51,46,26,127,201,154,158,110,87,117,147,40,77,84,53,60,48,32,25,All
Matthew Perks,,,,5,26,33,19,21,152,71,68,58,74,120,32,42,92,52,11,29,43,26,19,10,All
Christian Dicicco,,,,,1,24,19,13,54,83,85,50,58,42,34,45,17,29,16,24,25,31,14,14,All
Gary S Silver,,,,,,2,18,15,71,57,41,53,64,33,31,28,28,49,14,17,29,17,17,9,All
Franklin A Bennett Iii,,,,,,,1,13,52,54,50,47,42,19,30,33,19,20,16,19,16,16,17,10,All
Daniel R Sulman,,,,,,,,0,36,40,42,33,26,17,24,23,12,17,10,18,8,14,8,3,All
Derek S Green,,,,,,,,,61,142,149,118,127,160,86,68,135,83,47,37,54,51,30,20,All
Blondell Reynolds Brown,,,,,,,,,,35,191,246,128,98,176,171,41,48,106,60,42,51,47,26,All
Isaiah Thomas,,,,,,,,,,,57,170,123,61,101,95,27,52,62,44,25,43,24,18,All
W Wilson Goode Jr,,,,,,,,,,,,14,99,54,156,138,31,35,100,46,24,43,48,11,All
Allan Domb,,,,,,,,,,,,,28,60,70,43,37,62,40,43,48,46,28,18,All
Jenne Ayers,,,,,,,,,,,,,,18,21,53,109,48,6,32,48,31,13,17,All
William K Greenlee,,,,,,,,,,,,,,,2,114,13,20,123,20,11,28,23,9,All
Sherrie Cohen,,,,,,,,,,,,,,,,3,29,32,91,34,33,34,19,17,All
Wilson Alexander,,,,,,,,,,,,,,,,,15,33,9,5,29,9,8,2,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,18,12,24,39,28,13,14,All
Ed Neilson,,,,,,,,,,,,,,,,,,,3,14,8,13,3,11,All
Helen Gym,,,,,,,,,,,,,,,,,,,,7,19,15,13,9,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,15,7,14,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,2,10,9,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,14,All
Total,678,462,389,258,164,144,109,78,599,521,471,410,343,312,267,265,213,186,175,131,127,122,90,74,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christine Hope,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,Gary S Silver,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Sherrie Cohen,William K Greenlee,Allan Domb,Isaiah Thomas,Ed Neilson,Jenne Ayers,Helen Gym,Wilson Alexander,Thomas Wyatt,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,1
Sharon Williams Losier,2,24,11,15,4,4,3,3,26,21,21,17,16,12,10,12,9,5,6,4,3,2,2,2,1
Joffie C Pittman,,1,6,11,0,0,1,0,18,12,16,13,11,5,5,11,6,5,6,0,3,1,0,1,1
Matthew Perks,,,0,2,2,2,2,1,9,12,6,4,2,8,5,0,7,6,6,3,1,0,1,2,1
Christine Hope,,,,0,3,3,0,1,14,6,11,11,9,5,5,10,2,2,2,4,1,2,3,0,1
Franklin A Bennett Iii,,,,,0,1,1,0,3,2,2,0,1,3,4,1,1,1,2,1,1,0,1,0,1
Christian Dicicco,,,,,,0,0,0,4,2,1,2,2,3,2,1,2,1,0,1,0,1,2,1,1
