col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle Parker,Kai Scott,Ken Powell,Tracy B Roman,Frances Fattah,Mia Roberts Perez,Rainy Papademetriou,Brian T Ortelere,Michael Fanning,Thomas Martin,Abbe Fletman,Lyris Younge,Chris Mallios,Vincent N Melchiorre,Deborah Watson Stokes,Daine Grey Jr,Stephanie M Sawyer,Leon Goodman,Shanese Johnson,Leon A King Ii,Scott Diclaudio,Lynne M Summers,Jennifer Schultz,Jon Marshall,Lucretia Clemons,Edward William Louden Jr,Wayne M D Bennett,Tangie M Boston,Sherman Toppin,Betsy Wahl,Vincent Furlong,Anthony Kyriakakis,Stella Tsai,Chris Mccabe,James F Berardinelli,Rania Major,Sandjai Weaver,Joshua Hill,Marissa Brumbach,Jodi Lobel,Starr Marshall Cash,Vince Giusini,Franklin A Bennett Iii,William J Ciancaglini,All
Cherelle Parker,775,"2,667","2,339","2,253","2,135","2,136","2,035","2,018","1,759","1,697","1,658","1,202","1,236","1,149","1,086","1,042","1,007",977,957,865,860,785,700,696,660,553,541,542,540,518,479,455,422,413,366,400,380,335,300,251,240,237,243,146,All
Kai Scott,,14,"1,448","1,379","1,480","1,856","1,552","1,484","1,511","1,172","1,188",743,"1,038",977,662,595,685,376,559,478,316,425,318,222,408,174,283,300,322,328,224,235,235,262,140,213,232,185,185,161,150,121,103,84,All
Ken Powell,,,16,"1,659","1,346","1,241","1,371","1,387","1,140","1,357","1,348",578,"1,020","1,006",386,478,410,496,349,376,412,282,293,398,218,331,234,176,220,193,226,185,122,175,191,139,142,174,81,78,79,96,107,62,All
Tracy B Roman,,,,13,"1,315","1,213","1,317","1,325","1,077","1,296","1,315",565,969,941,424,471,420,481,388,342,458,340,334,326,253,334,196,204,184,206,215,140,181,136,187,202,152,138,119,74,91,90,91,52,All
Frances Fattah,,,,,18,"1,280","1,108","1,092","1,086","1,202","1,073",440,940,943,538,370,447,364,496,414,200,379,263,206,288,154,230,252,283,252,234,156,215,181,113,201,190,155,116,100,105,68,109,65,All
Mia Roberts Perez,,,,,,3,"1,398","1,362","1,435","1,036","1,106",467,974,931,463,393,477,227,334,317,243,293,222,156,303,108,183,182,215,275,119,170,225,204,96,162,145,112,148,116,107,90,42,57,All
Rainy Papademetriou,,,,,,,4,"1,789","1,388","1,237","1,265",273,920,899,240,280,216,214,205,183,196,194,199,213,174,142,125,123,121,111,162,144,102,109,176,91,90,79,84,81,45,67,52,41,All
Brian T Ortelere,,,,,,,,8,"1,383","1,192","1,239",226,906,897,210,285,194,225,181,183,222,160,221,216,132,164,146,107,131,94,168,127,77,101,192,102,92,65,44,47,29,72,75,40,All
Michael Fanning,,,,,,,,,2,"1,012",986,289,935,934,234,267,303,148,204,157,199,171,100,146,154,82,129,104,138,89,84,109,79,125,64,97,84,67,84,75,76,51,64,45,All
Thomas Martin,,,,,,,,,,2,"1,178",226,911,884,281,249,239,251,279,216,156,243,167,195,186,123,161,123,147,117,158,126,94,103,110,116,116,128,97,79,65,71,97,37,All
Abbe Fletman,,,,,,,,,,,2,331,992,962,223,352,267,161,183,169,231,168,241,139,152,115,114,90,137,138,150,122,137,115,150,72,62,60,72,80,37,78,45,40,All
Lyris Younge,,,,,,,,,,,,17,219,210,377,519,457,360,325,330,391,268,248,297,244,296,192,158,251,183,175,138,157,168,141,112,118,105,98,105,101,102,64,54,All
Chris Mallios,,,,,,,,,,,,,0,905,150,224,215,84,117,111,144,92,80,58,80,46,80,59,87,86,52,83,66,102,44,43,54,54,51,42,49,50,33,27,All
Vincent N Melchiorre,,,,,,,,,,,,,,1,133,157,163,80,108,76,130,79,56,54,91,42,53,51,85,58,40,58,67,84,34,32,59,27,36,73,20,32,29,27,All
Deborah Watson Stokes,,,,,,,,,,,,,,,15,352,503,314,404,388,181,375,222,139,318,118,201,251,226,232,157,147,226,242,102,178,169,120,131,122,145,51,79,55,All
Daine Grey Jr,,,,,,,,,,,,,,,,11,445,384,311,340,335,266,278,208,206,211,241,171,209,162,232,147,155,128,204,138,155,139,98,98,101,106,95,47,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,10,228,363,305,229,288,219,131,231,84,172,197,193,247,115,122,189,141,93,141,130,99,141,87,134,66,59,52,All
Leon Goodman,,,,,,,,,,,,,,,,,,6,284,337,355,249,264,360,170,275,220,135,154,105,222,113,113,103,190,131,135,142,70,69,63,78,90,56,All
