col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,William K Greenlee,Isaiah Thomas,Jenne Ayers,Allan Domb,Sherrie Cohen,Ed Neilson,Thomas Wyatt,Helen Gym,Wilson Alexander,Paul Steinke,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,All
Anthony Clark,31,94,56,61,45,50,227,228,183,162,122,137,90,132,87,83,50,75,38,39,51,21,All
Lisa M Deeley,,3,13,16,17,11,112,42,92,92,50,32,39,77,66,22,22,16,17,17,16,12,All
Tracey L Gordon,,,2,24,12,15,83,54,48,44,52,55,46,39,19,36,22,15,18,36,21,8,All
Carol A Jenkins,,,,2,7,3,60,50,43,33,45,40,50,41,12,42,40,12,25,35,15,8,All
Omar Sabir,,,,,4,9,80,47,50,36,60,29,29,30,25,18,23,15,12,8,15,9,All
Will Mega,,,,,,2,32,63,22,22,34,51,34,17,14,20,9,30,10,11,6,3,All
Blondell Reynolds Brown,,,,,,,8,125,226,194,133,76,102,151,117,35,64,34,38,31,40,18,All
Derek S Green,,,,,,,,18,81,68,104,100,83,42,23,76,21,64,42,29,25,13,All
W Wilson Goode Jr,,,,,,,,,7,152,109,44,52,115,100,19,53,16,27,10,41,7,All
William K Greenlee,,,,,,,,,,7,79,24,59,111,103,23,40,11,15,10,16,8,All
Isaiah Thomas,,,,,,,,,,,8,45,73,58,35,43,36,13,35,13,30,7,All
Jenne Ayers,,,,,,,,,,,,4,49,43,14,36,23,56,16,38,19,10,All
Allan Domb,,,,,,,,,,,,,12,27,14,50,27,25,34,35,25,9,All
Sherrie Cohen,,,,,,,,,,,,,,0,84,23,44,9,23,27,20,19,All
Ed Neilson,,,,,,,,,,,,,,,2,10,21,7,6,5,12,6,All
Thomas Wyatt,,,,,,,,,,,,,,,,3,11,24,28,34,12,8,All
Helen Gym,,,,,,,,,,,,,,,,,5,5,17,9,16,9,All
Wilson Alexander,,,,,,,,,,,,,,,,,,4,9,12,9,5,All
Paul Steinke,,,,,,,,,,,,,,,,,,,1,13,9,3,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,4,8,10,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,3,3,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,All
Total,538,175,160,139,120,112,417,354,316,281,266,225,218,212,151,135,118,111,92,91,82,38,All
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Anthony Clark,Carol A Jenkins,Will Mega,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Blondell Reynolds Brown,W Wilson Goode Jr,Allan Domb,Helen Gym,William K Greenlee,Derek S Green,Sherrie Cohen,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Carla M Cain,Paul Steinke,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,1
Anthony Clark,1,7,6,4,1,2,10,10,9,7,7,12,4,4,9,6,7,2,0,7,2,2,1
Carol A Jenkins,,1,0,0,3,0,4,8,6,7,4,3,2,2,3,4,4,4,1,1,3,1,1
Will Mega,,,1,2,1,1,3,0,5,0,2,5,3,0,5,4,2,1,3,4,0,0,1
Lisa M Deeley,,,,0,1,2,5,3,2,2,4,3,6,1,2,1,3,1,3,0,0,2,1
Tracey L Gordon,,,,,1,0,2,0,3,2,1,1,2,0,2,3,0,3,0,1,0,1,1
Omar Sabir,,,,,,0,3,2,1,1,3,2,3,1,1,1,1,1,2,0,0,0,1
Blondell Reynolds Brown,,,,,,,1,13,5,10,12,7,10,8,3,2,4,0,4,3,1,1,1
W Wilson Goode Jr,,,,,,,,0,3,10,9,5,4,7,3,1,7,1,1,1,3,1,1
Allan Domb,,,,,,,,,2,2,4,6,2,0,4,6,3,3,1,4,1,0,1
