col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,William K Greenlee,Thomas Wyatt,Allan Domb,Derek S Green,Jenne Ayers,Ed Neilson,Carla M Cain,Frank Rizzo,Wilson Alexander,Marnie Aument Loughrey,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Helen Gym,10,102,101,59,40,38,30,30,27,18,19,14,13,6,4,6,89,74,58,27,21,21,4,5,1
Paul Steinke,,1,57,39,20,23,23,34,26,15,12,11,5,5,3,4,65,53,46,21,15,13,5,3,1
Sherrie Cohen,,,0,46,26,24,24,10,12,9,17,11,11,4,3,5,65,55,38,18,21,11,5,5,1
Blondell Reynolds Brown,,,,1,21,13,21,11,8,7,9,10,5,1,3,3,40,31,20,14,12,7,5,2,1
W Wilson Goode Jr,,,,,0,13,15,10,9,9,10,3,2,6,0,1,30,21,17,12,9,5,1,2,1
Isaiah Thomas,,,,,,0,8,13,7,9,8,4,5,1,1,1,23,15,16,10,7,5,2,4,1
William K Greenlee,,,,,,,0,4,7,6,4,10,4,3,1,0,26,22,17,7,9,4,4,0,1
Thomas Wyatt,,,,,,,,0,13,8,6,5,2,1,2,3,25,17,23,10,5,9,4,1,1
Allan Domb,,,,,,,,,2,12,6,4,6,4,2,1,14,9,15,10,9,10,4,3,1
Derek S Green,,,,,,,,,,1,6,2,4,4,5,1,19,8,9,9,7,4,2,3,1
Jenne Ayers,,,,,,,,,,,0,2,8,3,5,6,17,11,10,16,16,8,6,3,1
Ed Neilson,,,,,,,,,,,,1,2,0,2,0,15,10,9,4,4,4,2,0,1
Carla M Cain,,,,,,,,,,,,,0,1,4,4,10,6,6,9,8,8,4,3,1
Frank Rizzo,,,,,,,,,,,,,,1,0,0,5,2,3,4,5,3,2,0,1
Wilson Alexander,,,,,,,,,,,,,,,0,1,8,2,5,5,6,3,2,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,4,1,2,7,5,3,1,1,1
Joffie C Pittman,,,,,,,,,,,,,,,,,0,79,60,16,17,5,3,3,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,53,4,4,3,3,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,0,6,7,6,3,1,1
Christine Hope,,,,,,,,,,,,,,,,,,,,0,25,16,2,4,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,0,9,6,2,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,3,3,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,2,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,177,126,112,74,48,46,44,42,41,33,32,23,20,12,11,9,114,84,72,42,40,26,12,8,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Helen Gym,Sherrie Cohen,Paul Steinke,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Derek S Green,William K Greenlee,Allan Domb,Thomas Wyatt,Jenne Ayers,Wilson Alexander,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,2
Helen Gym,8,76,60,51,45,30,19,19,10,16,12,5,7,2,8,5,61,43,34,35,30,11,5,5,2
Sherrie Cohen,,0,38,37,33,16,11,18,7,11,6,1,5,2,3,3,45,23,19,31,22,8,3,1,2
Paul Steinke,,,1,34,26,24,18,9,14,18,5,2,6,0,2,1,34,25,19,17,19,6,4,0,2
Blondell Reynolds Brown,,,,0,36,21,16,18,10,10,5,0,6,3,2,2,32,33,27,15,12,12,6,2,2
W Wilson Goode Jr,,,,,1,15,8,15,10,5,5,4,6,5,1,1,30,31,27,11,10,6,5,4,2
Isaiah Thomas,,,,,,3,18,6,10,13,11,7,0,4,4,1,24,20,16,15,13,5,7,5,2
Derek S Green,,,,,,,3,6,12,11,8,10,3,6,3,3,19,22,17,3,12,10,6,2,2
William K Greenlee,,,,,,,,0,9,0,3,1,3,1,0,2,12,8,6,7,6,5,4,2,2
Allan Domb,,,,,,,,,1,5,7,3,0,4,0,2,7,12,12,1,3,7,8,2,2
Thomas Wyatt,,,,,,,,,,0,1,3,3,1,0,0,8,9,6,8,8,5,5,1,2
Jenne Ayers,,,,,,,,,,,0,9,0,2,3,2,12,15,10,4,4,3,2,2,2
Wilson Alexander,,,,,,,,,,,,1,0,3,3,1,9,11,8,0,4,3,2,2,2
Ed Neilson,,,,,,,,,,,,,0,0,1,0,5,6,6,2,1,1,1,0,2
Frank Rizzo,,,,,,,,,,,,,,0,1,0,4,7,6,1,2,5,1,2,2
Carla M Cain,,,,,,,,,,,,,,,0,3,4,6,7,0,1,4,0,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,4,5,1,1,3,1,1,2
Joffie C Pittman,,,,,,,,,,,,,,,,,1,28,25,36,35,3,2,4,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,1,38,3,6,12,7,5,2
Christine Hope,,,,,,,,,,,,,,,,,,,0,3,2,10,6,3,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,28,1,2,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,2,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,136,84,80,71,59,55,49,30,29,27,23,16,12,10,9,7,80,64,52,42,41,20,13,7,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Blondell Reynolds Brown,Helen Gym,Sherrie Cohen,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,Jenne Ayers,William K Greenlee,Paul Steinke,Wilson Alexander,Thomas Wyatt,Frank Rizzo,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,3
Blondell Reynolds Brown,1,32,29,44,15,25,23,14,28,14,7,5,8,5,7,2,37,43,30,9,14,17,6,6,3
Helen Gym,,4,37,22,9,14,9,13,16,13,2,4,3,8,4,7,23,26,32,14,19,11,1,2,3
Sherrie Cohen,,,0,22,8,14,7,13,16,9,4,6,3,6,5,5,24,24,27,13,17,12,5,2,3
W Wilson Goode Jr,,,,0,6,19,11,12,19,9,6,3,5,2,4,0,24,29,21,7,10,15,3,3,3
Derek S Green,,,,,7,8,14,13,5,5,12,7,2,2,2,1,17,15,18,11,5,4,1,2,3
Isaiah Thomas,,,,,,2,11,7,10,8,3,9,2,1,3,0,23,23,17,9,7,6,2,3,3
Allan Domb,,,,,,,3,10,6,6,4,7,8,2,0,0,14,19,10,11,8,10,3,2,3
Jenne Ayers,,,,,,,,3,4,5,10,5,4,5,1,4,18,18,16,8,8,8,4,4,3
William K Greenlee,,,,,,,,,0,5,2,0,2,1,4,1,18,17,18,2,10,4,1,2,3
Paul Steinke,,,,,,,,,,1,3,5,3,0,2,2,11,9,13,9,8,5,1,1,3
Wilson Alexander,,,,,,,,,,,1,4,1,1,0,0,10,7,10,7,3,3,2,1,3
Thomas Wyatt,,,,,,,,,,,,0,1,1,3,1,9,8,7,8,6,4,2,2,3
Frank Rizzo,,,,,,,,,,,,,0,0,1,0,4,6,3,4,4,6,1,0,3
Carla M Cain,,,,,,,,,,,,,,0,0,4,7,10,2,0,0,7,1,1,3
Ed Neilson,,,,,,,,,,,,,,,0,0,6,6,4,1,0,1,1,1,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3,5,5,2,1,3,0,0,3
Sharon Williams Losier,,,,,,,,,,,,,,,,,2,34,30,10,8,10,3,4,3
Christine Hope,,,,,,,,,,,,,,,,,,0,23,6,8,17,5,5,3
Joffie C Pittman,,,,,,,,,,,,,,,,,,,1,19,18,3,1,4,3
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,16,3,1,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,3,2,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,3,1,3
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,1,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,81,68,57,53,46,41,40,38,32,29,25,17,11,10,10,7,65,61,60,34,29,25,9,7,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Sherrie Cohen,Allan Domb,Helen Gym,William K Greenlee,Isaiah Thomas,Jenne Ayers,Ed Neilson,Paul Steinke,Thomas Wyatt,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,4
Sharon Williams Losier,1,23,22,5,7,6,4,3,25,26,15,17,7,10,13,10,11,14,9,6,7,3,6,2,4
Christine Hope,,0,15,6,7,4,5,5,24,11,16,17,8,12,12,7,8,14,6,5,5,6,6,3,4
Joffie C Pittman,,,1,3,1,4,2,1,16,10,13,11,8,9,7,9,6,12,9,4,3,0,2,1,4
Matthew Perks,,,,0,3,2,3,2,5,10,4,5,2,5,5,2,6,2,2,4,5,3,0,0,4
Christian Dicicco,,,,,0,3,1,0,5,8,4,7,4,5,4,2,2,2,3,4,3,1,1,2,4
Gary S Silver,,,,,,0,2,0,8,7,4,4,5,2,3,2,2,2,2,3,3,2,2,0,4
Franklin A Bennett Iii,,,,,,,0,1,7,4,4,3,5,2,2,0,2,2,3,2,3,0,2,1,4
Daniel R Sulman,,,,,,,,1,4,4,0,1,1,1,4,2,1,2,0,2,2,1,1,1,4
Blondell Reynolds Brown,,,,,,,,,3,14,23,21,10,12,19,8,7,14,9,6,5,2,6,3,4
Derek S Green,,,,,,,,,,3,6,9,10,2,9,6,10,4,4,10,8,4,3,1,4
W Wilson Goode Jr,,,,,,,,,,,3,13,6,9,11,6,5,11,6,2,2,1,0,3,4
Sherrie Cohen,,,,,,,,,,,,0,4,13,14,2,2,10,5,2,2,1,2,2,4
Allan Domb,,,,,,,,,,,,,3,7,3,10,3,4,5,4,2,1,2,0,4
Helen Gym,,,,,,,,,,,,,,0,3,6,3,4,7,3,2,2,2,2,4
William K Greenlee,,,,,,,,,,,,,,,0,3,2,14,4,3,2,2,1,0,4
Isaiah Thomas,,,,,,,,,,,,,,,,4,3,5,5,2,1,1,2,0,4
Jenne Ayers,,,,,,,,,,,,,,,,,2,3,3,3,2,3,4,0,4
Ed Neilson,,,,,,,,,,,,,,,,,,0,5,1,1,0,3,0,4
Paul Steinke,,,,,,,,,,,,,,,,,,,0,3,2,1,4,0,4
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,1,5,1,0,1,4
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,0,0,1,1,4
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,0,1,0,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,1,0,4
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,52,38,35,18,14,12,11,7,49,47,33,30,25,23,23,22,21,20,18,14,11,9,9,5,4
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,5
