col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Jenne Ayers,Isaiah Thomas,William K Greenlee,Allan Domb,Sherrie Cohen,Ed Neilson,Wilson Alexander,Thomas Wyatt,Helen Gym,Carla M Cain,Paul Steinke,Frank Rizzo,Marnie Aument Loughrey,All
Anthony Clark,210,124,128,93,92,73,448,411,318,300,222,242,190,197,160,153,92,92,74,75,69,58,All
Omar Sabir,,12,15,17,19,17,81,142,110,58,113,78,61,51,46,22,30,40,24,24,28,14,All
Lisa M Deeley,,,3,14,33,8,69,130,112,35,67,127,50,103,107,12,16,27,17,26,9,13,All
Tracey L Gordon,,,,6,19,30,83,94,63,65,65,44,81,46,27,29,43,35,55,18,24,16,All
Will Mega,,,,,8,5,136,56,41,97,63,46,65,23,34,70,25,19,17,14,17,4,All
Carol A Jenkins,,,,,,5,58,73,55,60,55,33,62,30,12,25,45,26,45,14,25,15,All
Derek S Green,,,,,,,33,174,114,198,144,98,146,71,51,130,91,46,61,39,36,26,All
Blondell Reynolds Brown,,,,,,,,16,339,127,216,265,128,205,184,37,54,71,53,59,66,35,All
W Wilson Goode Jr,,,,,,,,,8,83,179,221,86,161,153,21,28,51,28,36,65,18,All
Jenne Ayers,,,,,,,,,,24,90,42,75,65,24,99,55,40,47,24,27,20,All
Isaiah Thomas,,,,,,,,,,,27,124,112,69,80,19,43,55,32,40,42,17,All
William K Greenlee,,,,,,,,,,,,1,91,142,185,13,25,26,14,35,34,14,All
Allan Domb,,,,,,,,,,,,,17,43,56,46,62,33,53,44,31,13,All
Sherrie Cohen,,,,,,,,,,,,,,0,109,25,32,47,30,31,28,22,All
Ed Neilson,,,,,,,,,,,,,,,0,11,6,14,5,22,11,12,All
Wilson Alexander,,,,,,,,,,,,,,,,5,37,15,20,12,6,3,All
Thomas Wyatt,,,,,,,,,,,,,,,,,3,22,45,24,10,10,All
Helen Gym,,,,,,,,,,,,,,,,,,4,24,23,18,21,All
Carla M Cain,,,,,,,,,,,,,,,,,,,2,13,11,12,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,1,12,14,All
