col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Allan Domb,Helen Gym,Sherrie Cohen,Jenne Ayers,Ed Neilson,Thomas Wyatt,Wilson Alexander,Frank Rizzo,Carla M Cain,Paul Steinke,Marnie Aument Loughrey,All
Kevin M Dougherty,160,"1,041",712,611,236,156,"1,128","1,078","1,037",850,776,702,579,604,399,541,334,252,276,242,192,110,All
Anne E Lazarus,,16,485,412,132,89,577,670,576,547,394,426,424,414,285,220,190,141,190,168,162,84,All
Christine Donohue,,,28,272,105,57,525,423,378,340,286,293,283,289,331,186,164,204,163,147,103,69,All
David Wecht,,,,44,71,40,477,412,329,338,309,257,213,275,226,217,145,177,92,71,106,50,All
Dwayne D Woodruff,,,,,5,26,175,149,173,125,99,90,99,99,76,64,61,46,41,37,39,26,All
John Henry Foradora,,,,,,3,110,79,58,68,44,84,49,60,56,31,79,49,28,58,23,21,All
Derek S Green,,,,,,,27,519,643,371,433,312,265,238,281,285,220,243,118,108,125,64,All
Blondell Reynolds Brown,,,,,,,,18,587,669,547,336,313,439,192,348,111,112,143,102,70,62,All
Isaiah Thomas,,,,,,,,,45,511,426,294,316,238,151,294,134,78,116,80,103,36,All
W Wilson Goode Jr,,,,,,,,,,5,404,243,234,360,125,272,84,72,136,65,50,21,All
William K Greenlee,,,,,,,,,,,2,187,171,303,89,419,68,44,86,38,56,30,All
Allan Domb,,,,,,,,,,,,25,205,172,167,89,151,99,127,117,108,58,All
Helen Gym,,,,,,,,,,,,,45,211,149,131,84,53,76,87,106,51,All
Sherrie Cohen,,,,,,,,,,,,,,1,123,219,78,66,117,88,64,29,All
Jenne Ayers,,,,,,,,,,,,,,,12,37,106,157,58,108,57,41,All
Ed Neilson,,,,,,,,,,,,,,,,3,44,33,38,27,29,20,All
