col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Blondell Reynolds Brown,Isaiah Thomas,Derek S Green,W Wilson Goode Jr,William K Greenlee,Allan Domb,Ed Neilson,Helen Gym,Sherrie Cohen,Wilson Alexander,Jenne Ayers,Thomas Wyatt,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,1
Kevin M Dougherty,7,58,23,25,15,10,78,75,63,42,45,32,28,16,19,13,6,12,10,8,5,1,1
Anne E Lazarus,,0,16,21,12,12,55,48,38,36,22,26,7,16,16,11,4,5,9,9,5,1,1
David Wecht,,,3,13,2,2,20,17,29,12,9,14,4,7,6,8,10,6,1,2,3,2,1
Christine Donohue,,,,0,3,3,25,21,23,16,12,10,6,5,6,7,8,5,6,2,2,0,1
John Henry Foradora,,,,,0,4,12,15,9,8,8,6,3,7,5,4,2,3,0,4,2,0,1
Dwayne D Woodruff,,,,,,0,7,13,6,9,4,7,3,4,2,3,0,0,2,2,4,0,1
Blondell Reynolds Brown,,,,,,,1,66,46,40,35,31,20,15,20,9,5,7,6,7,4,1,1
Isaiah Thomas,,,,,,,,0,50,42,38,24,27,13,15,6,3,8,9,7,5,0,1
Derek S Green,,,,,,,,,2,21,32,14,22,5,11,13,8,7,5,3,3,2,1
W Wilson Goode Jr,,,,,,,,,,1,13,21,4,9,9,4,2,3,3,7,4,0,1
William K Greenlee,,,,,,,,,,,0,6,22,5,7,4,1,5,3,3,1,1,1
Allan Domb,,,,,,,,,,,,3,1,6,9,4,3,3,3,4,0,1,1
Ed Neilson,,,,,,,,,,,,,0,1,3,0,0,0,1,1,0,0,1
Helen Gym,,,,,,,,,,,,,,3,7,1,1,2,2,3,3,0,1
