col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Ori C Feibush,Kenyatta Johnson,Allan Domb,Ed Neilson,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Helen Gym,Sherrie Cohen,Thomas Wyatt,Jenne Ayers,Blondell Reynolds Brown,Isaiah Thomas,Marnie Aument Loughrey,Carla M Cain,W Wilson Goode Jr,Wilson Alexander,All
Ori C Feibush,48,0,99,124,81,85,45,25,26,28,27,14,15,19,11,9,9,6,All
Kenyatta Johnson,,19,34,20,32,21,19,18,13,12,6,16,11,2,9,7,3,4,All
Allan Domb,,,13,46,49,49,19,24,18,26,23,11,14,11,11,7,7,2,All
Ed Neilson,,,,3,17,78,33,12,10,14,11,4,10,5,11,2,4,0,All
Frank Rizzo,,,,,8,27,13,16,16,21,11,12,11,4,7,8,8,3,All
William K Greenlee,,,,,,0,28,14,10,14,6,3,13,4,4,1,6,0,All
Derek S Green,,,,,,,0,17,6,6,10,9,8,7,4,4,6,7,All
Paul Steinke,,,,,,,,0,12,6,15,7,6,10,1,4,4,3,All
Helen Gym,,,,,,,,,0,13,7,5,4,8,3,3,5,2,All
Sherrie Cohen,,,,,,,,,,0,10,7,5,3,6,6,1,3,All
Thomas Wyatt,,,,,,,,,,,5,5,4,13,3,4,3,4,All
Jenne Ayers,,,,,,,,,,,,0,5,2,4,9,0,4,All
Blondell Reynolds Brown,,,,,,,,,,,,,0,2,1,0,4,2,All
Isaiah Thomas,,,,,,,,,,,,,,0,0,2,6,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,2,3,0,1,All
Carla M Cain,,,,,,,,,,,,,,,,1,0,1,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,0,All
Wilson Alexander,,,,,,,,,,,,,,,,,,0,All
Total,310,98,157,156,127,114,68,48,47,45,43,31,27,23,22,18,15,12,All
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,14
,Ori C Feibush,Kenyatta Johnson,Allan Domb,Frank Rizzo,Ed Neilson,William K Greenlee,Helen Gym,Derek S Green,Paul Steinke,Blondell Reynolds Brown,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Jenne Ayers,Marnie Aument Loughrey,Isaiah Thomas,W Wilson Goode Jr,Wilson Alexander,14
Ori C Feibush,12,0,28,17,9,8,7,3,4,5,6,5,5,3,2,3,1,2,14
Kenyatta Johnson,,6,7,9,5,7,4,7,6,3,2,1,2,3,3,1,2,0,14
Allan Domb,,,2,12,5,9,5,4,5,4,5,6,3,3,2,2,0,1,14
Frank Rizzo,,,,2,3,7,4,2,6,3,5,0,3,0,2,2,2,0,14
Ed Neilson,,,,,0,7,3,4,3,3,2,1,0,2,3,0,1,0,14
William K Greenlee,,,,,,0,2,6,7,5,2,2,1,1,1,1,1,0,14
Helen Gym,,,,,,,0,1,3,1,2,0,1,2,2,1,0,0,14
Derek S Green,,,,,,,,0,4,3,1,2,1,1,1,1,2,0,14
Paul Steinke,,,,,,,,,0,1,0,1,1,0,0,1,0,0,14
Blondell Reynolds Brown,,,,,,,,,,0,1,0,0,1,1,1,2,0,14
Sherrie Cohen,,,,,,,,,,,0,2,1,1,3,1,0,0,14
Thomas Wyatt,,,,,,,,,,,,1,1,1,1,1,0,2,14
Carla M Cain,,,,,,,,,,,,,0,3,0,2,0,1,14
Jenne Ayers,,,,,,,,,,,,,,0,2,1,0,1,14
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,0,0,14
Isaiah Thomas,,,,,,,,,,,,,,,,0,1,0,14
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,0,14
Wilson Alexander,,,,,,,,,,,,,,,,,,0,14
Total,61,23,39,28,15,15,12,10,10,8,8,8,7,6,5,4,3,3,14
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,36
,Ori C Feibush,Kenyatta Johnson,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Helen Gym,Paul Steinke,Sherrie Cohen,Thomas Wyatt,Blondell Reynolds Brown,Marnie Aument Loughrey,Jenne Ayers,Isaiah Thomas,Carla M Cain,W Wilson Goode Jr,Wilson Alexander,36
Ori C Feibush,21,0,78,29,32,38,24,8,10,7,10,5,6,4,4,2,1,2,36
Kenyatta Johnson,,4,9,15,12,9,6,7,6,5,2,5,4,6,1,2,1,2,36
Ed Neilson,,,1,16,7,44,19,4,4,2,2,2,6,0,2,0,1,0,36
Allan Domb,,,,5,16,12,7,5,9,8,9,6,7,4,4,3,1,0,36
Frank Rizzo,,,,,5,4,4,6,5,8,6,5,2,6,1,2,2,3,36
William K Greenlee,,,,,,0,14,5,2,2,2,4,3,1,0,0,0,0,36
Derek S Green,,,,,,,0,3,5,2,2,3,1,1,1,1,1,3,36
Helen Gym,,,,,,,,0,6,5,4,3,0,2,5,1,2,1,36
Paul Steinke,,,,,,,,,0,4,5,3,1,3,3,2,2,1,36
Sherrie Cohen,,,,,,,,,,0,6,1,1,2,1,2,0,2,36
Thomas Wyatt,,,,,,,,,,,2,3,1,0,4,0,1,1,36
Blondell Reynolds Brown,,,,,,,,,,,,0,0,3,1,0,1,1,36
Marnie Aument Loughrey,,,,,,,,,,,,,1,1,0,1,0,1,36
Jenne Ayers,,,,,,,,,,,,,,0,0,3,0,1,36
Isaiah Thomas,,,,,,,,,,,,,,,0,0,2,0,36
Carla M Cain,,,,,,,,,,,,,,,,1,0,0,36
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,0,36
Wilson Alexander,,,,,,,,,,,,,,,,,,0,36
Total,144,38,93,52,52,52,31,19,17,15,15,11,11,10,6,5,4,4,36
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,41
,Ori C Feibush,Kenyatta Johnson,Allan Domb,Ed Neilson,Frank Rizzo,William K Greenlee,Derek S Green,Sherrie Cohen,Paul Steinke,Thomas Wyatt,Helen Gym,Jenne Ayers,Isaiah Thomas,Blondell Reynolds Brown,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,41
Ori C Feibush,15,0,42,37,32,39,18,15,11,12,11,7,12,5,7,2,3,2,41
Kenyatta Johnson,,9,12,6,11,5,6,5,6,3,2,7,0,3,0,3,2,2,41
Allan Domb,,,6,25,21,28,8,13,10,8,8,4,5,4,6,1,2,1,41
Ed Neilson,,,,2,7,27,10,10,5,8,3,2,3,5,2,2,2,0,41
Frank Rizzo,,,,,1,16,7,8,5,5,6,6,1,3,4,3,3,0,41
William K Greenlee,,,,,,0,8,10,5,2,3,1,3,4,5,0,0,0,41
Derek S Green,,,,,,,0,3,8,6,2,7,5,2,3,2,2,4,41
Sherrie Cohen,,,,,,,,0,2,2,6,4,1,3,1,3,2,1,41
Paul Steinke,,,,,,,,,0,9,3,4,6,2,2,1,0,2,41
Thomas Wyatt,,,,,,,,,,2,3,4,8,1,2,3,1,1,41
Helen Gym,,,,,,,,,,,0,1,2,0,3,1,1,1,41
Jenne Ayers,,,,,,,,,,,,0,1,1,0,3,1,2,41
Isaiah Thomas,,,,,,,,,,,,,0,0,3,0,0,1,41
Blondell Reynolds Brown,,,,,,,,,,,,,,0,1,0,0,1,41
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,0,0,41
Carla M Cain,,,,,,,,,,,,,,,,0,2,0,41
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,1,0,41
Wilson Alexander,,,,,,,,,,,,,,,,,,0,41
Total,105,37,66,48,47,47,27,22,21,20,16,15,13,8,8,6,6,5,41
