col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,William K Greenlee,Jenne Ayers,Thomas Wyatt,Ed Neilson,Wilson Alexander,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Kai Scott,Abbe Fletman,Mia Roberts Perez,Stella Tsai,Rainy Papademetriou,Chris Mallios,Ken Powell,Daine Grey Jr,Stephanie M Sawyer,Tracy B Roman,Jennifer Schultz,Lyris Younge,Betsy Wahl,Leon A King Ii,Scott Diclaudio,Frances Fattah,Deborah Watson Stokes,Anthony Kyriakakis,Leon Goodman,Brian T Ortelere,Lynne M Summers,Lucretia Clemons,Jon Marshall,Vincent N Melchiorre,Michael Fanning,Wayne M D Bennett,James F Berardinelli,Shanese Johnson,Edward William Louden Jr,Jodi Lobel,Marissa Brumbach,Chris Mccabe,Thomas Martin,Rania Major,Vincent Furlong,Vince Giusini,Joshua Hill,Sandjai Weaver,Sherman Toppin,Tangie M Boston,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,All
Helen Gym,66,770,"1,032",904,577,290,501,314,379,258,259,164,80,131,111,91,"1,197","1,027","1,012",932,858,829,415,509,612,334,527,290,612,439,193,300,302,375,172,303,205,255,116,223,153,195,183,165,76,198,182,209,109,157,87,129,150,114,79,70,50,59,48,All
Blondell Reynolds Brown,,30,671,449,683,306,345,295,513,198,131,267,89,96,140,58,757,604,616,477,394,429,492,496,505,453,325,420,307,373,280,378,305,236,213,198,241,178,161,255,223,181,160,191,120,105,121,147,168,147,155,159,102,101,113,85,72,67,50,All
Sherrie Cohen,,,4,565,469,191,300,150,437,205,149,178,62,116,59,60,833,766,768,650,635,664,352,456,518,294,370,218,434,322,189,190,232,312,128,243,159,180,91,195,155,147,160,124,69,142,139,135,77,116,66,69,113,82,55,52,30,47,34,All
Paul Steinke,,,,16,289,203,280,270,246,137,276,92,55,48,48,47,700,707,571,585,550,578,294,303,319,165,343,144,369,331,112,127,149,275,121,246,108,146,92,102,102,87,174,77,63,139,110,146,77,72,63,63,82,44,53,29,30,25,33,All
W Wilson Goode Jr,,,,,18,218,351,229,369,164,102,228,68,50,142,21,631,481,474,337,266,339,357,382,424,355,235,358,254,289,225,338,251,136,191,105,193,123,129,237,205,146,66,154,90,83,96,121,139,104,114,131,90,87,85,56,48,57,34,All
Derek S Green,,,,,,27,266,263,161,207,196,58,177,77,70,55,289,199,212,151,177,112,317,246,182,316,201,248,135,165,277,220,171,123,239,110,154,134,228,71,103,127,120,118,171,88,93,75,127,99,105,74,86,71,92,58,57,51,47,All
Isaiah Thomas,,,,,,,23,220,172,155,173,80,53,45,54,29,478,312,339,265,258,246,183,249,252,186,197,199,205,195,110,215,189,140,140,94,125,153,109,84,110,138,61,118,65,93,108,101,104,74,73,53,73,82,69,57,29,50,28,All
Allan Domb,,,,,,,,31,174,143,150,90,86,71,66,42,293,248,191,161,159,140,241,198,161,249,183,202,120,169,146,203,134,118,157,120,173,115,149,75,88,108,100,88,103,85,79,70,129,78,121,89,62,55,66,44,42,39,48,All
William K Greenlee,,,,,,,,,1,61,62,215,38,30,37,27,437,386,371,280,281,309,309,328,308,249,156,226,175,191,168,149,142,193,104,138,125,105,84,160,148,68,110,77,42,65,61,68,99,61,73,75,60,50,48,27,36,24,23,All
Jenne Ayers,,,,,,,,,,15,88,38,135,118,42,64,250,184,197,167,154,104,196,185,167,252,207,180,143,126,152,157,142,76,175,103,137,123,143,42,45,89,94,98,117,73,81,66,63,103,61,51,62,69,60,48,26,40,24,All
