col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,1
,Todd Eagen,Michael Wojcik,Anthony Clark,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Will Mega,1
Todd Eagen,4,0,13,9,8,9,10,4,1
Michael Wojcik,,2,13,13,7,9,8,6,1
Anthony Clark,,,4,8,3,3,3,5,1
Tracey L Gordon,,,,0,6,5,3,2,1
Omar Sabir,,,,,9,3,2,1,1
Carol A Jenkins,,,,,,0,9,1,1
Lisa M Deeley,,,,,,,3,1,1
Will Mega,,,,,,,,1,1
Total,34,33,33,26,25,22,22,12,1
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,Michael Wojcik,Todd Eagen,2
Anthony Clark,7,5,11,4,2,4,17,14,2
Carol A Jenkins,,0,4,7,1,1,17,4,2
Tracey L Gordon,,,0,2,2,1,12,6,2
Lisa M Deeley,,,,0,5,0,13,6,2
Omar Sabir,,,,,1,1,4,5,2
Will Mega,,,,,,1,1,7,2
Michael Wojcik,,,,,,,5,0,2
Todd Eagen,,,,,,,,4,2
Total,42,21,21,20,12,9,42,28,2
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,3
,Michael Wojcik,Todd Eagen,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Omar Sabir,Will Mega,3
Michael Wojcik,6,0,12,9,8,3,2,1,3
Todd Eagen,,1,9,11,8,7,5,2,3
Anthony Clark,,,3,8,3,2,4,2,3
Tracey L Gordon,,,,0,5,6,2,1,3
Lisa M Deeley,,,,,1,4,4,0,3
Carol A Jenkins,,,,,,0,0,0,3
Omar Sabir,,,,,,,2,0,3
Will Mega,,,,,,,,1,3
Total,27,23,26,24,20,12,12,4,3
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,Michael Wojcik,Todd Eagen,4
Anthony Clark,7,7,3,6,3,3,10,12,4
Carol A Jenkins,,0,2,3,1,0,7,8,4
Lisa M Deeley,,,0,4,3,0,9,7,4
Tracey L Gordon,,,,0,0,1,5,6,4
Omar Sabir,,,,,1,1,5,5,4
Will Mega,,,,,,1,3,3,4
Michael Wojcik,,,,,,,1,0,4
Todd Eagen,,,,,,,,1,4
Total,33,16,16,15,11,8,26,24,4
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,5
,Todd Eagen,Michael Wojcik,Anthony Clark,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Will Mega,5
Todd Eagen,5,0,22,15,13,9,11,4,5
Michael Wojcik,,4,13,8,5,7,8,3,5
Anthony Clark,,,8,9,6,12,2,2,5
Tracey L Gordon,,,,1,2,6,5,0,5
Omar Sabir,,,,,3,0,10,1,5
Carol A Jenkins,,,,,,1,2,1,5
Lisa M Deeley,,,,,,,1,2,5
Will Mega,,,,,,,,0,5
Total,48,29,47,27,25,23,22,8,5
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,6
,Todd Eagen,Michael Wojcik,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,6
Todd Eagen,3,0,18,10,10,11,3,8,6
Michael Wojcik,,2,15,7,7,4,7,4,6
Anthony Clark,,,3,6,2,1,6,5,6
Tracey L Gordon,,,,3,2,2,5,2,6
Lisa M Deeley,,,,,3,9,1,1,6
Omar Sabir,,,,,,1,0,1,6
Carol A Jenkins,,,,,,,3,0,6
Will Mega,,,,,,,,0,6
Total,42,31,37,24,22,19,16,13,6
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,7
,Lisa M Deeley,Anthony Clark,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,Michael Wojcik,Todd Eagen,7
Lisa M Deeley,2,7,19,6,8,2,14,23,7
Anthony Clark,,8,5,8,5,3,16,15,7
Omar Sabir,,,1,5,2,0,12,16,7
Tracey L Gordon,,,,4,5,1,10,14,7
Carol A Jenkins,,,,,0,0,11,9,7
Will Mega,,,,,,1,5,2,7
Michael Wojcik,,,,,,,4,0,7
Todd Eagen,,,,,,,,0,7
Total,46,44,34,32,22,11,45,43,7
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,8
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,Todd Eagen,Michael Wojcik,8
Anthony Clark,9,6,10,5,7,6,24,17,8
Lisa M Deeley,,1,1,6,5,1,11,6,8
Tracey L Gordon,,,0,7,2,1,11,10,8
Carol A Jenkins,,,,1,0,1,5,11,8
Omar Sabir,,,,,2,1,9,6,8
Will Mega,,,,,,1,7,4,8
Todd Eagen,,,,,,,4,0,8
Michael Wojcik,,,,,,,,1,8
Total,53,22,22,21,18,13,42,32,8
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,9
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Michael Wojcik,Todd Eagen,9
Anthony Clark,10,8,5,9,4,3,19,20,9
Omar Sabir,,2,11,3,2,0,12,14,9
Lisa M Deeley,,,5,3,2,1,8,12,9
Tracey L Gordon,,,,2,1,0,12,7,9
Carol A Jenkins,,,,,1,0,10,3,9
Will Mega,,,,,,0,4,3,9
Michael Wojcik,,,,,,,4,0,9
Todd Eagen,,,,,,,,3,9
Total,53,31,30,23,16,7,47,40,9
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,10
,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Will Mega,Todd Eagen,Michael Wojcik,10
Anthony Clark,6,2,10,3,6,1,15,14,10
Tracey L Gordon,,4,5,4,1,3,9,7,10
Carol A Jenkins,,,0,1,0,0,12,6,10
Lisa M Deeley,,,,1,4,1,5,8,10
Omar Sabir,,,,,1,1,5,2,10
Will Mega,,,,,,0,1,6,10
Todd Eagen,,,,,,,2,0,10
Michael Wojcik,,,,,,,,0,10
Total,38,21,19,18,13,7,30,27,10
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,11
,Anthony Clark,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Will Mega,Michael Wojcik,Todd Eagen,11
Anthony Clark,9,11,4,7,1,4,18,16,11
Omar Sabir,,6,2,1,5,0,8,9,11
Tracey L Gordon,,,1,4,3,1,8,5,11
Carol A Jenkins,,,,0,0,0,5,6,11
Lisa M Deeley,,,,,1,0,4,5,11
Will Mega,,,,,,2,3,1,11
Michael Wojcik,,,,,,,4,0,11
Todd Eagen,,,,,,,,2,11
Total,45,26,17,13,12,8,30,28,11
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,12
,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,Michael Wojcik,Todd Eagen,12
Anthony Clark,9,3,6,4,7,3,20,10,12
Lisa M Deeley,,3,7,1,0,2,5,7,12
Omar Sabir,,,1,0,2,0,6,7,12
Tracey L Gordon,,,,4,1,1,6,2,12
Carol A Jenkins,,,,,1,0,4,4,12
Will Mega,,,,,,0,1,5,12
Michael Wojcik,,,,,,,3,0,12
Todd Eagen,,,,,,,,0,12
Total,45,19,19,14,11,7,31,22,12
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,13
,Anthony Clark,Omar Sabir,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Michael Wojcik,Todd Eagen,13
Anthony Clark,7,5,5,5,6,3,23,17,13
Omar Sabir,,4,11,0,2,1,8,6,13
Lisa M Deeley,,,0,5,0,0,6,10,13
Carol A Jenkins,,,,4,4,3,6,9,13
Tracey L Gordon,,,,,4,1,9,1,13
Will Mega,,,,,,0,3,6,13
Michael Wojcik,,,,,,,4,0,13
Todd Eagen,,,,,,,,1,13
Total,49,25,23,22,18,10,41,29,13
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,14
,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,Todd Eagen,Michael Wojcik,14
Anthony Clark,9,1,2,3,2,5,9,10,14
Lisa M Deeley,,3,9,1,2,0,4,5,14
Omar Sabir,,,2,0,1,0,5,5,14
Tracey L Gordon,,,,2,0,0,4,2,14
Carol A Jenkins,,,,,2,0,3,2,14
Will Mega,,,,,,0,2,3,14
Todd Eagen,,,,,,,2,0,14
Michael Wojcik,,,,,,,,1,14
Total,30,18,18,9,8,5,21,18,14
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,15
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,Michael Wojcik,Todd Eagen,15
Anthony Clark,5,1,4,0,2,0,9,6,15
Lisa M Deeley,,3,5,4,2,0,5,3,15
Omar Sabir,,,2,0,0,0,3,4,15
Carol A Jenkins,,,,3,0,0,3,1,15
Tracey L Gordon,,,,,1,1,2,1,15
Will Mega,,,,,,0,0,0,15
Michael Wojcik,,,,,,,2,0,15
Todd Eagen,,,,,,,,0,15
Total,21,16,13,8,6,1,16,11,15
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,16
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Michael Wojcik,Todd Eagen,16
Anthony Clark,4,5,0,3,2,0,7,9,16
Omar Sabir,,2,8,2,0,0,5,8,16
Lisa M Deeley,,,1,0,1,0,4,3,16
Tracey L Gordon,,,,0,4,0,3,4,16
Carol A Jenkins,,,,,0,0,3,2,16
Will Mega,,,,,,2,1,0,16
Michael Wojcik,,,,,,,3,0,16
Todd Eagen,,,,,,,,1,16
Total,21,20,12,10,8,3,18,18,16
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,17
,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,Michael Wojcik,Todd Eagen,17
Anthony Clark,7,4,4,6,6,5,14,14,17
Lisa M Deeley,,1,6,2,4,0,5,9,17
Omar Sabir,,,1,2,2,1,7,6,17
Tracey L Gordon,,,,2,2,1,7,4,17
Carol A Jenkins,,,,,0,0,8,5,17
Will Mega,,,,,,1,3,7,17
Michael Wojcik,,,,,,,2,0,17
Todd Eagen,,,,,,,,1,17
Total,37,18,18,16,14,12,28,26,17
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,18
,Anthony Clark,Omar Sabir,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Michael Wojcik,Todd Eagen,18
Anthony Clark,8,8,3,4,5,5,19,14,18
Omar Sabir,,3,8,2,0,3,9,7,18
Lisa M Deeley,,,2,3,0,0,3,6,18
Carol A Jenkins,,,,0,4,0,3,7,18
Tracey L Gordon,,,,,3,0,4,4,18
Will Mega,,,,,,1,5,5,18
Michael Wojcik,,,,,,,4,0,18
Todd Eagen,,,,,,,,4,18
Total,44,25,16,15,14,11,31,29,18
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,19
,Anthony Clark,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,Lisa M Deeley,Michael Wojcik,Todd Eagen,19
Anthony Clark,11,6,3,4,4,1,14,13,19
Omar Sabir,,0,1,1,1,6,6,7,19
Tracey L Gordon,,,3,5,1,3,8,4,19
Carol A Jenkins,,,,0,2,1,10,3,19
Will Mega,,,,,1,0,4,7,19
Lisa M Deeley,,,,,,2,6,1,19
Michael Wojcik,,,,,,,5,0,19
Todd Eagen,,,,,,,,3,19
Total,40,18,18,15,14,13,35,26,19
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,20
,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Omar Sabir,Will Mega,Michael Wojcik,Todd Eagen,20
Anthony Clark,6,5,4,3,8,2,8,19,20
Tracey L Gordon,,2,3,4,0,0,4,6,20
Lisa M Deeley,,,0,3,2,0,8,7,20
Carol A Jenkins,,,,0,0,2,7,3,20
Omar Sabir,,,,,0,0,5,2,20
Will Mega,,,,,,2,2,2,20
Michael Wojcik,,,,,,,2,0,20
Todd Eagen,,,,,,,,2,20
Total,39,18,17,14,11,6,26,26,20
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,21
,Anthony Clark,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Will Mega,Todd Eagen,Michael Wojcik,21
