col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Jenne Ayers,Sherrie Cohen,Thomas Wyatt,W Wilson Goode Jr,Carla M Cain,Helen Gym,Isaiah Thomas,Blondell Reynolds Brown,Marnie Aument Loughrey,Wilson Alexander,Michael Wojcik,Todd Eagen,1
Ed Neilson,12,12,10,13,9,6,3,8,5,7,5,7,3,5,0,1,12,8,1
Allan Domb,,2,9,8,8,11,3,3,8,3,3,6,3,1,2,2,11,4,1
Frank Rizzo,,,2,5,2,4,4,7,2,5,3,3,3,1,3,2,8,7,1
William K Greenlee,,,,0,4,3,4,6,4,6,3,4,2,5,1,0,9,6,1
Derek S Green,,,,,2,5,3,3,5,3,3,2,3,3,1,2,9,6,1
Paul Steinke,,,,,,1,2,3,10,3,3,5,5,1,1,1,9,4,1
Jenne Ayers,,,,,,,1,7,2,3,8,0,2,2,5,1,8,7,1
Sherrie Cohen,,,,,,,,1,2,4,8,3,0,2,3,0,6,9,1
Thomas Wyatt,,,,,,,,,1,2,2,2,5,1,1,0,9,3,1
W Wilson Goode Jr,,,,,,,,,,0,2,4,5,6,0,2,6,6,1
Carla M Cain,,,,,,,,,,,0,2,0,2,4,0,6,6,1
Helen Gym,,,,,,,,,,,,0,3,3,0,0,5,4,1
Isaiah Thomas,,,,,,,,,,,,,1,2,1,1,6,2,1
Blondell Reynolds Brown,,,,,,,,,,,,,,0,1,1,3,4,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,2,3,1
Wilson Alexander,,,,,,,,,,,,,,,,0,2,1,1
Michael Wojcik,,,,,,,,,,,,,,,,,3,0,1
Todd Eagen,,,,,,,,,,,,,,,,,,3,1
Total,41,29,24,22,21,20,17,17,16,16,12,12,12,10,6,4,33,25,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Ed Neilson,Derek S Green,Allan Domb,Frank Rizzo,Thomas Wyatt,Jenne Ayers,Blondell Reynolds Brown,Helen Gym,Sherrie Cohen,William K Greenlee,Paul Steinke,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,Michael Wojcik,Todd Eagen,2
Ed Neilson,10,16,7,10,7,8,14,12,4,13,8,4,5,2,6,2,16,17,2
Derek S Green,,1,9,6,10,8,16,11,5,13,7,6,8,4,6,7,14,16,2
Allan Domb,,,2,11,9,7,3,3,10,1,8,5,4,4,3,5,16,10,2
Frank Rizzo,,,,1,5,6,6,3,9,4,5,5,3,1,4,2,14,9,2
Thomas Wyatt,,,,,4,10,2,5,8,2,7,4,4,2,1,4,10,8,2
Jenne Ayers,,,,,,1,3,4,8,1,7,7,1,3,0,5,15,5,2
Blondell Reynolds Brown,,,,,,,1,5,2,11,0,3,4,4,6,2,9,10,2
Helen Gym,,,,,,,,0,7,7,5,3,3,3,2,0,11,7,2
Sherrie Cohen,,,,,,,,,0,1,7,5,3,5,1,2,11,9,2
William K Greenlee,,,,,,,,,,0,1,0,2,1,4,0,9,9,2
Paul Steinke,,,,,,,,,,,0,4,3,2,0,0,7,8,2
Carla M Cain,,,,,,,,,,,,0,1,3,0,2,7,6,2
Isaiah Thomas,,,,,,,,,,,,,0,1,4,1,7,2,2
Marnie Aument Loughrey,,,,,,,,,,,,,,0,1,1,6,4,2
W Wilson Goode Jr,,,,,,,,,,,,,,,0,1,4,5,2
Wilson Alexander,,,,,,,,,,,,,,,,0,4,5,2
Michael Wojcik,,,,,,,,,,,,,,,,,1,0,2
Todd Eagen,,,,,,,,,,,,,,,,,,3,2
Total,49,36,33,28,26,23,22,22,21,21,20,15,12,10,10,10,42,39,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Ed Neilson,Allan Domb,Frank Rizzo,Derek S Green,William K Greenlee,Helen Gym,Jenne Ayers,Paul Steinke,Blondell Reynolds Brown,Sherrie Cohen,Thomas Wyatt,W Wilson Goode Jr,Isaiah Thomas,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Michael Wojcik,Todd Eagen,3
Ed Neilson,12,11,10,6,11,5,4,4,6,2,3,3,3,2,0,0,10,11,3
Allan Domb,,2,14,7,6,6,6,6,5,5,2,6,2,0,2,0,12,8,3
Frank Rizzo,,,2,6,9,5,8,3,3,5,1,5,3,2,1,0,9,11,3
Derek S Green,,,,2,6,6,3,4,6,3,4,3,3,1,0,0,11,6,3
William K Greenlee,,,,,1,5,4,2,6,3,0,4,3,1,1,0,3,11,3
Helen Gym,,,,,,0,6,5,4,2,4,3,1,2,1,0,8,6,3
Jenne Ayers,,,,,,,0,3,3,3,1,3,1,1,3,1,6,8,3
Paul Steinke,,,,,,,,0,0,1,7,1,3,0,2,0,3,6,3
Blondell Reynolds Brown,,,,,,,,,0,3,1,5,2,1,4,1,6,5,3
Sherrie Cohen,,,,,,,,,,1,2,2,3,2,2,1,4,5,3
Thomas Wyatt,,,,,,,,,,,0,0,4,1,2,0,5,3,3
W Wilson Goode Jr,,,,,,,,,,,,0,2,0,2,0,6,4,3
Isaiah Thomas,,,,,,,,,,,,,0,2,0,0,2,5,3
Wilson Alexander,,,,,,,,,,,,,,1,0,0,2,2,3
Carla M Cain,,,,,,,,,,,,,,,0,1,2,4,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,1,3
Michael Wojcik,,,,,,,,,,,,,,,,,1,0,3
Todd Eagen,,,,,,,,,,,,,,,,,,1,3
Total,40,29,26,23,18,15,15,14,13,11,10,10,9,7,6,1,31,27,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Allan Domb,Frank Rizzo,Ed Neilson,Paul Steinke,Thomas Wyatt,William K Greenlee,Derek S Green,Helen Gym,Sherrie Cohen,Carla M Cain,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,Michael Wojcik,Todd Eagen,4
Allan Domb,2,14,10,16,16,7,9,12,7,7,4,5,5,3,2,2,18,10,4
Frank Rizzo,,3,13,13,9,10,6,1,6,2,2,2,3,2,2,1,16,9,4
Ed Neilson,,,6,11,6,12,5,5,3,0,4,2,2,2,1,0,8,9,4
Paul Steinke,,,,0,13,7,5,8,3,1,2,4,2,3,3,0,13,8,4
Thomas Wyatt,,,,,2,5,8,5,4,6,2,4,2,2,1,3,9,9,4
William K Greenlee,,,,,,2,7,5,5,1,3,3,1,2,2,1,8,7,4
Derek S Green,,,,,,,1,5,2,0,3,4,4,1,1,3,10,6,4
Helen Gym,,,,,,,,1,5,2,2,2,2,3,2,0,5,9,4
Sherrie Cohen,,,,,,,,,0,2,3,1,1,1,2,1,7,6,4
Carla M Cain,,,,,,,,,,1,1,1,2,0,0,1,4,4,4
Blondell Reynolds Brown,,,,,,,,,,,0,1,0,0,4,1,4,4,4
Isaiah Thomas,,,,,,,,,,,,0,0,0,2,1,2,3,4
Jenne Ayers,,,,,,,,,,,,,0,1,0,3,5,3,4
Marnie Aument Loughrey,,,,,,,,,,,,,,0,1,0,1,4,4
W Wilson Goode Jr,,,,,,,,,,,,,,,0,1,2,4,4
Wilson Alexander,,,,,,,,,,,,,,,,0,4,1,4
Michael Wojcik,,,,,,,,,,,,,,,,,2,0,4
Todd Eagen,,,,,,,,,,,,,,,,,,2,4
Total,41,33,32,27,26,23,21,19,14,12,10,9,8,6,6,5,34,30,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,5
,Allan Domb,Frank Rizzo,Ed Neilson,Derek S Green,William K Greenlee,Paul Steinke,Helen Gym,Thomas Wyatt,Sherrie Cohen,Blondell Reynolds Brown,Jenne Ayers,Marnie Aument Loughrey,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Isaiah Thomas,Michael Wojcik,Todd Eagen,5
Allan Domb,3,20,13,14,11,21,10,12,10,9,9,9,7,4,5,3,21,18,5
Frank Rizzo,,2,17,13,12,15,5,17,8,6,5,6,5,2,1,3,23,17,5
Ed Neilson,,,4,10,13,12,13,9,9,5,1,3,7,1,2,2,12,12,5
Derek S Green,,,,2,5,7,8,4,5,7,7,9,3,3,4,2,9,19,5
William K Greenlee,,,,,0,10,13,9,9,5,4,1,4,2,1,1,10,9,5
Paul Steinke,,,,,,0,6,8,3,1,4,4,4,2,3,5,13,10,5
Helen Gym,,,,,,,0,5,6,5,3,3,4,3,1,1,11,8,5
Thomas Wyatt,,,,,,,,1,6,3,4,2,2,3,0,2,11,7,5
Sherrie Cohen,,,,,,,,,1,4,5,1,1,2,1,1,7,11,5
Blondell Reynolds Brown,,,,,,,,,,1,3,4,6,0,1,0,8,7,5
Jenne Ayers,,,,,,,,,,,0,4,0,3,2,0,6,11,5
Marnie Aument Loughrey,,,,,,,,,,,,0,0,2,0,0,6,6,5
W Wilson Goode Jr,,,,,,,,,,,,,0,0,1,1,9,1,5
Carla M Cain,,,,,,,,,,,,,,1,1,0,4,4,5
Wilson Alexander,,,,,,,,,,,,,,,0,0,1,5,5
Isaiah Thomas,,,,,,,,,,,,,,,,0,3,1,5
Michael Wojcik,,,,,,,,,,,,,,,,,3,0,5
Todd Eagen,,,,,,,,,,,,,,,,,,0,5
Total,50,48,39,34,31,30,27,25,22,17,17,13,13,9,7,6,44,42,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,6
,Allan Domb,Ed Neilson,William K Greenlee,Frank Rizzo,Derek S Green,Paul Steinke,Helen Gym,Thomas Wyatt,Blondell Reynolds Brown,Isaiah Thomas,Sherrie Cohen,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,Jenne Ayers,Todd Eagen,Michael Wojcik,6
Allan Domb,7,9,9,14,5,11,9,8,2,7,2,2,4,2,2,0,12,10,6
Ed Neilson,,4,15,7,10,9,7,4,8,3,3,1,1,2,2,0,14,6,6
William K Greenlee,,,0,5,8,5,10,1,7,2,5,1,1,2,1,0,10,8,6
Frank Rizzo,,,,2,1,4,4,3,0,2,2,1,3,0,1,0,8,8,6
Derek S Green,,,,,1,6,4,4,6,6,0,0,2,1,0,1,13,5,6
Paul Steinke,,,,,,0,8,8,1,7,2,2,1,2,1,0,8,8,6
Helen Gym,,,,,,,0,4,6,5,1,0,2,1,3,0,8,8,6
Thomas Wyatt,,,,,,,,0,1,5,1,1,2,3,0,0,6,3,6
Blondell Reynolds Brown,,,,,,,,,1,0,0,0,0,1,2,0,7,2,6
Isaiah Thomas,,,,,,,,,,0,1,0,2,0,2,0,7,3,6
Sherrie Cohen,,,,,,,,,,,0,1,0,0,0,1,1,3,6
Carla M Cain,,,,,,,,,,,,1,0,0,0,1,1,1,6
Wilson Alexander,,,,,,,,,,,,,0,0,1,0,2,3,6
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,0,1,1,6
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,1,3,6
Jenne Ayers,,,,,,,,,,,,,,,,0,0,2,6
Todd Eagen,,,,,,,,,,,,,,,,,2,0,6
Michael Wojcik,,,,,,,,,,,,,,,,,,1,6
Total,35,32,25,22,20,19,18,12,11,11,9,5,5,4,4,3,29,24,6
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,7
,Ed Neilson,Derek S Green,Allan Domb,Paul Steinke,Thomas Wyatt,Frank Rizzo,William K Greenlee,Sherrie Cohen,Helen Gym,Jenne Ayers,W Wilson Goode Jr,Blondell Reynolds Brown,Isaiah Thomas,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,Michael Wojcik,Todd Eagen,7
Ed Neilson,6,9,13,10,7,10,15,9,5,1,4,6,2,2,1,0,15,9,7
Derek S Green,,0,8,8,9,7,7,8,3,6,9,3,5,2,4,1,11,10,7
Allan Domb,,,1,7,8,7,4,7,4,3,1,2,0,1,3,2,9,8,7
Paul Steinke,,,,0,15,5,6,8,7,4,4,2,3,3,0,0,7,10,7
Thomas Wyatt,,,,,0,3,4,8,4,6,4,2,5,3,1,0,4,12,7
Frank Rizzo,,,,,,0,7,2,4,4,5,3,2,2,1,0,10,4,7
William K Greenlee,,,,,,,0,4,6,3,4,6,5,2,1,0,12,7,7
Sherrie Cohen,,,,,,,,0,7,2,1,2,2,1,0,1,9,5,7
Helen Gym,,,,,,,,,1,1,1,3,3,2,0,0,7,4,7
Jenne Ayers,,,,,,,,,,2,1,2,1,2,3,0,6,4,7
W Wilson Goode Jr,,,,,,,,,,,0,3,7,1,0,0,5,3,7
