col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Jim Kenney,Nelson Diaz,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,1
Jim Kenney,22,0,0,0,0,0,74,67,37,41,7,6,1
Nelson Diaz,,10,0,0,0,0,10,10,3,3,1,1,1
Lynne M Abraham,,,6,0,0,0,7,9,8,1,1,1,1
Anthony Hardy Williams,,,,2,0,0,8,3,8,8,0,1,1
Doug Oliver,,,,,0,0,8,9,6,1,1,0,1
T Milton Street Sr,,,,,,1,0,1,1,0,0,0,1
Kevin M Dougherty,,,,,,,0,59,39,34,4,3,1
Anne E Lazarus,,,,,,,,1,38,24,5,5,1
Christine Donohue,,,,,,,,,1,18,5,4,1
David Wecht,,,,,,,,,,4,1,3,1
John Henry Foradora,,,,,,,,,,,0,1,1
Dwayne D Woodruff,,,,,,,,,,,,0,1
Total,131,27,19,16,11,3,108,100,64,59,10,9,1
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,2
,Jim Kenney,Lynne M Abraham,Nelson Diaz,Anthony Hardy Williams,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,2
Jim Kenney,21,0,0,0,0,0,82,64,37,36,7,4,2
Lynne M Abraham,,4,0,0,0,0,12,10,6,6,1,3,2
Nelson Diaz,,,1,0,0,0,3,3,5,3,1,0,2
Anthony Hardy Williams,,,,1,0,0,3,3,4,1,0,0,2
Doug Oliver,,,,,1,0,1,5,3,3,0,1,2
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,2
Kevin M Dougherty,,,,,,,1,55,39,29,5,4,2
Anne E Lazarus,,,,,,,,0,38,28,4,5,2
Christine Donohue,,,,,,,,,0,15,4,3,2
David Wecht,,,,,,,,,,0,3,2,2
John Henry Foradora,,,,,,,,,,,0,1,2
Dwayne D Woodruff,,,,,,,,,,,,0,2
Total,128,23,7,6,6,0,103,85,56,51,9,8,2
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,3
,Nelson Diaz,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,3
Nelson Diaz,16,0,0,0,0,0,11,7,10,3,3,0,3
Jim Kenney,,4,0,0,0,0,9,6,3,3,3,2,3
Anthony Hardy Williams,,,3,0,0,0,5,3,3,3,0,0,3
Doug Oliver,,,,2,0,0,0,0,0,0,0,0,3
Lynne M Abraham,,,,,1,0,1,0,1,0,0,0,3
T Milton Street Sr,,,,,,0,0,2,1,1,0,0,3
Kevin M Dougherty,,,,,,,1,13,14,4,4,1,3
Christine Donohue,,,,,,,,1,9,7,1,1,3
Anne E Lazarus,,,,,,,,,0,1,2,0,3
David Wecht,,,,,,,,,,0,0,1,3
Dwayne D Woodruff,,,,,,,,,,,0,0,3
John Henry Foradora,,,,,,,,,,,,0,3
Total,31,16,11,2,2,2,27,19,18,10,6,2,3
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,4
,Jim Kenney,Lynne M Abraham,Doug Oliver,Anthony Hardy Williams,Nelson Diaz,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,4
Jim Kenney,12,0,0,0,0,0,69,50,34,28,7,2,4
Lynne M Abraham,,2,0,0,0,0,12,9,4,7,1,2,4
Doug Oliver,,,1,0,0,0,2,5,2,2,1,0,4
Anthony Hardy Williams,,,,1,0,0,2,2,1,2,0,0,4
Nelson Diaz,,,,,1,0,1,2,1,1,0,0,4
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,4
Kevin M Dougherty,,,,,,,3,45,23,26,4,2,4
Anne E Lazarus,,,,,,,,1,25,32,4,2,4
David Wecht,,,,,,,,,0,13,4,1,4
Christine Donohue,,,,,,,,,,0,4,2,4
John Henry Foradora,,,,,,,,,,,0,0,4
Dwayne D Woodruff,,,,,,,,,,,,0,4
Total,107,18,7,4,3,0,90,69,44,43,10,4,4
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,5
,Jim Kenney,Lynne M Abraham,Doug Oliver,Anthony Hardy Williams,Nelson Diaz,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,5
Jim Kenney,14,0,0,0,0,0,67,51,37,26,6,5,5
Lynne M Abraham,,3,0,0,0,0,4,4,3,0,1,0,5
Doug Oliver,,,1,0,0,0,2,5,1,2,1,1,5
Anthony Hardy Williams,,,,0,0,0,0,2,3,2,0,0,5
Nelson Diaz,,,,,0,0,1,1,2,3,1,0,5
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,5
Kevin M Dougherty,,,,,,,1,41,27,16,4,5,5
Anne E Lazarus,,,,,,,,0,31,19,5,3,5
Christine Donohue,,,,,,,,,0,15,4,3,5
David Wecht,,,,,,,,,,0,1,0,5
John Henry Foradora,,,,,,,,,,,0,1,5
Dwayne D Woodruff,,,,,,,,,,,,0,5
Total,102,9,7,4,4,0,76,64,46,33,9,6,5
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,6
,Jim Kenney,Doug Oliver,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,6
Jim Kenney,10,0,0,0,0,0,48,43,20,22,5,4,6
Doug Oliver,,1,0,0,0,0,4,5,5,4,3,1,6
Lynne M Abraham,,,2,0,0,0,4,3,1,1,0,0,6
Anthony Hardy Williams,,,,0,0,0,2,3,4,0,1,0,6
Nelson Diaz,,,,,2,0,0,0,0,0,0,0,6
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,6
Kevin M Dougherty,,,,,,,0,38,15,15,4,2,6
