col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Michael Fanning,,,,,,,,,86,"2,695","1,349","2,598","1,319","1,171",584,"1,319","3,039","2,998",475,786,579,555,542,567,344,541,501,400,298,452,309,296,403,431,301,385,347,465,288,253,364,334,273,211,All
Abbe Fletman,,,,,,,,,,23,"1,623","2,644","1,899","1,385",729,"1,149","2,765","2,685","1,166",664,702,607,557,511,501,501,503,713,719,440,554,564,311,474,279,369,275,384,224,384,359,192,167,176,All
Lyris Younge,,,,,,,,,,,135,879,"2,309","2,338","1,560","1,739","1,119","1,042","1,111","1,143","1,466",937,963,945,"1,381",786,754,688,599,830,609,524,516,487,464,419,414,521,424,456,359,435,239,205,All
Thomas Martin,,,,,,,,,,,,49,973,742,"1,008",808,"2,221","2,222",799,905,797,895,766,843,554,697,743,635,461,602,425,405,490,477,461,444,561,343,319,384,395,262,368,254,All
Daine Grey Jr,,,,,,,,,,,,,89,"1,767","1,462","1,906","1,111",949,"1,374","1,256","1,077","1,032","1,112",996,918,717,928,"1,038",944,781,655,625,608,525,595,434,554,475,476,469,364,474,341,227,All
Scott Diclaudio,,,,,,,,,,,,,,197,"1,643","1,055",910,944,"1,043",578,"1,610",625,726,533,"1,433",405,693,685,885,489,354,398,445,469,396,253,383,276,266,442,280,177,350,283,All
Leon Goodman,,,,,,,,,,,,,,,114,861,368,334,"1,217","1,035","1,693",912,"1,131",855,"1,376",610,908,879,826,594,380,456,566,454,517,334,587,349,388,387,324,272,381,282,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,67,"1,078",916,953,"1,671",450,"1,096",952,"1,133",378,815,678,473,390,680,816,728,616,400,512,638,410,467,590,311,402,572,278,243,All
Chris Mallios,,,,,,,,,,,,,,,,,3,"2,921",410,538,312,350,374,326,182,295,317,241,251,329,348,274,195,354,216,203,234,426,143,235,211,246,153,159,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,15,319,415,296,327,287,300,196,324,232,259,227,261,227,267,171,278,237,201,183,292,123,225,269,109,155,225,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,109,933,947,"1,112",742,861,835,690,764,"1,004","1,030",520,768,718,619,564,463,653,505,375,348,462,365,321,324,262,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,48,480,"1,224","1,053","1,180",441,947,711,555,410,674,756,786,639,423,613,597,501,613,653,265,468,560,334,239,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,131,555,613,485,"1,222",427,564,632,661,415,233,255,352,444,307,291,366,192,179,302,279,175,247,180,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,48,842,"1,086",532,832,655,597,389,526,707,584,702,390,400,591,545,337,462,357,408,362,354,273,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,34,890,544,661,882,564,525,627,465,539,543,531,508,290,541,366,448,355,246,265,353,238,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,22,437,729,595,492,284,495,597,550,627,314,489,473,439,289,584,251,314,398,325,211,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,112,305,518,607,599,371,229,256,335,303,276,199,314,187,168,317,135,146,223,175,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,20,393,356,247,453,513,582,517,441,382,583,356,296,371,228,441,276,253,184,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,31,515,449,442,363,361,479,485,410,283,469,285,354,488,205,194,450,183,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,688,376,285,256,351,324,285,221,359,237,220,308,204,164,219,221,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,336,227,308,238,348,315,190,323,213,188,366,185,102,214,202,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,292,318,303,310,315,174,343,351,218,229,235,298,218,150,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,567,420,407,268,573,277,296,290,317,331,239,157,165,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,460,340,402,433,261,235,308,255,327,224,162,162,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,254,392,410,269,177,350,225,233,243,282,156,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,282,403,301,322,151,423,296,139,171,228,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,246,210,154,260,256,226,190,207,164,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,228,231,250,250,359,218,140,94,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,221,197,189,187,149,254,152,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,141,199,214,269,145,187,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,130,134,241,193,104,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,136,83,147,180,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,115,162,143,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,110,102,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,144,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,All
Total,"19,924","9,232","8,716","8,389","7,283","6,328","6,304","6,249","6,101","5,592","5,559","5,367","5,278","4,865","4,390","4,384","4,276","4,116","3,826","3,819","3,448","3,202","3,152","3,061","2,894","2,475","2,474","2,445","2,206","2,099","2,064","1,936","1,888","1,857","1,674","1,592","1,578","1,496","1,487","1,414","1,402","1,206","1,129",910,All
