col_1,col_2,division
,District Council 1st District - Democrat,All
,Mark F Squilla,All
Mark F Squilla,"2,398",All
Total,"2,398",All
,District Council 1st District - Democrat,1
,Mark F Squilla,1
Mark F Squilla,92,1
Total,92,1
,District Council 1st District - Democrat,2
,Mark F Squilla,2
Mark F Squilla,108,2
Total,108,2
,District Council 1st District - Democrat,3
,Mark F Squilla,3
Mark F Squilla,132,3
Total,132,3
,District Council 1st District - Democrat,4
,Mark F Squilla,4
Mark F Squilla,111,4
Total,111,4
,District Council 1st District - Democrat,5
,Mark F Squilla,5
Mark F Squilla,59,5
Total,59,5
,District Council 1st District - Democrat,6
,Mark F Squilla,6
Mark F Squilla,229,6
Total,229,6
,District Council 1st District - Democrat,7
,Mark F Squilla,7
Mark F Squilla,49,7
Total,49,7
,District Council 1st District - Democrat,8
,Mark F Squilla,8
Mark F Squilla,51,8
Total,51,8
,District Council 1st District - Democrat,9
,Mark F Squilla,9
Mark F Squilla,95,9
Total,95,9
,District Council 1st District - Democrat,10
,Mark F Squilla,10
Mark F Squilla,92,10
Total,92,10
,District Council 1st District - Democrat,11
,Mark F Squilla,11
Mark F Squilla,162,11
Total,162,11
,District Council 1st District - Democrat,12
,Mark F Squilla,12
Mark F Squilla,59,12
Total,59,12
,District Council 1st District - Democrat,13
,Mark F Squilla,13
Mark F Squilla,86,13
Total,86,13
,District Council 1st District - Democrat,14
,Mark F Squilla,14
Mark F Squilla,85,14
Total,85,14
,District Council 1st District - Democrat,15
,Mark F Squilla,15
Mark F Squilla,147,15
Total,147,15
,District Council 1st District - Democrat,16
,Mark F Squilla,16
Mark F Squilla,66,16
Total,66,16
,District Council 1st District - Democrat,17
,Mark F Squilla,17
Mark F Squilla,143,17
Total,143,17
,District Council 1st District - Democrat,18
,Mark F Squilla,18
Mark F Squilla,177,18
Total,177,18
,District Council 1st District - Democrat,19
,Mark F Squilla,19
Mark F Squilla,187,19
Total,187,19
,District Council 1st District - Democrat,20
,Mark F Squilla,20
Mark F Squilla,108,20
Total,108,20
,District Council 1st District - Democrat,21
,Mark F Squilla,21
Mark F Squilla,160,21
Total,160,21
