col_1,col_2,col_3,division
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,1
,Brian J O Neill,Paul Lalley,1
Brian J O Neill,3,5,1
Paul Lalley,,0,1
Total,8,5,1
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,2
,Brian J O Neill,Paul Lalley,2
Brian J O Neill,0,7,2
Paul Lalley,,0,2
Total,7,7,2
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,3
,Brian J O Neill,Paul Lalley,3
Brian J O Neill,10,18,3
Paul Lalley,,1,3
Total,28,19,3
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,4
,Brian J O Neill,Paul Lalley,4
Brian J O Neill,19,59,4
Paul Lalley,,5,4
Total,78,64,4
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,5
,Paul Lalley,Brian J O Neill,5
Paul Lalley,10,23,5
Brian J O Neill,,2,5
Total,33,25,5
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,6
,Brian J O Neill,Paul Lalley,6
Brian J O Neill,5,20,6
Paul Lalley,,2,6
Total,25,22,6
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,7
,Brian J O Neill,Paul Lalley,7
Brian J O Neill,12,20,7
Paul Lalley,,4,7
Total,32,24,7
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,8
,Brian J O Neill,Paul Lalley,8
Brian J O Neill,3,8,8
Paul Lalley,,2,8
Total,11,10,8
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,9
,Brian J O Neill,Paul Lalley,9
Brian J O Neill,10,20,9
Paul Lalley,,3,9
Total,30,23,9
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,10
,Brian J O Neill,Paul Lalley,10
Brian J O Neill,6,22,10
Paul Lalley,,3,10
Total,28,25,10
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,11
,Paul Lalley,Brian J O Neill,11
Paul Lalley,9,18,11
Brian J O Neill,,8,11
Total,27,26,11
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,12
,Paul Lalley,Brian J O Neill,12
Paul Lalley,7,18,12
Brian J O Neill,,2,12
Total,25,20,12
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,13
,Paul Lalley,Brian J O Neill,13
Paul Lalley,9,18,13
Brian J O Neill,,8,13
Total,27,26,13
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,14
,Brian J O Neill,Paul Lalley,14
Brian J O Neill,5,9,14
Paul Lalley,,0,14
Total,14,9,14
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,15
,Paul Lalley,Brian J O Neill,15
Paul Lalley,3,4,15
Brian J O Neill,,0,15
Total,7,4,15
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,16
,Brian J O Neill,Paul Lalley,16
Brian J O Neill,12,45,16
Paul Lalley,,8,16
Total,57,53,16
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,17
,Brian J O Neill,Paul Lalley,17
Brian J O Neill,8,12,17
Paul Lalley,,2,17
Total,20,14,17
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,18
,Paul Lalley,Brian J O Neill,18
Paul Lalley,2,7,18
Brian J O Neill,,0,18
Total,9,7,18
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,19
,Paul Lalley,Brian J O Neill,19
Paul Lalley,12,20,19
Brian J O Neill,,6,19
Total,32,26,19
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,20
,Paul Lalley,Brian J O Neill,20
Paul Lalley,2,15,20
Brian J O Neill,,1,20
Total,17,16,20
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,21
,Brian J O Neill,Paul Lalley,21
Brian J O Neill,14,33,21
Paul Lalley,,6,21
Total,47,39,21
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,22
,Brian J O Neill,Paul Lalley,22
Brian J O Neill,7,28,22
Paul Lalley,,3,22
Total,35,31,22
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,23
,Brian J O Neill,Paul Lalley,23
Brian J O Neill,7,26,23
Paul Lalley,,1,23
Total,33,27,23
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,24
,Brian J O Neill,Paul Lalley,24
Brian J O Neill,15,23,24
Paul Lalley,,4,24
Total,38,27,24
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,25
,Paul Lalley,Brian J O Neill,25
Paul Lalley,9,14,25
Brian J O Neill,,4,25
Total,23,18,25
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,26
,Paul Lalley,Brian J O Neill,26
Paul Lalley,7,12,26
Brian J O Neill,,5,26
Total,19,17,26
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,27
,Brian J O Neill,Paul Lalley,27
Brian J O Neill,3,15,27
Paul Lalley,,3,27
Total,18,18,27
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,28
,Brian J O Neill,Paul Lalley,28
Brian J O Neill,6,12,28
Paul Lalley,,5,28
Total,18,17,28
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,29
,Brian J O Neill,Paul Lalley,29
Brian J O Neill,12,31,29
Paul Lalley,,3,29
Total,43,34,29
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,30
,Brian J O Neill,Paul Lalley,30
Brian J O Neill,5,13,30
Paul Lalley,,2,30
Total,18,15,30
,Judge Of The Commonwealth Court - Republican,District Council 10th District - Republican,31
,Paul Lalley,Brian J O Neill,31
Paul Lalley,2,15,31
Brian J O Neill,,1,31
Total,17,16,31
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,32
,Brian J O Neill,Paul Lalley,32
Brian J O Neill,1,12,32
Paul Lalley,,0,32
Total,13,12,32
,District Council 10th District - Republican,Judge Of The Commonwealth Court - Republican,33
