col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 7th District - Democrat,,Mayor - Democrat,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Jim Kenney,Nelson Diaz,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,All
Maria Quinones Sanchez,95,0,208,209,145,30,21,16,All
Manny Morales,,45,113,114,79,10,15,7,All
Jim Kenney,,,81,0,0,0,0,0,All
Nelson Diaz,,,,64,0,0,0,0,All
Anthony Hardy Williams,,,,,60,0,0,0,All
Doug Oliver,,,,,,15,0,0,All
Lynne M Abraham,,,,,,,13,0,All
T Milton Street Sr,,,,,,,,3,All
Total,724,383,402,387,284,55,49,26,All
,District Council 7th District - Democrat,,Mayor - Democrat,,,,,,2
,Maria Quinones Sanchez,Manny Morales,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,Lynne M Abraham,T Milton Street Sr,2
Maria Quinones Sanchez,7,0,31,25,19,7,4,1,2
Manny Morales,,5,9,9,10,3,1,1,2
Jim Kenney,,,8,0,0,0,0,0,2
Anthony Hardy Williams,,,,8,0,0,0,0,2
Nelson Diaz,,,,,9,0,0,0,2
Doug Oliver,,,,,,2,0,0,2
Lynne M Abraham,,,,,,,1,0,2
T Milton Street Sr,,,,,,,,0,2
Total,94,38,48,42,38,12,6,2,2
,District Council 7th District - Democrat,,Mayor - Democrat,,,,,,3
,Maria Quinones Sanchez,Manny Morales,Jim Kenney,Nelson Diaz,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,3
Maria Quinones Sanchez,8,0,26,8,8,2,2,1,3
Manny Morales,,2,9,8,6,2,2,2,3
Jim Kenney,,,11,0,0,0,0,0,3
Nelson Diaz,,,,2,0,0,0,0,3
Anthony Hardy Williams,,,,,3,0,0,0,3
Doug Oliver,,,,,,2,0,0,3
Lynne M Abraham,,,,,,,1,0,3
T Milton Street Sr,,,,,,,,0,3
Total,55,31,46,18,17,6,5,3,3
,District Council 7th District - Democrat,,Mayor - Democrat,,,,,,4
,Maria Quinones Sanchez,Manny Morales,Anthony Hardy Williams,Jim Kenney,Nelson Diaz,Doug Oliver,Lynne M Abraham,T Milton Street Sr,4
Maria Quinones Sanchez,5,0,22,23,13,2,0,0,4
Manny Morales,,3,7,4,5,1,1,0,4
Anthony Hardy Williams,,,5,0,0,0,0,0,4
Jim Kenney,,,,2,0,0,0,0,4
Nelson Diaz,,,,,3,0,0,0,4
Doug Oliver,,,,,,2,0,0,4
Lynne M Abraham,,,,,,,1,0,4
T Milton Street Sr,,,,,,,,0,4
Total,65,21,34,29,21,5,2,0,4
,District Council 7th District - Democrat,,Mayor - Democrat,,,,,,5
