col_1,col_2,col_3,division
,District Council 9th District - Republican,Register Of Wills - Republican,1
,Kevin Strickland,Ross Feinberg,1
Kevin Strickland,1,1,1
Ross Feinberg,,1,1
Total,2,2,1
,District Council 9th District - Republican,Register Of Wills - Republican,2
,Kevin Strickland,Ross Feinberg,2
Kevin Strickland,0,3,2
Ross Feinberg,,0,2
Total,3,3,2
,District Council 9th District - Republican,Register Of Wills - Republican,3
,Kevin Strickland,Ross Feinberg,3
Kevin Strickland,0,4,3
Ross Feinberg,,0,3
Total,4,4,3
,District Council 9th District - Republican,Register Of Wills - Republican,4
,Kevin Strickland,Ross Feinberg,4
Kevin Strickland,0,3,4
Ross Feinberg,,0,4
Total,3,3,4
,District Council 9th District - Republican,Register Of Wills - Republican,5
,Kevin Strickland,Ross Feinberg,5
Kevin Strickland,1,0,5
Ross Feinberg,,0,5
Total,1,0,5
,Register Of Wills - Republican,District Council 9th District - Republican,6
,Ross Feinberg,Kevin Strickland,6
Ross Feinberg,2,5,6
Kevin Strickland,,0,6
Total,7,5,6
,District Council 9th District - Republican,Register Of Wills - Republican,7
,Kevin Strickland,Ross Feinberg,7
Kevin Strickland,3,1,7
Ross Feinberg,,2,7
Total,4,3,7
,Register Of Wills - Republican,District Council 9th District - Republican,9
,Ross Feinberg,Kevin Strickland,9
Ross Feinberg,1,0,9
Kevin Strickland,,0,9
Total,1,0,9
,Register Of Wills - Republican,District Council 9th District - Republican,10
,Ross Feinberg,Kevin Strickland,10
Ross Feinberg,1,0,10
Kevin Strickland,,0,10
Total,1,0,10
,District Council 9th District - Republican,Register Of Wills - Republican,11
,Kevin Strickland,Ross Feinberg,11
Kevin Strickland,1,0,11
Ross Feinberg,,0,11
Total,1,0,11
,Register Of Wills - Republican,District Council 9th District - Republican,13
,Ross Feinberg,Kevin Strickland,13
Ross Feinberg,1,1,13
Kevin Strickland,,0,13
Total,2,1,13
,Register Of Wills - Republican,District Council 9th District - Republican,14
,Ross Feinberg,Kevin Strickland,14
Ross Feinberg,1,0,14
Kevin Strickland,,0,14
Total,1,0,14
,Register Of Wills - Republican,District Council 9th District - Republican,15
,Ross Feinberg,Kevin Strickland,15
Ross Feinberg,2,5,15
Kevin Strickland,,0,15
Total,7,5,15
,District Council 9th District - Republican,Register Of Wills - Republican,16
,Kevin Strickland,Ross Feinberg,16
Kevin Strickland,0,1,16
Ross Feinberg,,0,16
Total,1,1,16
,District Council 9th District - Republican,Register Of Wills - Republican,17
,Kevin Strickland,Ross Feinberg,17
Kevin Strickland,0,3,17
Ross Feinberg,,0,17
Total,3,3,17
,Register Of Wills - Republican,District Council 9th District - Republican,18
,Ross Feinberg,Kevin Strickland,18
Ross Feinberg,1,0,18
Kevin Strickland,,0,18
Total,1,0,18
,Register Of Wills - Republican,District Council 9th District - Republican,21
,Ross Feinberg,Kevin Strickland,21
Ross Feinberg,2,0,21
Kevin Strickland,,0,21
Total,2,0,21
,Register Of Wills - Republican,District Council 9th District - Republican,22
,Ross Feinberg,Kevin Strickland,22
Ross Feinberg,1,2,22
Kevin Strickland,,0,22
Total,3,2,22
,District Council 9th District - Republican,Register Of Wills - Republican,23
,Kevin Strickland,Ross Feinberg,23
Kevin Strickland,2,4,23
Ross Feinberg,,0,23
Total,6,4,23
,District Council 9th District - Republican,Register Of Wills - Republican,24
,Kevin Strickland,Ross Feinberg,24
Kevin Strickland,1,3,24
Ross Feinberg,,1,24
Total,4,4,24
,District Council 9th District - Republican,Register Of Wills - Republican,25
,Kevin Strickland,Ross Feinberg,25
Kevin Strickland,0,3,25
Ross Feinberg,,0,25
Total,3,3,25
,District Council 9th District - Republican,Register Of Wills - Republican,26
,Kevin Strickland,Ross Feinberg,26
Kevin Strickland,0,1,26
Ross Feinberg,,0,26
Total,1,1,26
,District Council 9th District - Republican,Register Of Wills - Republican,28
,Kevin Strickland,Ross Feinberg,28
Kevin Strickland,0,2,28
Ross Feinberg,,0,28
Total,2,2,28
,Register Of Wills - Republican,District Council 9th District - Republican,All
,Ross Feinberg,Kevin Strickland,All
Ross Feinberg,16,42,All
Kevin Strickland,,9,All
Total,58,51,All
