col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Sherrie Cohen,Allan Domb,William K Greenlee,Jenne Ayers,Helen Gym,Wilson Alexander,Ed Neilson,Thomas Wyatt,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,All
Sharon Williams Losier,63,774,659,219,130,112,96,47,712,631,566,333,334,249,365,375,185,304,312,150,137,141,170,97,All
Joffie C Pittman,,18,507,224,66,52,38,106,575,495,369,276,335,174,332,251,216,221,290,123,151,90,119,80,All
Christine Hope,,,37,112,128,130,79,56,664,574,317,323,324,260,335,182,182,137,288,140,132,161,149,68,All
Matthew Perks,,,,8,48,29,35,66,178,128,247,103,104,109,55,170,97,172,39,99,60,58,22,40,All
Gary S Silver,,,,,3,47,39,27,148,109,125,100,69,116,51,78,50,88,26,108,40,69,21,46,All
Christian Dicicco,,,,,,3,26,18,150,114,93,98,81,86,52,73,66,44,22,48,49,51,34,46,All
Franklin A Bennett Iii,,,,,,,3,6,112,98,94,60,50,46,42,54,26,38,31,44,34,25,23,24,All
Daniel R Sulman,,,,,,,,3,94,73,48,79,88,35,33,31,97,34,16,41,45,18,9,20,All
Blondell Reynolds Brown,,,,,,,,,52,861,358,426,453,248,477,186,250,148,388,107,147,136,175,119,All
W Wilson Goode Jr,,,,,,,,,,67,288,405,391,180,403,126,214,122,349,75,111,104,142,122,All
Derek S Green,,,,,,,,,,,80,258,120,235,128,294,98,295,79,160,90,120,54,67,All
Isaiah Thomas,,,,,,,,,,,,29,191,197,151,99,201,83,101,92,137,48,29,82,All
Sherrie Cohen,,,,,,,,,,,,,4,75,253,94,228,59,212,57,80,55,52,55,All
Allan Domb,,,,,,,,,,,,,,48,125,138,93,108,73,137,73,102,32,63,All
William K Greenlee,,,,,,,,,,,,,,,5,46,75,41,350,36,47,18,109,33,All
Jenne Ayers,,,,,,,,,,,,,,,,35,78,229,19,87,49,84,40,34,All
Helen Gym,,,,,,,,,,,,,,,,,37,35,48,53,91,45,29,32,All
Wilson Alexander,,,,,,,,,,,,,,,,,,35,23,99,31,57,21,29,All
Ed Neilson,,,,,,,,,,,,,,,,,,,7,20,35,9,128,22,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,12,75,72,27,36,All
Paul Steinke,,,,,,,,,,,,,,,,,,,,,1,27,24,18,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,3,25,20,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,5,8,All
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"1,539","1,156","1,072",451,312,255,190,189,"1,372","1,213","1,086",773,662,638,624,609,528,518,497,348,303,286,250,223,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Jenne Ayers,Allan Domb,Derek S Green,Paul Steinke,Wilson Alexander,William K Greenlee,Ed Neilson,Sherrie Cohen,Helen Gym,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Thomas Wyatt,1
Sharon Williams Losier,1,30,22,6,3,6,2,0,27,19,17,17,11,11,12,11,11,9,6,3,5,1,3,1,1
Joffie C Pittman,,1,23,4,5,5,1,2,20,18,16,11,10,10,13,10,9,10,5,6,3,2,3,2,1
Christine Hope,,,1,7,5,1,0,1,18,16,15,11,11,12,9,11,6,6,3,3,3,3,2,2,1
Gary S Silver,,,,0,5,5,1,0,7,4,6,7,5,8,4,9,2,1,3,3,2,2,2,3,1
Matthew Perks,,,,,0,2,0,0,5,3,2,6,5,7,1,5,1,2,2,1,3,1,1,2,1
Franklin A Bennett Iii,,,,,,0,0,0,5,2,3,5,2,4,5,2,3,2,1,2,2,0,3,2,1
Christian Dicicco,,,,,,,1,0,1,1,1,2,0,1,0,0,1,0,1,1,1,0,1,0,1
Daniel R Sulman,,,,,,,,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,,,2,31,23,10,10,6,15,7,12,10,6,3,5,2,3,1,1
W Wilson Goode Jr,,,,,,,,,,4,19,4,9,4,13,2,13,12,6,3,1,1,2,0,1
