col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kenyatta Johnson,Ori C Feibush,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Blondell Reynolds Brown,Isaiah Thomas,Thomas Wyatt,Derek S Green,William K Greenlee,W Wilson Goode Jr,Jenne Ayers,Frank Rizzo,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,All
Kenyatta Johnson,67,0,154,91,123,94,145,124,76,109,106,111,66,40,39,33,23,14,All
Ori C Feibush,,17,164,137,103,109,57,41,87,44,34,31,35,31,15,13,20,16,All
Helen Gym,,,5,168,163,102,98,70,115,49,70,61,44,26,26,14,23,17,All
Paul Steinke,,,,2,107,89,65,53,110,53,39,27,25,21,11,13,24,10,All
Sherrie Cohen,,,,,1,59,105,66,62,36,79,63,39,18,24,10,12,12,All
Allan Domb,,,,,,5,49,52,70,56,38,32,30,31,18,14,20,5,All
Blondell Reynolds Brown,,,,,,,1,70,43,47,86,86,25,21,16,6,22,6,All
Isaiah Thomas,,,,,,,,1,49,48,60,80,17,10,5,8,8,2,All
Thomas Wyatt,,,,,,,,,1,44,20,23,25,17,11,13,6,4,All
Derek S Green,,,,,,,,,,3,28,33,36,19,18,20,13,8,All
William K Greenlee,,,,,,,,,,,0,62,8,15,7,9,15,2,All
W Wilson Goode Jr,,,,,,,,,,,,1,8,18,7,10,9,3,All
Jenne Ayers,,,,,,,,,,,,,3,13,36,16,5,16,All
Frank Rizzo,,,,,,,,,,,,,,2,10,7,3,7,All
Carla M Cain,,,,,,,,,,,,,,,0,5,2,18,All
Wilson Alexander,,,,,,,,,,,,,,,,1,2,2,All
Ed Neilson,,,,,,,,,,,,,,,,,2,4,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,0,All
Total,443,274,351,252,245,226,221,179,179,164,155,152,111,77,61,49,48,31,All
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,9
,Kenyatta Johnson,Ori C Feibush,Blondell Reynolds Brown,Helen Gym,Allan Domb,Isaiah Thomas,Sherrie Cohen,W Wilson Goode Jr,William K Greenlee,Derek S Green,Paul Steinke,Jenne Ayers,Thomas Wyatt,Frank Rizzo,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,9
Kenyatta Johnson,15,0,41,21,18,33,25,33,25,19,10,18,11,10,8,7,5,4,9
Ori C Feibush,,3,4,23,19,4,10,4,4,8,15,5,8,3,2,3,4,0,9
Blondell Reynolds Brown,,,0,8,11,25,21,26,17,8,8,5,5,3,5,3,2,1,9
Helen Gym,,,,0,14,10,16,10,10,6,20,7,11,5,5,2,3,3,9
Allan Domb,,,,,0,5,5,9,6,10,13,5,12,5,3,4,4,1,9
Isaiah Thomas,,,,,,1,17,25,18,7,6,4,6,1,0,3,4,1,9
Sherrie Cohen,,,,,,,1,16,15,6,11,7,1,4,8,2,0,2,9
W Wilson Goode Jr,,,,,,,,0,15,8,4,2,4,6,2,0,2,2,9
William K Greenlee,,,,,,,,,0,5,3,0,6,2,1,2,2,0,9
Derek S Green,,,,,,,,,,2,3,5,1,4,1,6,3,0,9
Paul Steinke,,,,,,,,,,,0,4,10,3,2,1,4,0,9
Jenne Ayers,,,,,,,,,,,,0,4,3,6,4,2,3,9
Thomas Wyatt,,,,,,,,,,,,,1,1,1,3,4,0,9
Frank Rizzo,,,,,,,,,,,,,,0,3,1,1,1,9
Carla M Cain,,,,,,,,,,,,,,,0,0,0,2,9
Wilson Alexander,,,,,,,,,,,,,,,,0,1,0,9
Ed Neilson,,,,,,,,,,,,,,,,,0,0,9
