col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 2nd District - Democrat,,City Commissioners - Democrat,,,,,,All
,Kenyatta Johnson,Ori C Feibush,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,All
Kenyatta Johnson,"4,733",0,"5,648","2,079","1,659","2,289","2,232","1,303",All
Ori C Feibush,,"2,994","2,070","2,431","1,505","1,721",537,566,All
Anthony Clark,,,"1,470","1,398","2,012","1,526","1,101",951,All
Carol A Jenkins,,,,"1,289","1,734","1,376",334,357,All
Lisa M Deeley,,,,,803,727,464,209,All
Tracey L Gordon,,,,,,501,602,304,All
Omar Sabir,,,,,,,282,278,All
Will Mega,,,,,,,,198,All
Total,"14,800","8,951","11,789","8,190","6,470","6,280","3,814","2,754",All
