col_1,col_2,col_3,col_4,division
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,1
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,1
Kenyatta Johnson,51,0,78,1
Ori C Feibush,,17,27,1
Ronald R Donatucci,,,1,1
Total,129,44,106,1
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,2
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,2
Kenyatta Johnson,43,0,73,2
Ori C Feibush,,20,26,2
Ronald R Donatucci,,,3,2
Total,116,46,102,2
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,3
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,3
Kenyatta Johnson,61,0,80,3
Ori C Feibush,,17,24,3
Ronald R Donatucci,,,2,3
Total,141,41,106,3
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,4
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,4
Kenyatta Johnson,49,0,56,4
Ori C Feibush,,5,7,4
Ronald R Donatucci,,,1,4
Total,105,12,64,4
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,5
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,5
Kenyatta Johnson,80,0,83,5
Ori C Feibush,,14,10,5
Ronald R Donatucci,,,2,5
Total,163,24,95,5
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,6
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,6
Kenyatta Johnson,55,0,103,6
Ori C Feibush,,5,14,6
Ronald R Donatucci,,,5,6
Total,158,19,122,6
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,7
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,7
Kenyatta Johnson,54,0,68,7
Ori C Feibush,,4,11,7
Ronald R Donatucci,,,1,7
Total,122,15,80,7
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,8
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,8
Kenyatta Johnson,76,0,59,8
Ori C Feibush,,12,10,8
Ronald R Donatucci,,,2,8
Total,135,22,71,8
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,9
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,9
Kenyatta Johnson,71,0,68,9
Ori C Feibush,,4,17,9
Ronald R Donatucci,,,5,9
Total,139,21,90,9
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,10
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,10
Kenyatta Johnson,57,0,93,10
Ori C Feibush,,4,9,10
Ronald R Donatucci,,,2,10
Total,150,13,104,10
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,11
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,11
Kenyatta Johnson,55,0,63,11
Ori C Feibush,,9,14,11
Ronald R Donatucci,,,2,11
Total,118,23,79,11
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,12
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,12
Kenyatta Johnson,49,0,39,12
Ori C Feibush,,6,9,12
Ronald R Donatucci,,,2,12
Total,88,15,50,12
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,13
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,13
Kenyatta Johnson,44,0,73,13
Ori C Feibush,,0,10,13
Ronald R Donatucci,,,8,13
Total,117,10,91,13
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,14
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,14
Ronald R Donatucci,7,28,20,14
Kenyatta Johnson,,18,0,14
Ori C Feibush,,,19,14
Total,55,46,39,14
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,15
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,15
Kenyatta Johnson,70,0,74,15
Ori C Feibush,,3,10,15
Ronald R Donatucci,,,3,15
Total,144,13,87,15
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,16
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,16
Ronald R Donatucci,4,78,38,16
Kenyatta Johnson,,41,0,16
Ori C Feibush,,,6,16
Total,120,119,44,16
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,17
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,17
Kenyatta Johnson,58,0,59,17
Ori C Feibush,,5,1,17
Ronald R Donatucci,,,1,17
Total,117,6,61,17
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,18
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,18
Kenyatta Johnson,60,0,78,18
Ori C Feibush,,4,3,18
Ronald R Donatucci,,,2,18
Total,138,7,83,18
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,19
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,19
Kenyatta Johnson,55,0,97,19
Ori C Feibush,,15,16,19
Ronald R Donatucci,,,4,19
Total,152,31,117,19
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,20
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,20
Kenyatta Johnson,49,0,64,20
Ori C Feibush,,7,15,20
Ronald R Donatucci,,,2,20
Total,113,22,81,20
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,21
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,21
Kenyatta Johnson,68,0,60,21
Ori C Feibush,,1,8,21
Ronald R Donatucci,,,4,21
Total,128,9,72,21
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,22
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,22
Kenyatta Johnson,47,0,63,22
Ori C Feibush,,3,8,22
Ronald R Donatucci,,,1,22
Total,110,11,72,22
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,23
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,23
Kenyatta Johnson,43,0,63,23
Ori C Feibush,,6,6,23
Ronald R Donatucci,,,1,23
Total,106,12,70,23
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,24
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,24
Kenyatta Johnson,20,0,46,24
Ori C Feibush,,5,4,24
Ronald R Donatucci,,,3,24
Total,66,9,53,24
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,25
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,25
Ronald R Donatucci,10,41,25,25
Kenyatta Johnson,,20,0,25
Ori C Feibush,,,17,25
Total,76,61,42,25
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,26
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,26
Ronald R Donatucci,4,35,26,26
Kenyatta Johnson,,28,0,26
Ori C Feibush,,,12,26
Total,65,63,38,26
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,27
,Ronald R Donatucci,Ori C Feibush,Kenyatta Johnson,27
Ronald R Donatucci,4,29,31,27
Ori C Feibush,,27,0,27
Kenyatta Johnson,,,9,27
Total,64,56,40,27
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,28
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,28
Kenyatta Johnson,59,0,90,28
Ori C Feibush,,7,6,28
Ronald R Donatucci,,,1,28
Total,149,13,97,28
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,29
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,29
Ronald R Donatucci,1,28,14,29
Kenyatta Johnson,,11,0,29
Ori C Feibush,,,12,29
Total,43,39,26,29
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,30
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,30
Kenyatta Johnson,34,0,39,30
Ori C Feibush,,15,16,30
Ronald R Donatucci,,,1,30
Total,73,31,56,30
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,31
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,31
Kenyatta Johnson,28,0,50,31
Ori C Feibush,,8,10,31
Ronald R Donatucci,,,6,31
Total,78,18,66,31
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,32
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,32
Kenyatta Johnson,64,0,78,32
Ori C Feibush,,9,12,32
Ronald R Donatucci,,,4,32
Total,142,21,94,32
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,33
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,33
Kenyatta Johnson,39,0,41,33
Ori C Feibush,,20,15,33
Ronald R Donatucci,,,5,33
Total,80,35,61,33
,Register Of Wills - Democrat,District Council 2nd District - Democrat,,34
,Ronald R Donatucci,Kenyatta Johnson,Ori C Feibush,34
Ronald R Donatucci,0,39,16,34
Kenyatta Johnson,,10,0,34
Ori C Feibush,,,9,34
Total,55,49,25,34
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,35
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,35
Kenyatta Johnson,57,0,87,35
Ori C Feibush,,13,29,35
Ronald R Donatucci,,,2,35
Total,144,42,118,35
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,36
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,36
Kenyatta Johnson,42,0,99,36
Ori C Feibush,,32,29,36
Ronald R Donatucci,,,1,36
Total,141,61,129,36
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,37
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,37
Kenyatta Johnson,68,0,64,37
Ori C Feibush,,14,16,37
Ronald R Donatucci,,,3,37
Total,132,30,83,37
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,38
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,38
Kenyatta Johnson,55,0,59,38
Ori C Feibush,,6,7,38
Ronald R Donatucci,,,4,38
Total,114,13,70,38
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,39
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,39
Kenyatta Johnson,38,0,87,39
Ori C Feibush,,10,32,39
Ronald R Donatucci,,,4,39
Total,125,42,123,39
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,40
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,40
Kenyatta Johnson,73,0,98,40
Ori C Feibush,,18,24,40
Ronald R Donatucci,,,5,40
Total,171,42,127,40
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,41
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,41
Kenyatta Johnson,19,0,37,41
Ori C Feibush,,7,14,41
Ronald R Donatucci,,,2,41
Total,56,21,53,41
,District Council 2nd District - Democrat,,Register Of Wills - Democrat,All
,Kenyatta Johnson,Ori C Feibush,Ronald R Donatucci,All
Kenyatta Johnson,"1,928",0,"2,649",All
Ori C Feibush,,427,637,All
Ronald R Donatucci,,,125,All
Total,"4,577","1,064","3,411",All
