col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Wilson Alexander,Paul Steinke,Ed Neilson,William K Greenlee,Helen Gym,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,1
Derek S Green,8,9,11,12,9,7,12,3,9,11,4,4,5,4,2,1,18,10,12,13,3,7,7,1,1
Blondell Reynolds Brown,,4,15,16,7,8,3,10,8,6,8,8,2,5,2,2,15,16,12,5,5,5,3,1,1
Isaiah Thomas,,,5,19,9,1,3,10,6,7,9,2,4,3,1,0,12,12,8,5,5,3,3,2,1
W Wilson Goode Jr,,,,2,4,5,4,7,3,7,2,5,2,3,3,0,14,11,7,6,6,4,2,1,1
Allan Domb,,,,,2,4,4,4,7,7,2,2,3,4,3,1,6,9,4,4,9,3,4,1,1
Jenne Ayers,,,,,,0,5,1,1,3,2,6,3,3,3,1,10,6,6,6,3,1,2,0,1
Wilson Alexander,,,,,,,2,2,1,3,0,0,1,1,2,1,10,4,6,6,2,6,2,0,1
Paul Steinke,,,,,,,,0,1,2,5,1,5,0,1,0,6,9,5,4,2,2,3,2,1
Ed Neilson,,,,,,,,,0,7,3,2,2,1,2,1,4,4,5,3,1,0,2,0,1
William K Greenlee,,,,,,,,,,0,0,2,1,0,2,0,4,5,4,3,2,2,2,0,1
Helen Gym,,,,,,,,,,,0,2,5,4,1,0,5,7,3,5,2,2,3,2,1
Sherrie Cohen,,,,,,,,,,,,0,1,3,2,0,3,6,4,3,3,1,2,1,1
Thomas Wyatt,,,,,,,,,,,,,0,1,1,0,5,8,2,4,1,0,2,1,1
Carla M Cain,,,,,,,,,,,,,,0,2,1,5,4,3,3,4,2,1,1,1
Frank Rizzo,,,,,,,,,,,,,,,1,0,2,3,1,1,3,2,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,0,1,1,1,1,0,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,3,11,14,7,5,4,1,0,1
Christine Hope,,,,,,,,,,,,,,,,,,2,12,8,5,3,5,2,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,1,7,1,2,2,0,1
