col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Tracy B Roman,Ken Powell,Kai Scott,Scott Diclaudio,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Jon Marshall,Leon Goodman,Mia Roberts Perez,Abbe Fletman,Edward William Louden Jr,Michael Fanning,Frances Fattah,Chris Mallios,Jennifer Schultz,Deborah Watson Stokes,Vincent N Melchiorre,Thomas Martin,Leon A King Ii,Rainy Papademetriou,Wayne M D Bennett,Lynne M Summers,Lucretia Clemons,Shanese Johnson,James F Berardinelli,Vincent Furlong,Brian T Ortelere,Marissa Brumbach,Anthony Kyriakakis,Vince Giusini,Rania Major,Sandjai Weaver,Sherman Toppin,Stella Tsai,Betsy Wahl,Franklin A Bennett Iii,Jodi Lobel,Joshua Hill,Starr Marshall Cash,Chris Mccabe,Tangie M Boston,William J Ciancaglini,All
Cindy Bass,88,394,367,326,347,323,267,255,210,207,218,183,172,166,156,144,122,135,139,114,128,92,118,111,96,110,94,85,87,68,65,76,87,76,70,68,61,61,47,56,55,49,50,41,All
Tracy B Roman,,6,263,181,261,263,152,181,120,123,152,145,112,121,64,111,74,55,120,50,56,53,45,54,42,54,51,45,46,34,20,39,43,36,27,35,35,25,19,23,19,18,26,20,All
Ken Powell,,,9,169,251,246,136,183,146,137,130,142,122,122,63,108,63,47,116,53,56,42,53,42,36,39,57,54,48,28,28,42,31,33,35,24,26,21,17,33,13,19,19,17,All
Kai Scott,,,,10,148,188,246,166,50,59,170,135,34,134,81,131,37,77,122,38,63,35,51,50,39,48,28,37,20,30,26,39,36,43,31,23,35,20,19,32,31,26,22,18,All
Scott Diclaudio,,,,,9,235,122,161,120,105,114,137,110,112,42,104,53,25,109,35,48,39,45,28,22,26,64,43,53,11,21,37,32,27,27,23,12,25,6,16,14,14,15,18,All
Lyris Younge,,,,,,9,151,183,104,103,139,153,98,118,66,116,55,49,110,42,44,31,32,46,31,43,40,36,38,16,17,27,35,26,38,18,30,15,9,23,19,18,19,11,All
Stephanie M Sawyer,,,,,,,4,147,28,36,151,114,20,120,53,118,32,71,114,24,45,20,32,42,26,40,20,18,12,30,14,23,20,34,24,27,33,10,14,17,19,18,20,17,All
Daine Grey Jr,,,,,,,,5,69,75,129,171,48,111,52,104,60,65,102,39,54,52,46,38,30,32,52,54,54,24,21,31,35,35,39,31,33,15,13,24,16,22,19,9,All
Jon Marshall,,,,,,,,,22,120,27,34,97,42,42,14,54,21,18,62,41,70,39,30,49,33,51,40,42,40,42,26,21,16,25,22,12,16,35,23,9,12,4,7,All
Leon Goodman,,,,,,,,,,6,36,30,92,24,57,21,59,54,19,45,65,40,45,39,36,37,49,41,39,23,27,25,30,26,26,21,17,18,19,21,10,14,19,17,All
Mia Roberts Perez,,,,,,,,,,,3,110,12,125,50,115,34,57,114,27,33,23,28,36,34,29,18,21,19,27,17,23,29,21,24,21,31,12,18,18,16,18,13,16,All
Abbe Fletman,,,,,,,,,,,,2,29,97,31,101,44,29,100,25,28,26,31,22,17,20,37,41,29,23,16,20,16,18,22,19,23,5,8,11,17,13,6,8,All
Edward William Louden Jr,,,,,,,,,,,,,9,15,34,11,47,20,10,28,37,30,31,22,16,27,43,31,40,10,13,23,29,18,23,18,8,20,7,13,9,11,9,9,All
Michael Fanning,,,,,,,,,,,,,,0,28,115,13,23,112,37,19,39,25,15,39,20,12,17,21,39,38,20,29,12,12,13,14,22,32,13,15,20,10,9,All
Frances Fattah,,,,,,,,,,,,,,,4,17,38,66,16,53,68,29,40,50,30,57,19,29,18,25,20,17,43,28,22,25,36,25,13,24,26,13,25,18,All
Chris Mallios,,,,,,,,,,,,,,,,0,9,27,104,5,16,12,19,13,15,7,9,19,13,3,15,15,11,10,14,10,11,16,7,11,16,14,2,9,All
Jennifer Schultz,,,,,,,,,,,,,,,,,3,37,14,46,36,44,39,38,24,36,49,44,47,27,19,25,12,25,22,21,23,19,13,14,12,9,12,13,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,2,17,37,46,18,40,60,35,51,17,32,20,32,22,15,27,40,23,31,39,17,19,32,27,22,26,15,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,1,5,13,13,8,12,12,8,11,13,7,12,13,14,10,20,9,9,11,11,6,8,6,8,3,8,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,1,45,52,41,33,53,39,22,24,24,50,39,21,26,22,33,18,12,17,32,22,9,6,15,10,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,2,25,58,42,31,41,34,26,27,15,23,23,37,30,28,25,19,20,9,21,13,9,21,11,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,3,26,22,47,15,44,37,39,45,45,18,22,13,14,19,10,9,37,14,10,8,4,8,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,3,33,28,35,34,32,34,19,22,33,28,26,23,15,9,32,12,16,17,15,21,10,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,6,37,42,17,18,18,28,12,20,32,22,19,23,27,18,17,23,19,13,21,19,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,1,31,12,10,12,55,48,12,23,17,15,16,14,15,41,15,11,6,11,12,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,16,18,21,13,21,25,35,17,22,21,20,12,16,14,18,19,13,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,49,10,16,28,16,17,18,17,8,9,7,14,8,11,10,12,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,10,20,17,14,13,19,16,7,15,9,19,7,4,8,5,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,16,21,29,16,18,16,9,17,8,10,7,8,5,11,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,10,23,14,7,18,24,8,39,9,13,7,9,5,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,16,14,12,13,15,12,34,15,7,8,5,9,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,18,15,17,12,18,6,6,6,15,11,11,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,13,17,19,29,10,9,13,12,14,8,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,21,12,14,12,8,12,10,17,12,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,7,9,8,13,12,11,3,8,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,13,8,14,11,10,8,10,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14,13,12,10,11,9,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,8,10,8,10,4,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,9,3,5,6,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,5,6,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,15,7,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,9,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,028",439,427,415,407,383,336,319,282,247,245,229,208,207,181,164,164,160,158,156,153,149,142,136,129,125,118,117,113,106,105,102,100,99,82,79,77,71,70,66,59,55,55,47,All
,District Council 8th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Cindy Bass,Ken Powell,Tracy B Roman,Lyris Younge,Scott Diclaudio,Daine Grey Jr,Kai Scott,Abbe Fletman,Edward William Louden Jr,Michael Fanning,Leon A King Ii,Jon Marshall,Stephanie M Sawyer,Leon Goodman,Mia Roberts Perez,Chris Mallios,Vincent N Melchiorre,Frances Fattah,Brian T Ortelere,James F Berardinelli,Thomas Martin,Rainy Papademetriou,Rania Major,Wayne M D Bennett,Shanese Johnson,Jennifer Schultz,Sherman Toppin,Lynne M Summers,Lucretia Clemons,Marissa Brumbach,Vince Giusini,Deborah Watson Stokes,Vincent Furlong,Betsy Wahl,Joshua Hill,Stella Tsai,Franklin A Bennett Iii,Sandjai Weaver,Anthony Kyriakakis,Chris Mccabe,Jodi Lobel,Starr Marshall Cash,William J Ciancaglini,Tangie M Boston,4
Cindy Bass,7,54,57,50,51,44,42,34,30,30,25,28,27,24,27,24,23,24,18,19,16,12,16,17,14,12,13,11,11,9,9,8,8,7,8,8,9,6,3,5,6,7,5,3,4
Ken Powell,,0,42,37,42,33,31,26,20,24,15,21,22,15,20,18,20,13,12,16,10,7,7,9,7,9,7,7,4,6,7,3,4,6,7,4,3,3,2,5,3,4,4,1,4
Tracy B Roman,,,0,35,38,33,25,25,17,22,13,17,22,12,20,18,18,9,11,14,9,7,8,10,7,9,7,5,5,5,7,3,4,6,3,5,4,2,2,1,3,3,2,1,4
Lyris Younge,,,,1,35,33,31,29,16,22,12,13,23,14,19,19,20,13,7,8,5,2,10,5,9,8,11,7,6,4,1,6,4,4,4,3,3,3,1,3,1,3,2,0,4
Scott Diclaudio,,,,,1,31,25,27,21,20,16,20,19,9,16,18,17,9,15,17,8,9,7,8,3,11,11,4,3,2,7,1,8,4,5,4,3,4,4,1,0,2,3,0,4
Daine Grey Jr,,,,,,0,31,30,10,20,12,17,21,12,19,15,18,10,17,13,7,8,8,7,8,9,9,5,6,5,8,5,8,5,5,3,3,4,3,4,2,2,0,1,4
Kai Scott,,,,,,,2,23,9,24,15,11,24,10,24,20,23,12,5,6,5,5,8,7,8,1,9,8,9,5,5,7,3,6,7,4,1,3,1,3,3,5,3,2,4
Abbe Fletman,,,,,,,,0,11,19,8,8,21,3,19,16,18,6,7,11,1,2,6,1,4,5,8,3,1,4,5,1,7,6,2,3,1,3,1,4,1,2,2,0,4
Edward William Louden Jr,,,,,,,,,3,5,11,15,4,9,2,3,1,10,10,13,7,7,10,8,4,8,7,5,2,4,5,2,3,2,3,7,5,3,2,1,1,3,3,0,4
Michael Fanning,,,,,,,,,,0,6,6,23,3,21,22,20,8,5,4,6,5,8,6,4,0,2,2,4,5,4,2,2,5,2,3,5,1,2,4,3,3,0,0,4
Leon A King Ii,,,,,,,,,,,1,9,6,9,5,6,4,12,8,9,9,8,10,9,8,4,9,9,4,3,5,6,7,4,7,5,6,2,3,0,3,4,4,2,4
Jon Marshall,,,,,,,,,,,,0,4,12,2,3,4,9,12,13,7,7,4,7,5,7,6,3,3,4,3,1,5,3,6,3,1,1,3,0,3,2,2,0,4
