col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,Kenyatta Johnson,Ori C Feibush,Rainy Papademetriou,Stella Tsai,Lynne M Summers,Mia Roberts Perez,Kai Scott,Abbe Fletman,Brian T Ortelere,Deborah Watson Stokes,Ken Powell,Leon Goodman,Jennifer Schultz,Jodi Lobel,Tracy B Roman,Vincent N Melchiorre,Scott Diclaudio,Chris Mallios,Thomas Martin,Chris Mccabe,Frances Fattah,Joshua Hill,Sherman Toppin,Lucretia Clemons,Lyris Younge,Anthony Kyriakakis,Betsy Wahl,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Wayne M D Bennett,James F Berardinelli,Jon Marshall,Vincent Furlong,Marissa Brumbach,Vince Giusini,Edward William Louden Jr,Leon A King Ii,Rania Major,Shanese Johnson,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,9
Kenyatta Johnson,22,0,24,26,32,24,19,17,20,21,18,24,17,18,14,18,16,10,15,16,17,15,13,12,12,10,11,11,8,7,9,7,12,10,7,5,10,8,6,7,3,5,4,4,3,9
Ori C Feibush,,10,11,8,4,10,12,11,6,6,7,3,6,5,9,5,7,8,5,2,2,4,5,5,4,5,5,4,4,5,4,4,1,2,3,7,1,1,2,1,3,2,1,1,2,9
Rainy Papademetriou,,,0,21,12,20,15,13,23,8,7,4,6,13,4,15,2,10,14,15,10,11,4,6,2,7,5,4,1,3,2,4,1,2,2,4,2,3,1,1,1,2,0,0,1,9
Stella Tsai,,,,0,14,19,16,19,15,13,6,7,12,13,4,16,3,13,10,12,9,10,5,13,2,7,11,8,2,4,6,2,0,4,4,2,0,5,2,1,1,3,2,1,1,9
Lynne M Summers,,,,,0,15,5,8,11,13,5,11,11,14,7,14,5,4,12,11,10,14,7,4,1,5,7,6,3,4,5,4,2,6,5,3,4,2,5,4,2,2,3,1,1,9
Mia Roberts Perez,,,,,,0,15,11,18,13,8,6,10,15,9,10,3,7,12,14,8,11,9,9,5,7,8,7,4,5,4,2,2,2,3,3,0,5,3,1,6,1,0,3,0,9
Kai Scott,,,,,,,0,19,10,12,10,8,11,9,4,6,6,13,7,6,1,4,8,10,5,7,8,3,5,4,6,3,2,2,5,2,2,6,1,2,6,1,0,4,1,9
Abbe Fletman,,,,,,,,0,12,9,8,5,12,5,7,7,3,17,3,6,1,4,6,11,1,6,10,4,3,3,6,4,1,2,5,3,1,5,1,1,2,2,1,0,0,9
Brian T Ortelere,,,,,,,,,0,4,8,2,6,10,4,15,3,7,14,15,8,11,4,5,1,8,4,0,0,3,3,3,2,3,2,4,1,2,0,0,2,2,0,0,1,9
Deborah Watson Stokes,,,,,,,,,,0,3,11,11,10,8,6,3,7,3,5,7,4,6,9,7,5,8,9,4,5,5,3,2,4,5,2,3,4,4,2,4,2,2,2,2,9
Ken Powell,,,,,,,,,,,1,10,9,7,10,3,10,7,6,0,1,1,8,3,10,6,6,1,1,7,4,5,8,5,4,5,7,2,2,3,2,3,2,3,2,9
Leon Goodman,,,,,,,,,,,,0,10,8,12,3,11,5,4,1,2,5,6,6,7,7,4,6,8,4,7,5,7,6,6,4,7,6,5,4,2,2,3,1,1,9
Jennifer Schultz,,,,,,,,,,,,,0,8,7,5,4,6,5,2,0,2,6,7,2,4,10,4,3,3,8,3,6,7,7,1,2,3,5,1,3,1,0,1,1,9
Jodi Lobel,,,,,,,,,,,,,,0,5,11,4,5,11,11,6,11,6,2,6,6,5,6,4,3,2,3,3,2,4,1,1,2,3,2,2,2,1,3,3,9
Tracy B Roman,,,,,,,,,,,,,,,1,1,8,2,3,1,2,3,9,3,10,5,3,5,6,3,3,3,7,2,1,4,5,3,2,1,4,0,1,1,1,9
Vincent N Melchiorre,,,,,,,,,,,,,,,,0,3,6,12,14,7,10,1,5,1,5,4,2,1,2,3,4,0,5,2,4,3,0,0,0,0,5,3,0,1,9
Scott Diclaudio,,,,,,,,,,,,,,,,,0,1,3,2,3,3,5,1,7,5,1,2,3,3,3,7,6,6,1,6,7,0,0,3,1,4,2,2,3,9
Chris Mallios,,,,,,,,,,,,,,,,,,0,0,3,0,2,1,5,2,7,6,2,2,2,5,3,0,2,3,2,1,4,0,0,0,3,1,0,0,9
Thomas Martin,,,,,,,,,,,,,,,,,,,0,11,7,11,5,4,1,2,1,1,2,3,1,2,2,4,3,3,1,1,1,2,2,2,1,1,2,9
Chris Mccabe,,,,,,,,,,,,,,,,,,,,0,6,9,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,9
Frances Fattah,,,,,,,,,,,,,,,,,,,,,0,10,3,2,2,2,1,4,2,2,1,2,1,3,1,3,0,0,1,2,0,2,2,0,2,9
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,3,3,6,1,3,2,1,1,3,3,0,3,2,3,0,0,1,0,2,9
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,0,2,4,6,1,3,2,6,5,4,2,5,1,4,1,3,1,3,4,2,1,2,0,9
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,9,4,2,1,3,1,0,1,2,2,0,4,2,1,0,0,0,0,0,9
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,5,4,1,2,8,1,1,1,5,1,0,1,2,1,1,4,2,9
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,5,4,1,4,2,3,2,2,1,1,2,3,2,0,1,9
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,2,3,1,0,1,4,2,0,3,5,1,2,1,0,1,0,9
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,2,2,0,3,4,2,0,3,5,2,2,2,2,2,0,9
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,1,4,2,1,6,3,2,1,0,1,1,1,9
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,3,5,2,2,2,2,2,3,3,0,2,1,9
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,3,3,1,4,2,1,1,1,2,0,1,9
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,3,7,4,2,1,2,1,5,3,0,1,9
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,3,1,1,2,0,0,1,1,2,9
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,0,1,1,5,3,0,1,9
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,5,3,3,1,0,1,1,9
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,4,2,0,1,9
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,2,1,1,1,9
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1,0,1,9
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,1,1,9
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,9
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,9
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,9
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,9
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,98,42,37,37,36,36,34,32,29,29,28,28,25,25,24,24,23,21,20,19,19,19,18,17,17,16,16,16,15,14,14,13,13,13,12,12,11,11,8,8,7,7,5,5,5,9
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
,Kenyatta Johnson,Ori C Feibush,Rainy Papademetriou,Mia Roberts Perez,Kai Scott,Stella Tsai,Abbe Fletman,Anthony Kyriakakis,Chris Mallios,Stephanie M Sawyer,Daine Grey Jr,Betsy Wahl,Brian T Ortelere,Vincent N Melchiorre,Deborah Watson Stokes,Jennifer Schultz,Lynne M Summers,Chris Mccabe,Lucretia Clemons,Scott Diclaudio,Ken Powell,James F Berardinelli,Joshua Hill,Frances Fattah,Jodi Lobel,Marissa Brumbach,Thomas Martin,Leon Goodman,Tracy B Roman,Leon A King Ii,William J Ciancaglini,Rania Major,Vince Giusini,Vincent Furlong,Shanese Johnson,Jon Marshall,Lyris Younge,Edward William Louden Jr,Franklin A Bennett Iii,Sandjai Weaver,Michael Fanning,Sherman Toppin,Tangie M Boston,Starr Marshall Cash,Wayne M D Bennett,19
Kenyatta Johnson,38,0,25,23,18,16,14,15,16,16,15,9,11,7,10,8,13,7,10,8,10,7,6,12,6,12,9,6,8,9,4,7,4,7,7,3,5,3,2,2,1,2,2,0,2,19
Ori C Feibush,,17,36,26,27,27,24,23,15,13,11,17,13,12,12,15,10,14,11,14,10,10,12,4,11,6,6,7,6,4,7,4,7,4,4,6,3,4,5,4,4,2,2,3,1,19
Rainy Papademetriou,,,1,43,34,39,32,34,30,20,21,21,26,22,15,13,8,15,11,5,14,12,15,8,13,6,10,4,3,5,4,3,5,4,2,2,3,2,1,1,2,1,0,0,0,19
Mia Roberts Perez,,,,0,31,39,28,27,26,23,21,21,20,21,17,13,14,10,12,5,14,7,15,10,11,10,9,5,5,5,4,3,4,6,3,1,4,1,2,5,1,2,1,1,1,19
Kai Scott,,,,,0,27,38,23,32,22,18,19,16,15,18,11,7,8,14,1,15,7,3,4,8,10,5,4,3,8,1,4,2,0,5,1,3,2,1,3,1,1,1,1,0,19
Stella Tsai,,,,,,0,25,30,24,22,21,20,17,18,17,11,10,9,7,4,10,7,14,5,13,6,6,4,4,6,4,4,4,3,2,4,0,2,2,5,1,0,1,1,2,19
Abbe Fletman,,,,,,,0,20,31,21,19,18,16,15,15,10,5,7,10,3,12,8,2,1,7,9,4,2,2,3,1,1,2,1,2,1,2,0,1,1,1,1,0,0,0,19
Anthony Kyriakakis,,,,,,,,0,21,16,17,11,13,14,11,4,3,5,8,5,11,9,9,2,2,0,4,5,4,6,3,2,5,4,3,2,0,3,1,2,1,1,0,0,0,19
Chris Mallios,,,,,,,,,0,19,18,18,13,12,15,6,0,4,7,2,9,7,1,0,5,7,1,2,1,5,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,19
Stephanie M Sawyer,,,,,,,,,,0,21,16,9,12,19,8,10,4,7,2,7,9,2,5,5,6,3,2,5,4,3,5,1,3,3,2,2,0,3,2,1,1,3,2,2,19
Daine Grey Jr,,,,,,,,,,,0,11,11,12,14,4,7,2,3,5,7,10,3,2,3,2,3,4,5,3,2,2,2,4,2,3,3,3,1,2,2,1,1,0,2,19
Betsy Wahl,,,,,,,,,,,,0,5,10,16,13,5,3,7,2,2,1,3,1,6,6,1,1,3,5,1,3,3,1,1,2,1,0,2,2,1,0,1,0,1,19
Brian T Ortelere,,,,,,,,,,,,,0,10,3,6,5,13,7,4,12,12,6,6,8,4,10,3,3,3,3,1,6,3,0,2,3,2,1,0,1,0,0,0,0,19
Vincent N Melchiorre,,,,,,,,,,,,,,0,10,2,4,9,5,3,8,2,4,4,4,0,9,2,2,0,6,2,2,2,0,0,2,0,0,2,1,1,1,0,1,19
Deborah Watson Stokes,,,,,,,,,,,,,,,0,7,7,3,6,2,2,2,1,5,6,8,2,1,4,3,1,6,0,2,3,0,0,1,2,3,1,0,2,2,0,19
Jennifer Schultz,,,,,,,,,,,,,,,,0,9,4,8,4,4,4,3,4,7,9,5,5,5,4,2,3,3,4,4,4,2,2,4,3,0,1,2,2,2,19
Lynne M Summers,,,,,,,,,,,,,,,,,0,5,8,4,1,5,7,9,8,5,8,4,7,3,4,7,4,5,6,2,1,2,4,5,1,2,1,2,2,19
Chris Mccabe,,,,,,,,,,,,,,,,,,0,5,2,5,3,5,3,8,3,10,2,2,3,2,2,2,2,2,1,3,1,2,0,1,0,1,2,0,19
Lucretia Clemons,,,,,,,,,,,,,,,,,,,0,4,6,2,3,5,4,6,5,3,6,5,2,5,3,3,7,3,1,2,5,3,0,3,2,0,1,19
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,0,5,8,4,4,2,1,4,5,5,2,7,3,8,2,3,6,3,5,3,2,4,2,1,1,1,19
Ken Powell,,,,,,,,,,,,,,,,,,,,,0,7,2,4,1,4,5,6,4,5,3,2,2,1,3,4,4,4,1,0,1,1,1,0,0,19
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,3,2,3,1,6,4,4,2,5,4,5,3,1,2,1,3,3,0,2,0,1,2,0,19
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,0,4,6,1,7,1,1,3,3,2,3,2,1,2,0,2,1,1,0,0,2,0,2,19
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,7,4,2,3,2,4,3,2,5,2,1,1,2,2,2,2,1,1,0,19
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,2,1,1,1,1,1,1,1,2,1,0,1,2,1,1,0,2,0,19
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,0,2,1,1,3,1,1,1,2,2,0,0,1,2,0,19
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,3,3,3,1,5,4,2,1,2,1,0,1,1,2,1,1,19
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,2,2,1,2,5,5,3,5,2,1,1,1,0,1,0,19
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,3,2,3,5,4,4,5,5,1,1,0,1,1,1,19
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,2,5,2,1,2,1,0,0,1,2,0,1,19
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,2,0,1,0,1,1,2,2,1,2,1,2,19
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,1,0,1,2,3,2,0,2,1,1,19
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2,2,2,2,1,0,0,1,19
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,0,1,2,0,2,19
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,4,1,0,3,1,1,0,19
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,1,1,0,1,0,2,19
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,0,0,0,19
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,1,19
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,1,19
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,19
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,19
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,19
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19
Total,97,82,74,56,50,48,45,41,37,33,30,29,29,26,25,25,25,24,23,23,22,20,20,19,19,19,19,15,15,13,13,12,12,12,11,9,8,7,7,6,5,4,4,3,3,19
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
,Kenyatta Johnson,Ori C Feibush,Rainy Papademetriou,Mia Roberts Perez,Kai Scott,Stella Tsai,Abbe Fletman,Chris Mallios,Daine Grey Jr,Brian T Ortelere,Betsy Wahl,Jennifer Schultz,Ken Powell,Stephanie M Sawyer,Lucretia Clemons,Tracy B Roman,Anthony Kyriakakis,Scott Diclaudio,Jodi Lobel,Joshua Hill,Lynne M Summers,Vincent N Melchiorre,Edward William Louden Jr,Frances Fattah,Marissa Brumbach,Thomas Martin,Deborah Watson Stokes,Chris Mccabe,James F Berardinelli,Lyris Younge,Michael Fanning,Leon Goodman,Shanese Johnson,Sherman Toppin,Vincent Furlong,Wayne M D Bennett,Rania Major,Jon Marshall,Leon A King Ii,Vince Giusini,William J Ciancaglini,Franklin A Bennett Iii,Sandjai Weaver,Tangie M Boston,Starr Marshall Cash,20
Kenyatta Johnson,11,0,16,14,15,13,12,10,13,12,8,10,13,9,6,7,9,7,5,7,7,7,5,9,4,5,5,4,6,6,3,5,5,3,4,1,2,3,3,3,1,1,2,1,1,20
Ori C Feibush,,7,12,14,11,13,11,11,9,7,12,8,6,9,11,8,5,7,7,5,5,5,6,2,7,6,5,4,2,1,5,2,2,4,2,5,3,1,1,1,3,2,1,2,1,20
Rainy Papademetriou,,,1,17,15,21,19,13,17,16,11,11,10,11,10,7,12,4,8,9,4,8,5,4,7,6,4,6,8,2,1,3,3,3,3,1,1,1,1,4,0,0,1,1,0,20
Mia Roberts Perez,,,,0,17,19,15,14,12,14,15,11,10,13,12,7,9,4,9,9,9,6,3,6,7,6,5,3,5,2,6,1,5,5,1,1,3,0,2,1,2,1,0,1,2,20
Kai Scott,,,,,0,15,19,17,14,10,11,8,13,10,8,5,10,3,4,6,1,8,4,2,5,4,6,3,5,4,4,2,1,4,2,3,1,0,2,2,2,1,1,1,0,20
