col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Commonwealth Court - Republican,Council At Large - Republican,,,,,,,All
,Paul Lalley,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,James Williams,All
Paul Lalley,382,"6,762","5,680","6,207","5,579","4,715","4,454","4,246",All
David Oh,,539,"4,429","4,735","3,923","3,330","2,896","3,567",All
Dennis M O Brien,,,487,"3,669","4,609","3,894","3,153","2,176",All
Terry Tracy,,,,192,"3,945","3,054","3,059","3,467",All
Daniel Tinney,,,,,271,"3,684","3,478","2,263",All
Al Taubenberger,,,,,,294,"3,235","1,575",All
Matt Wolfe,,,,,,,134,"1,570",All
James Williams,,,,,,,,107,All
Total,"11,301","8,859","7,942","7,738","7,441","6,468","5,727","4,937",All
