col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Alice Beck Dubow,313,0,"1,262",897,844,368,216,195,161,153,All
Robert Colville,,31,108,112,69,56,28,33,28,23,All
Sharon Williams Losier,,,57,704,685,228,129,117,41,91,All
Joffie C Pittman,,,,31,487,237,46,51,101,44,All
Christine Hope,,,,,32,98,126,100,52,95,All
Matthew Perks,,,,,,11,43,46,76,20,All
Christian Dicicco,,,,,,,23,46,20,29,All
Gary S Silver,,,,,,,,5,25,33,All
Daniel R Sulman,,,,,,,,,3,14,All
Franklin A Bennett Iii,,,,,,,,,,5,All
Total,"2,134",246,"1,468","1,082",996,453,276,256,197,186,All
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Alice Beck Dubow,7,0,46,41,39,10,8,4,5,1,1
Robert Colville,,1,1,3,0,2,2,1,1,0,1
Sharon Williams Losier,,,1,31,32,4,3,2,1,0,1
Joffie C Pittman,,,,2,28,8,7,2,3,0,1
Christine Hope,,,,,0,5,1,2,3,1,1
Matthew Perks,,,,,,0,5,0,1,1,1
Daniel R Sulman,,,,,,,0,1,1,0,1
Christian Dicicco,,,,,,,,0,2,0,1
Gary S Silver,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,0,1
Total,69,5,49,46,39,12,11,6,6,1,1
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Christian Dicicco,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,2
Alice Beck Dubow,16,0,62,43,46,22,21,15,14,9,2
Robert Colville,,2,9,12,6,5,2,3,4,4,2
Sharon Williams Losier,,,4,34,35,13,7,8,10,6,2
Joffie C Pittman,,,,2,24,4,11,10,5,5,2
Christine Hope,,,,,2,13,7,2,9,4,2
Christian Dicicco,,,,,,3,6,4,4,3,2
Matthew Perks,,,,,,,0,8,1,5,2
Daniel R Sulman,,,,,,,,0,2,1,2
Franklin A Bennett Iii,,,,,,,,,0,1,2
Gary S Silver,,,,,,,,,,0,2
Total,114,21,78,62,56,30,23,19,19,14,2
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,3
Alice Beck Dubow,11,0,43,41,29,20,5,5,4,3,3
Robert Colville,,0,1,3,0,2,2,0,0,1,3
Sharon Williams Losier,,,2,33,23,14,0,1,1,1,3
Joffie C Pittman,,,,1,23,18,3,2,1,0,3
Christine Hope,,,,,1,3,1,3,3,1,3
Matthew Perks,,,,,,1,4,1,0,2,3
Daniel R Sulman,,,,,,,0,0,1,2,3
Christian Dicicco,,,,,,,,1,2,1,3
Franklin A Bennett Iii,,,,,,,,,0,0,3
Gary S Silver,,,,,,,,,,0,3
Total,74,4,50,48,34,23,7,6,4,4,3
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,4
Alice Beck Dubow,16,0,43,31,27,10,9,5,4,4,4
Robert Colville,,1,3,2,2,1,1,0,1,0,4
Sharon Williams Losier,,,3,22,23,6,3,4,2,3,4
Joffie C Pittman,,,,0,14,4,1,1,0,1,4
Christine Hope,,,,,1,3,4,1,4,3,4
Matthew Perks,,,,,,1,4,1,1,0,4
Gary S Silver,,,,,,,0,1,2,0,4
Christian Dicicco,,,,,,,,1,0,0,4
Franklin A Bennett Iii,,,,,,,,,1,1,4
Daniel R Sulman,,,,,,,,,,0,4
Total,79,7,50,33,31,13,10,6,6,4,4
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,5
Alice Beck Dubow,21,0,57,38,27,17,9,10,8,6,5
Robert Colville,,3,4,2,2,0,2,2,1,1,5
Sharon Williams Losier,,,2,33,23,11,4,6,5,1,5
Christine Hope,,,,0,15,6,5,8,4,2,5
Joffie C Pittman,,,,,1,4,0,0,1,1,5
Matthew Perks,,,,,,2,1,2,2,0,5
Christian Dicicco,,,,,,,4,3,0,2,5
Gary S Silver,,,,,,,,1,3,3,5
Franklin A Bennett Iii,,,,,,,,,1,1,5
Daniel R Sulman,,,,,,,,,,0,5
Total,99,11,63,41,30,19,15,14,10,7,5
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,6
Alice Beck Dubow,10,0,52,34,27,12,6,8,7,6,6
Robert Colville,,3,3,4,5,0,1,0,0,0,6
Sharon Williams Losier,,,3,29,22,7,5,5,4,3,6
Joffie C Pittman,,,,4,15,7,0,2,0,3,6
Christine Hope,,,,,1,3,5,3,4,1,6
Matthew Perks,,,,,,0,1,1,1,2,6
Christian Dicicco,,,,,,,0,1,1,1,6
Gary S Silver,,,,,,,,0,1,1,6
Franklin A Bennett Iii,,,,,,,,,0,0,6
Daniel R Sulman,,,,,,,,,,0,6
Total,78,9,58,42,34,12,8,8,7,6,6
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,7
Alice Beck Dubow,9,0,70,61,53,12,10,7,5,5,7
Robert Colville,,0,7,6,3,3,3,3,2,0,7
Sharon Williams Losier,,,1,52,44,7,5,4,4,2,7
Joffie C Pittman,,,,1,36,7,5,5,2,0,7
Christine Hope,,,,,3,4,7,4,4,5,7
Matthew Perks,,,,,,0,3,2,1,1,7
Christian Dicicco,,,,,,,1,3,2,1,7
Gary S Silver,,,,,,,,1,1,1,7
Franklin A Bennett Iii,,,,,,,,,0,0,7
Daniel R Sulman,,,,,,,,,,0,7
Total,102,11,78,69,61,15,14,12,7,5,7
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,8
Alice Beck Dubow,9,0,44,36,32,14,11,8,4,3,8
Robert Colville,,1,3,5,2,3,0,2,0,0,8
Sharon Williams Losier,,,0,23,26,6,8,0,1,2,8
Joffie C Pittman,,,,0,19,12,4,10,0,0,8
Christine Hope,,,,,0,4,8,3,2,2,8
Matthew Perks,,,,,,0,1,6,2,1,8
Christian Dicicco,,,,,,,0,0,1,1,8
Daniel R Sulman,,,,,,,,0,1,0,8
Franklin A Bennett Iii,,,,,,,,,0,0,8
Gary S Silver,,,,,,,,,,0,8
Total,73,7,47,43,35,17,12,11,4,3,8
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,9
,Alice Beck Dubow,Robert Colville,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Christian Dicicco,9
Alice Beck Dubow,21,0,75,73,60,39,35,16,13,12,9
Robert Colville,,6,14,13,2,9,10,3,6,2,9
Joffie C Pittman,,,3,41,27,37,34,4,6,3,9
Sharon Williams Losier,,,,0,45,17,2,10,9,10,9
Christine Hope,,,,,0,5,5,14,8,7,9
Matthew Perks,,,,,,0,26,3,1,3,9
Daniel R Sulman,,,,,,,0,4,3,1,9
Gary S Silver,,,,,,,,1,3,0,9
Franklin A Bennett Iii,,,,,,,,,2,4,9
Christian Dicicco,,,,,,,,,,0,9
Total,159,31,96,89,66,51,45,24,21,15,9
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,10
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,10
Alice Beck Dubow,15,0,53,41,34,17,11,8,5,2,10
Robert Colville,,0,5,5,4,3,2,2,2,0,10
Sharon Williams Losier,,,2,36,28,11,6,5,3,0,10
Joffie C Pittman,,,,2,20,13,4,0,3,1,10
Christine Hope,,,,,4,5,4,4,3,1,10
Matthew Perks,,,,,,1,4,4,1,2,10
Gary S Silver,,,,,,,0,4,2,0,10
Christian Dicicco,,,,,,,,1,1,0,10
Franklin A Bennett Iii,,,,,,,,,0,0,10
Daniel R Sulman,,,,,,,,,,0,10
Total,85,12,60,49,43,22,13,11,7,2,10
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,11
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,11
Alice Beck Dubow,17,0,68,44,40,17,12,10,11,6,11
Robert Colville,,2,6,1,4,4,2,4,3,1,11
Sharon Williams Losier,,,2,35,31,13,10,8,8,0,11
Christine Hope,,,,5,25,5,6,1,6,3,11
Joffie C Pittman,,,,,0,7,4,2,5,2,11
Matthew Perks,,,,,,1,1,4,1,2,11
Christian Dicicco,,,,,,,1,4,3,1,11
Gary S Silver,,,,,,,,0,2,1,11
Franklin A Bennett Iii,,,,,,,,,0,1,11
Daniel R Sulman,,,,,,,,,,0,11
Total,113,15,80,54,45,24,17,15,14,7,11
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,12
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,12
Alice Beck Dubow,13,0,53,40,32,17,11,9,9,6,12
Robert Colville,,0,1,8,1,3,1,3,0,1,12
Sharon Williams Losier,,,3,28,28,8,11,1,8,4,12
Joffie C Pittman,,,,3,19,14,2,11,0,4,12
Christine Hope,,,,,1,0,6,0,4,3,12
