col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,William K Greenlee,Thomas Wyatt,Ed Neilson,Helen Gym,Frank Rizzo,Sherrie Cohen,Carla M Cain,Paul Steinke,Marnie Aument Loughrey,Wilson Alexander,1
Derek S Green,9,7,9,6,2,5,6,5,6,3,1,3,1,1,3,0,1
Blondell Reynolds Brown,,1,10,14,6,6,7,5,6,5,9,6,2,0,2,0,1
Isaiah Thomas,,,2,8,5,3,6,4,7,1,4,2,3,1,2,0,1
W Wilson Goode Jr,,,,1,3,3,4,3,2,2,8,2,2,0,0,0,1
Allan Domb,,,,,3,3,5,3,4,3,2,3,2,2,0,0,1
Jenne Ayers,,,,,,3,3,3,1,3,1,3,3,0,0,0,1
William K Greenlee,,,,,,,2,3,7,3,2,3,2,0,0,0,1
Thomas Wyatt,,,,,,,,0,1,4,3,4,2,3,2,1,1
Ed Neilson,,,,,,,,,0,1,0,1,1,1,1,1,1
Helen Gym,,,,,,,,,,0,1,3,1,3,2,1,1
Frank Rizzo,,,,,,,,,,,0,1,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,0,0,2,0,0,1
Carla M Cain,,,,,,,,,,,,,1,0,0,0,1
Paul Steinke,,,,,,,,,,,,,,0,0,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,0,1
Total,27,26,19,18,16,16,16,12,11,10,9,9,7,4,3,1,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Isaiah Thomas,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,William K Greenlee,Ed Neilson,Allan Domb,Jenne Ayers,Wilson Alexander,Sherrie Cohen,Carla M Cain,Helen Gym,Thomas Wyatt,Marnie Aument Loughrey,Frank Rizzo,Paul Steinke,2
Isaiah Thomas,12,14,17,12,14,13,6,4,1,2,1,3,1,3,0,0,2
Derek S Green,,7,11,8,14,12,6,7,7,3,2,2,4,2,2,0,2
Blondell Reynolds Brown,,,2,18,15,13,4,3,4,9,2,5,1,4,2,1,2
W Wilson Goode Jr,,,,2,9,7,3,3,3,6,2,3,0,1,4,1,2
William K Greenlee,,,,,2,14,5,0,0,5,0,3,3,3,1,0,2
Ed Neilson,,,,,,0,4,0,1,3,0,2,0,1,0,0,2
Allan Domb,,,,,,,3,2,2,2,4,1,5,0,2,1,2
Jenne Ayers,,,,,,,,4,5,1,1,1,1,0,0,0,2
Wilson Alexander,,,,,,,,,6,3,2,1,2,0,0,0,2
Sherrie Cohen,,,,,,,,,,0,4,3,0,1,1,0,2
Carla M Cain,,,,,,,,,,,3,1,4,1,1,0,2
Helen Gym,,,,,,,,,,,,2,1,1,0,0,2
Thomas Wyatt,,,,,,,,,,,,,1,2,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,3,0,0,2
Frank Rizzo,,,,,,,,,,,,,,,0,1,2
Paul Steinke,,,,,,,,,,,,,,,,0,2
Total,40,39,33,26,26,20,18,16,16,12,11,11,9,8,4,1,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Isaiah Thomas,Blondell Reynolds Brown,Ed Neilson,William K Greenlee,Derek S Green,Helen Gym,Allan Domb,W Wilson Goode Jr,Thomas Wyatt,Jenne Ayers,Frank Rizzo,Paul Steinke,Sherrie Cohen,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,3
Isaiah Thomas,3,28,34,24,16,18,14,13,7,4,7,3,2,1,1,2,3
Blondell Reynolds Brown,,1,30,25,18,12,16,13,5,4,2,7,4,1,2,2,3
Ed Neilson,,,1,26,15,15,14,8,4,3,5,3,0,0,0,1,3
William K Greenlee,,,,0,15,11,10,8,3,4,4,4,3,1,0,0,3
Derek S Green,,,,,5,1,2,3,3,4,1,0,1,0,3,1,3
Helen Gym,,,,,,4,10,7,3,4,4,4,3,1,0,3,3
Allan Domb,,,,,,,0,5,9,2,0,2,2,2,1,0,3
W Wilson Goode Jr,,,,,,,,1,2,2,5,4,5,1,0,1,3
Thomas Wyatt,,,,,,,,,0,2,3,2,1,2,1,2,3
Jenne Ayers,,,,,,,,,,2,3,0,4,3,3,1,3
Frank Rizzo,,,,,,,,,,,0,1,2,2,1,1,3
Paul Steinke,,,,,,,,,,,,0,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,0,3,1,0,3
Carla M Cain,,,,,,,,,,,,,,0,1,0,3
Wilson Alexander,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3
Total,51,49,44,38,30,30,25,23,15,14,11,9,8,5,5,4,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Wilson Alexander,W Wilson Goode Jr,Allan Domb,William K Greenlee,Ed Neilson,Carla M Cain,Helen Gym,Sherrie Cohen,Thomas Wyatt,Marnie Aument Loughrey,Paul Steinke,Frank Rizzo,4
Derek S Green,8,9,7,6,8,3,1,6,5,2,1,0,2,1,0,1,4
Blondell Reynolds Brown,,0,9,5,4,9,6,6,6,4,5,3,3,2,2,1,4
Isaiah Thomas,,,3,3,3,4,3,4,4,3,3,0,3,0,0,0,4
Jenne Ayers,,,,1,5,3,2,2,0,3,1,0,1,0,0,0,4
Wilson Alexander,,,,,0,3,0,0,0,2,0,0,4,0,1,1,4
W Wilson Goode Jr,,,,,,0,3,2,1,1,2,2,3,1,1,1,4
Allan Domb,,,,,,,0,1,0,1,2,3,1,1,0,0,4
William K Greenlee,,,,,,,,0,5,0,1,0,0,1,0,0,4
Ed Neilson,,,,,,,,,0,0,2,0,0,1,0,0,4
Carla M Cain,,,,,,,,,,0,2,1,1,0,0,0,4
Helen Gym,,,,,,,,,,,0,1,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,1,0,1,1,0,4
Thomas Wyatt,,,,,,,,,,,,,0,0,1,0,4
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,0,4
Paul Steinke,,,,,,,,,,,,,,,0,0,4
Frank Rizzo,,,,,,,,,,,,,,,,0,4
Total,24,21,15,11,11,10,8,7,6,5,5,5,5,2,2,1,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Jenne Ayers,Allan Domb,William K Greenlee,Ed Neilson,Wilson Alexander,Paul Steinke,Sherrie Cohen,Carla M Cain,Thomas Wyatt,Frank Rizzo,Helen Gym,Marnie Aument Loughrey,5
Derek S Green,6,17,9,9,7,8,10,9,8,4,5,5,5,3,2,1,5
Blondell Reynolds Brown,,1,10,8,3,5,10,12,3,3,6,5,2,3,3,1,5
W Wilson Goode Jr,,,1,4,1,5,2,3,3,3,3,3,3,3,1,0,5
Isaiah Thomas,,,,2,1,2,5,5,0,2,2,2,1,2,2,1,5
Jenne Ayers,,,,,5,1,3,1,4,2,2,3,0,1,0,0,5
Allan Domb,,,,,,1,2,2,2,4,3,1,2,1,1,1,5
William K Greenlee,,,,,,,0,8,0,0,1,2,0,2,0,1,5
Ed Neilson,,,,,,,,0,0,1,2,0,0,1,1,0,5
Wilson Alexander,,,,,,,,,1,1,0,1,2,1,0,0,5
Paul Steinke,,,,,,,,,,1,3,1,1,0,1,0,5
Sherrie Cohen,,,,,,,,,,,0,3,1,1,3,0,5
Carla M Cain,,,,,,,,,,,,0,1,0,1,1,5
Thomas Wyatt,,,,,,,,,,,,,0,1,1,0,5
Frank Rizzo,,,,,,,,,,,,,,0,0,0,5
Helen Gym,,,,,,,,,,,,,,,0,0,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,5
Total,36,27,17,15,14,13,13,12,10,9,9,8,7,5,5,2,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Derek S Green,Allan Domb,Blondell Reynolds Brown,Helen Gym,Isaiah Thomas,William K Greenlee,W Wilson Goode Jr,Jenne Ayers,Wilson Alexander,Ed Neilson,Carla M Cain,Sherrie Cohen,Thomas Wyatt,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,6
Derek S Green,8,10,12,8,11,9,10,5,4,6,2,3,3,0,1,0,6
Allan Domb,,4,13,8,7,9,3,4,6,7,5,6,6,2,2,1,6
Blondell Reynolds Brown,,,3,10,12,9,10,3,2,5,4,4,1,2,2,0,6
Helen Gym,,,,5,8,5,5,3,2,3,3,2,0,1,0,1,6
Isaiah Thomas,,,,,1,10,8,3,2,5,4,2,2,1,0,0,6
William K Greenlee,,,,,,0,4,0,1,8,1,6,1,0,0,0,6
W Wilson Goode Jr,,,,,,,0,4,2,1,1,1,1,0,1,0,6
Jenne Ayers,,,,,,,,4,4,0,3,0,3,1,0,0,6
Wilson Alexander,,,,,,,,,3,1,2,0,3,0,0,1,6
Ed Neilson,,,,,,,,,,0,0,3,1,1,0,1,6
