col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Michael Fanning,Tracy B Roman,Scott Diclaudio,Ken Powell,Vincent N Melchiorre,Jennifer Schultz,Vincent Furlong,Abbe Fletman,James F Berardinelli,Daine Grey Jr,Chris Mallios,Lyris Younge,Mia Roberts Perez,Kai Scott,Lynne M Summers,Rainy Papademetriou,Leon Goodman,Stephanie M Sawyer,Jon Marshall,Thomas Martin,Marissa Brumbach,Anthony Kyriakakis,Betsy Wahl,Chris Mccabe,Brian T Ortelere,Vince Giusini,Edward William Louden Jr,Deborah Watson Stokes,Stella Tsai,Wayne M D Bennett,William J Ciancaglini,Jodi Lobel,Joshua Hill,Rania Major,Lucretia Clemons,Leon A King Ii,Frances Fattah,Sherman Toppin,Shanese Johnson,Sandjai Weaver,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,All
Bobby Henon,"1,862","3,345","2,881","2,763","2,628","2,480","2,310","1,834","1,811","1,755","1,685","1,728","1,754","1,616","1,600","1,612","1,449","1,520","1,494","1,528","1,422","1,310","1,287","1,233","1,241","1,167","1,227","1,212","1,084","1,033",961,916,822,870,839,820,730,755,579,577,560,557,414,361,All
Michael Fanning,,169,"1,047","1,173","1,209","1,996",662,702,847,583,699,"1,216",709,770,822,534,609,352,767,486,724,635,505,423,642,411,480,290,356,272,367,424,291,336,317,291,175,207,162,127,141,251,174,147,All
Tracy B Roman,,,53,"1,718","1,597",920,"1,140",734,"1,100",724,"1,032",718,"1,212",788,789,788,817,844,775,827,723,681,448,508,407,646,441,751,486,491,409,304,343,302,372,318,306,358,249,276,255,195,175,145,All
Scott Diclaudio,,,,67,"1,597","1,023",869,784,990,901,873,794,"1,070",667,720,517,757,798,584,956,717,456,482,298,450,708,565,749,280,309,399,445,244,290,277,207,273,238,234,158,214,278,104,122,All
Ken Powell,,,,,43,977,793,708,"1,047",684,989,844,"1,155",715,908,472,825,821,618,928,791,508,504,388,492,620,452,702,298,295,390,285,243,351,267,297,294,238,243,174,164,216,102,106,All
Vincent N Melchiorre,,,,,,21,474,558,777,526,553,"1,090",578,617,723,348,556,253,586,358,531,599,464,359,497,346,512,200,233,255,193,454,277,168,159,236,134,159,90,107,156,168,103,82,All
Jennifer Schultz,,,,,,,68,871,781,919,724,408,577,632,504,993,617,730,667,620,516,615,544,674,451,632,511,550,561,576,459,370,398,452,469,394,309,344,257,285,256,243,183,156,All
Vincent Furlong,,,,,,,,82,474,814,532,334,440,332,334,539,495,515,359,530,508,348,484,329,447,478,525,460,299,284,389,439,270,294,234,177,239,192,190,140,169,217,119,103,All
Abbe Fletman,,,,,,,,,22,576,986,857,712,693,926,408,806,417,653,373,569,514,420,409,365,554,344,265,281,408,242,190,304,200,188,252,212,177,162,126,153,95,93,74,All
James F Berardinelli,,,,,,,,,,52,532,427,374,344,360,459,644,568,335,511,427,303,537,318,437,660,601,504,275,295,364,478,292,306,188,196,229,184,187,117,184,202,93,81,All
Daine Grey Jr,,,,,,,,,,,19,575,804,632,747,434,621,506,672,431,423,352,327,328,289,486,269,418,315,343,273,155,215,224,223,214,283,215,209,198,201,130,125,100,All
Chris Mallios,,,,,,,,,,,,17,527,657,784,267,432,229,599,319,403,348,420,361,422,351,292,150,284,289,184,240,279,180,105,200,144,122,125,90,102,111,120,73,All
Lyris Younge,,,,,,,,,,,,,24,674,724,304,485,546,558,572,348,301,362,305,279,388,302,555,257,242,241,145,168,167,220,249,196,208,190,149,139,108,131,92,All
Mia Roberts Perez,,,,,,,,,,,,,,30,797,506,367,292,798,191,319,504,409,566,388,232,333,183,470,472,249,204,276,217,287,392,205,293,175,188,184,98,174,120,All
Kai Scott,,,,,,,,,,,,,,,9,341,502,324,658,214,458,428,488,455,404,266,326,180,337,329,275,162,240,219,249,375,251,241,189,192,184,130,146,100,All
Lynne M Summers,,,,,,,,,,,,,,,,11,331,420,574,377,449,487,365,528,367,247,377,311,520,421,337,303,332,399,420,339,233,340,205,262,171,201,166,141,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,12,365,245,437,514,465,490,300,277,635,377,349,176,312,157,209,205,198,217,231,173,136,132,94,142,84,94,56,All
Leon Goodman,,,,,,,,,,,,,,,,,,30,292,747,377,220,294,226,239,379,293,591,292,209,345,202,261,294,214,195,278,215,228,170,173,147,116,105,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,5,224,308,486,309,507,404,177,230,183,561,415,244,264,316,197,238,284,183,249,159,203,145,112,220,156,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,31,440,222,301,184,215,466,273,587,168,197,315,195,163,255,179,159,230,155,190,136,151,169,80,81,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,9,398,258,238,363,355,378,293,242,203,348,273,187,274,181,219,187,207,215,163,156,177,105,69,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,13,384,574,361,197,321,131,413,413,176,199,335,168,223,342,125,219,89,171,138,104,153,106,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,9,418,356,321,520,256,256,353,312,314,276,231,157,314,248,159,181,127,150,157,71,67,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,8,337,185,324,142,421,459,209,215,323,179,233,351,147,220,109,164,145,111,132,117,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,14,238,355,205,285,201,222,359,208,220,112,198,133,149,114,101,95,148,155,78,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,21,284,351,137,203,264,174,151,157,183,120,169,120,143,72,112,133,61,72,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,13,265,148,244,333,386,171,208,139,208,166,150,139,121,162,142,76,55,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,153,152,249,211,96,176,146,118,174,143,157,110,130,136,64,58,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,350,191,180,291,185,224,281,199,285,159,199,161,125,209,170,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,167,173,276,182,241,284,197,232,132,182,188,88,98,89,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,171,143,215,191,142,240,169,166,132,133,239,65,105,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,163,149,110,105,108,110,76,87,96,135,86,76,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,124,146,185,104,125,95,124,129,74,96,85,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,301,129,168,173,137,109,75,137,78,58,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,200,182,176,106,156,164,138,82,108,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,181,164,106,177,151,94,101,82,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,203,184,153,146,110,81,84,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,136,195,155,106,120,106,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,107,94,93,90,54,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,141,75,94,87,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,84,67,68,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,62,86,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"10,911","3,987","3,320","3,177","3,055","2,883","2,829","2,301","2,292","2,193","2,080","2,070","2,051","1,904","1,903","1,848","1,795","1,788","1,763","1,750","1,639","1,577","1,550","1,469","1,467","1,457","1,444","1,380","1,265","1,221","1,138","1,085","1,027","1,025",997,961,868,858,673,652,651,645,488,408,All
