col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,Paul Steinke,William K Greenlee,Allan Domb,Jenne Ayers,W Wilson Goode Jr,Derek S Green,Frank Rizzo,Isaiah Thomas,Ed Neilson,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Helen Gym,17,38,22,30,16,19,17,13,11,8,12,5,17,9,9,9,30,30,19,18,13,16,3,3,1
Sherrie Cohen,,1,22,23,21,12,13,13,8,5,12,13,9,6,4,3,30,22,21,14,9,13,3,0,1
Blondell Reynolds Brown,,,0,9,24,9,13,18,12,10,9,17,5,4,3,3,21,18,19,10,9,6,3,4,1
Paul Steinke,,,,0,10,15,6,2,4,5,13,3,10,5,5,6,12,16,11,13,9,13,2,1,1
William K Greenlee,,,,,1,10,3,18,10,11,7,20,6,1,3,4,18,14,12,4,7,7,4,4,1
Allan Domb,,,,,,2,13,5,7,10,6,5,6,6,3,2,15,11,9,10,12,10,7,2,1
Jenne Ayers,,,,,,,0,3,6,10,9,2,2,9,7,3,20,17,16,12,11,6,4,3,1
W Wilson Goode Jr,,,,,,,,2,2,4,2,14,3,1,1,3,8,11,8,5,3,3,1,1,1
Derek S Green,,,,,,,,,2,8,3,3,4,3,2,6,13,15,12,7,5,8,2,4,1
Frank Rizzo,,,,,,,,,,1,3,2,3,3,7,3,10,6,4,5,11,4,4,3,1
Isaiah Thomas,,,,,,,,,,,1,1,3,4,3,3,11,10,10,7,5,6,4,3,1
Ed Neilson,,,,,,,,,,,,0,1,1,0,1,8,10,10,4,4,3,1,0,1
Thomas Wyatt,,,,,,,,,,,,,1,1,2,4,5,8,2,5,2,5,2,3,1
Carla M Cain,,,,,,,,,,,,,,1,6,2,13,6,8,3,9,3,4,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,1,2,6,5,6,3,5,2,2,3,1
Wilson Alexander,,,,,,,,,,,,,,,,1,7,6,4,6,4,4,1,4,1
Christine Hope,,,,,,,,,,,,,,,,,0,21,27,6,17,7,5,4,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,3,19,18,5,18,2,4,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,1,7,11,1,0,2,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,3,15,3,2,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,1,2,3,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,1,2,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,3,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,90,58,53,46,45,43,36,33,32,29,25,23,23,19,17,17,55,52,48,33,31,25,12,10,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Jenne Ayers,Thomas Wyatt,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Frank Rizzo,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Ed Neilson,W Wilson Goode Jr,Wilson Alexander,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,2
Helen Gym,6,35,33,23,21,15,18,10,7,11,14,14,16,4,7,3,22,24,25,22,13,19,3,1,2
Paul Steinke,,0,20,24,13,17,11,16,11,7,6,9,6,7,2,3,16,10,19,15,9,15,3,2,2
Sherrie Cohen,,,0,14,13,13,16,14,5,6,10,8,9,8,9,3,26,23,20,15,13,12,4,1,2
Allan Domb,,,,4,7,13,7,11,10,9,7,3,2,5,2,3,8,8,15,13,10,9,5,1,2
Jenne Ayers,,,,,2,10,5,4,8,5,12,1,11,3,1,6,16,18,10,13,7,8,3,1,2
Thomas Wyatt,,,,,,0,2,6,15,9,5,9,2,5,2,7,10,8,15,18,10,10,4,3,2
Blondell Reynolds Brown,,,,,,,0,16,4,6,5,5,7,10,13,1,21,18,11,5,12,5,2,0,2
William K Greenlee,,,,,,,,1,6,5,2,4,5,12,6,2,18,17,9,5,10,3,2,4,2
Derek S Green,,,,,,,,,1,9,4,6,1,2,2,9,10,5,12,10,10,4,1,5,2
Frank Rizzo,,,,,,,,,,3,4,5,4,3,5,5,7,11,11,13,12,3,2,2,2
Carla M Cain,,,,,,,,,,,0,2,8,0,1,2,14,15,5,7,8,5,4,1,2
Isaiah Thomas,,,,,,,,,,,,0,2,0,4,1,7,6,8,9,5,5,1,3,2
Marnie Aument Loughrey,,,,,,,,,,,,,0,4,3,1,14,15,5,5,5,3,2,1,2
Ed Neilson,,,,,,,,,,,,,,1,5,2,9,8,3,4,6,1,1,1,2
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,11,10,4,3,6,0,1,2,2
Wilson Alexander,,,,,,,,,,,,,,,,0,4,3,5,6,6,3,1,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,36,14,8,13,3,3,4,2
Christine Hope,,,,,,,,,,,,,,,,,,0,13,6,15,3,7,3,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,18,7,18,1,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,10,15,1,3,2
