col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Blondell Reynolds Brown,W Wilson Goode Jr,Frank Rizzo,Sherrie Cohen,Isaiah Thomas,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,Ed Neilson,Wilson Alexander,Carla M Cain,Jenne Ayers,Paul Steinke,Thomas Wyatt,Marnie Aument Loughrey,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Daniel R Sulman,Christian Dicicco,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,1
Blondell Reynolds Brown,1,19,13,13,8,5,6,4,7,0,1,3,0,0,0,0,7,10,6,4,3,2,1,1,1
W Wilson Goode Jr,,0,18,14,7,6,4,5,5,1,1,1,0,0,1,0,8,11,7,5,4,2,1,1,1
Frank Rizzo,,,0,12,3,2,3,3,1,0,0,0,0,0,1,0,5,7,2,3,3,2,1,1,1
Sherrie Cohen,,,,0,4,2,1,5,0,1,2,1,0,1,1,0,5,7,5,3,3,2,1,0,1
Isaiah Thomas,,,,,3,4,3,2,5,2,2,1,1,0,0,0,6,6,4,2,2,0,2,0,1
Derek S Green,,,,,,1,1,3,3,2,1,1,1,0,0,0,6,6,4,1,0,1,1,0,1
Allan Domb,,,,,,,2,3,2,2,0,1,0,1,0,0,2,2,2,1,1,0,0,1,1
William K Greenlee,,,,,,,,0,1,2,2,1,0,1,1,0,2,3,3,2,2,1,0,1,1
Helen Gym,,,,,,,,,0,0,0,2,0,1,0,0,2,3,3,1,0,0,0,0,1
Ed Neilson,,,,,,,,,,0,1,0,1,1,0,0,2,3,1,0,0,0,1,0,1
Wilson Alexander,,,,,,,,,,,0,1,1,0,0,0,2,1,1,1,1,0,1,0,1
Carla M Cain,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jenne Ayers,,,,,,,,,,,,,1,0,0,0,2,1,0,0,0,0,1,0,1
Paul Steinke,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,8,7,0,1,0,2,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,1,7,3,1,1,1,0,1
Christine Hope,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,3,1,0,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,27,27,18,18,15,14,10,9,8,4,4,3,3,2,2,0,19,18,12,5,4,4,2,1,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Blondell Reynolds Brown,Derek S Green,Allan Domb,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,Jenne Ayers,William K Greenlee,Helen Gym,Thomas Wyatt,Wilson Alexander,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Paul Steinke,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Franklin A Bennett Iii,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,2
Blondell Reynolds Brown,2,8,7,11,9,6,5,10,3,2,1,5,2,0,1,0,10,9,6,1,3,2,2,3,2
