col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District - Democrat,City Commissioners - Democrat,,,,,,All
,Jannie L Blackwell,Anthony Clark,Carol A Jenkins,Omar Sabir,Tracey L Gordon,Lisa M Deeley,Will Mega,All
Jannie L Blackwell,"2,736","7,935","2,552","2,983","2,539","2,338","1,959",All
Anthony Clark,,"1,026",930,"1,331","1,003","1,371",879,All
Carol A Jenkins,,,799,335,648,562,196,All
Omar Sabir,,,,409,488,273,322,All
Tracey L Gordon,,,,,293,258,267,All
Lisa M Deeley,,,,,,140,321,All
Will Mega,,,,,,,258,All
Total,"15,731","9,786","4,042","3,900","3,435","3,104","2,710",All
