col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,1
,Alice Beck Dubow,Robert Colville,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,John Henry Foradora,Dwayne D Woodruff,1
Alice Beck Dubow,1,0,17,19,11,7,2,0,1
Robert Colville,,0,0,1,0,1,0,0,1
Kevin M Dougherty,,,7,5,9,2,3,1,1
Christine Donohue,,,,0,3,5,2,0,1
Anne E Lazarus,,,,,0,1,1,1,1
David Wecht,,,,,,2,0,0,1
John Henry Foradora,,,,,,,1,0,1
Dwayne D Woodruff,,,,,,,,0,1
Total,36,2,27,21,12,11,5,1,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Superior Court - Democrat,,2
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,John Henry Foradora,Dwayne D Woodruff,Alice Beck Dubow,Robert Colville,2
Kevin M Dougherty,28,9,14,7,2,0,25,2,2
Christine Donohue,,0,8,3,2,0,14,2,2
Anne E Lazarus,,,0,6,0,0,15,1,2
David Wecht,,,,3,1,0,11,2,2
John Henry Foradora,,,,,1,0,1,0,2
Dwayne D Woodruff,,,,,,0,0,0,2
Alice Beck Dubow,,,,,,,1,0,2
Robert Colville,,,,,,,,0,2
Total,56,18,17,17,4,0,36,4,2
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Superior Court - Democrat,,3
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Alice Beck Dubow,Robert Colville,3
Kevin M Dougherty,15,10,6,3,3,2,15,3,3
Anne E Lazarus,,0,6,2,2,0,14,1,3
Christine Donohue,,,2,1,0,1,7,4,3
David Wecht,,,,1,1,0,3,2,3
Dwayne D Woodruff,,,,,0,0,3,0,3
John Henry Foradora,,,,,,0,1,0,3
Alice Beck Dubow,,,,,,,0,0,3
Robert Colville,,,,,,,,0,3
Total,36,16,13,7,3,2,22,7,3
,Judge Of The Superior Court - Democrat,,Justice Of The Supreme Court - Democrat,,,,,,4
,Alice Beck Dubow,Robert Colville,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,4
Alice Beck Dubow,4,0,49,35,27,24,6,3,4
Robert Colville,,0,3,4,2,3,0,1,4
Kevin M Dougherty,,,12,30,22,17,4,3,4
Anne E Lazarus,,,,0,17,11,2,2,4
Christine Donohue,,,,,3,11,4,0,4
David Wecht,,,,,,2,0,1,4
Dwayne D Woodruff,,,,,,,0,0,4
John Henry Foradora,,,,,,,,1,4
Total,72,6,66,40,35,32,6,5,4
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Superior Court - Democrat,,5
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Alice Beck Dubow,Robert Colville,5
Kevin M Dougherty,16,12,7,6,4,0,21,1,5
Anne E Lazarus,,1,6,5,2,1,13,1,5
David Wecht,,,0,3,0,3,9,2,5
Christine Donohue,,,,1,1,1,11,0,5
John Henry Foradora,,,,,0,0,5,0,5
Dwayne D Woodruff,,,,,,0,3,0,5
Alice Beck Dubow,,,,,,,2,0,5
Robert Colville,,,,,,,,0,5
Total,42,16,14,12,6,3,34,2,5
